enst_id	length	syn_prob	syn_count	mis_prob	mis_count
ENST00000395737	148	6.909e-06	39	1.740e-05	76
ENST00000395738	148	6.909e-06	39	1.740e-05	76
ENST00000395741	933	4.131e-05	269	8.607e-05	508
ENST00000395743	178	5.306e-06	35	1.493e-05	104
ENST00000395748	252	8.517e-06	27	1.976e-05	60
ENST00000395749	666	3.174e-05	171	6.272e-05	160
ENST00000395754	538	2.082e-05	126	4.481e-05	269
ENST00000395759	347	1.180e-05	74	2.949e-05	177
ENST00000395761	107	5.285e-06	47	1.151e-05	59
ENST00000395762	825	2.995e-05	211	6.635e-05	438
ENST00000395787	242	6.438e-06	46	1.855e-05	103
ENST00000395792	609	1.517e-05	113	3.972e-05	286
ENST00000395794	140	6.288e-06	32	1.358e-05	87
ENST00000395797	273	7.476e-06	50	1.937e-05	99
ENST00000395799	1962	5.337e-05	406	1.468e-04	952
ENST00000395809	481	1.842e-05	119	4.240e-05	157
ENST00000395811	1038	4.430e-05	283	1.053e-04	531
ENST00000395812	750	2.192e-05	135	5.421e-05	376
ENST00000395824	761	1.696e-05	133	5.209e-05	267
ENST00000395825	761	1.696e-05	133	5.209e-05	267
ENST00000395829	379	2.271e-05	132	4.369e-05	215
ENST00000395831	508	2.012e-05	117	5.086e-05	282
ENST00000395834	358	1.036e-05	72	2.641e-05	164
ENST00000395841	368	1.128e-05	81	2.791e-05	95
ENST00000395842	677	5.395e-05	214	9.092e-05	244
ENST00000395850	128	4.751e-06	34	9.375e-06	63
ENST00000395860	229	1.011e-05	72	2.118e-05	165
ENST00000395862	382	9.595e-06	78	2.522e-05	120
ENST00000395863	431	2.313e-05	116	4.972e-05	187
ENST00000395867	579	1.342e-05	100	3.699e-05	271
ENST00000395869	195	6.560e-06	52	1.626e-05	89
ENST00000395871	519	2.596e-05	172	5.824e-05	301
ENST00000395872	177	7.598e-06	33	1.849e-05	74
ENST00000395876	377	1.857e-05	101	3.458e-05	208
ENST00000395878	309	1.626e-05	60	2.956e-05	120
ENST00000395879	146	4.864e-06	33	1.077e-05	68
ENST00000395889	940	2.192e-05	124	6.269e-05	196
ENST00000395891	1606	6.917e-05	407	1.527e-04	721
ENST00000395905	371	1.033e-05	85	2.614e-05	163
ENST00000395906	752	2.508e-05	159	6.031e-05	376
ENST00000395909	403	9.551e-06	90	2.753e-05	138
ENST00000395914	403	9.551e-06	90	2.753e-05	138
ENST00000395923	193	6.708e-06	46	1.624e-05	68
ENST00000395925	1580	7.540e-05	492	1.528e-04	932
ENST00000395930	490	1.714e-05	109	4.332e-05	287
ENST00000395934	535	1.676e-05	99	4.117e-05	255
ENST00000395938	160	7.819e-06	45	1.444e-05	78
ENST00000395952	558	1.979e-05	115	5.283e-05	195
ENST00000395957	245	6.948e-06	49	1.755e-05	30
ENST00000395958	245	6.948e-06	49	1.755e-05	30
ENST00000395961	584	2.060e-05	131	4.418e-05	329
ENST00000395965	416	1.205e-05	81	3.265e-05	203
ENST00000395987	722	1.537e-05	123	4.565e-05	301
ENST00000396000	468	2.076e-05	132	4.275e-05	188
ENST00000396005	618	1.637e-05	127	4.361e-05	259
ENST00000396008	138	6.562e-06	13	1.698e-05	50
ENST00000396009	925	4.975e-05	294	9.560e-05	480
ENST00000396020	67	2.725e-06	15	8.129e-06	21
ENST00000396029	1102	2.857e-05	293	7.822e-05	441
ENST00000396033	798	2.138e-05	152	5.611e-05	223
ENST00000396037	356	1.230e-05	81	3.055e-05	156
ENST00000396048	271	5.401e-06	53	1.841e-05	164
ENST00000396049	216	4.492e-06	42	1.423e-05	57
ENST00000396050	318	8.947e-06	56	2.370e-05	109
ENST00000396051	221	5.168e-06	42	1.513e-05	103
ENST00000396052	122	3.670e-06	23	1.067e-05	77
ENST00000396056	527	1.362e-05	113	3.569e-05	211
ENST00000396057	325	2.568e-05	92	4.236e-05	139
ENST00000396058	1029	2.368e-05	182	6.962e-05	483
ENST00000396060	109	2.805e-06	22	6.742e-06	33
ENST00000396062	224	6.520e-06	43	1.620e-05	102
ENST00000396065	438	1.141e-05	140	3.203e-05	303
ENST00000396073	1142	2.669e-05	240	7.799e-05	618
ENST00000396076	334	8.658e-06	60	2.376e-05	145
ENST00000396077	1031	2.645e-05	208	7.772e-05	463
ENST00000396081	406	1.098e-05	81	2.994e-05	169
ENST00000396087	2488	9.372e-05	657	2.157e-04	1298
ENST00000396094	279	6.309e-06	58	1.809e-05	143
ENST00000396105	1918	5.206e-05	417	1.517e-04	831
ENST00000396124	333	1.152e-05	53	2.916e-05	135
ENST00000396128	571	1.469e-05	122	4.328e-05	217
ENST00000396137	988	3.979e-05	208	9.221e-05	396
ENST00000396138	689	3.453e-05	193	6.875e-05	345
ENST00000396147	676	1.583e-05	134	4.965e-05	371
ENST00000396153	650	1.808e-05	107	5.053e-05	239
ENST00000396154	402	1.012e-05	80	2.988e-05	211
ENST00000396158	809	1.832e-05	161	5.299e-05	439
ENST00000396161	427	1.044e-05	78	3.016e-05	248
ENST00000396169	115	7.046e-06	33	1.445e-05	57
ENST00000396172	428	1.335e-05	80	3.793e-05	55
ENST00000396193	769	2.444e-05	167	6.317e-05	342
ENST00000396194	296	9.004e-06	60	2.854e-05	185
ENST00000396197	471	1.184e-05	86	3.124e-05	195
ENST00000396200	562	1.564e-05	128	4.145e-05	219
ENST00000396203	215	6.260e-06	36	1.704e-05	104
ENST00000396204	470	1.535e-05	105	3.617e-05	118
ENST00000396209	155	3.840e-06	27	1.118e-05	96
ENST00000396210	155	3.840e-06	27	1.118e-05	96
ENST00000396211	496	1.621e-05	115	4.013e-05	206
ENST00000396213	332	7.837e-06	73	2.298e-05	168
ENST00000396229	1006	2.800e-05	223	7.377e-05	498
ENST00000396268	871	2.697e-05	154	7.679e-05	393
ENST00000396271	525	1.596e-05	113	4.021e-05	244
ENST00000396275	322	1.337e-05	118	2.892e-05	269
ENST00000396284	416	1.488e-05	62	3.496e-05	127
ENST00000396294	442	1.006e-05	70	2.996e-05	228
ENST00000396307	221	5.702e-06	37	1.583e-05	129
ENST00000396308	118	2.996e-06	21	9.121e-06	36
ENST00000396314	101	4.591e-06	26	9.713e-06	66
ENST00000396319	789	1.831e-05	154	5.263e-05	321
ENST00000396324	1979	8.367e-05	582	1.816e-04	955
ENST00000396328	1102	2.532e-05	213	7.070e-05	608
ENST00000396330	344	7.449e-06	61	2.141e-05	127
ENST00000396340	205	1.044e-05	86	2.113e-05	157
ENST00000396352	443	2.887e-05	135	5.083e-05	265
ENST00000396355	335	1.373e-05	102	3.224e-05	238
ENST00000396356	808	2.343e-05	171	6.564e-05	332
ENST00000396365	481	1.767e-05	138	3.841e-05	276
ENST00000396368	1742	5.767e-05	438	1.351e-04	718
ENST00000396373	452	1.626e-05	131	4.252e-05	195
ENST00000396383	310	1.494e-05	106	3.384e-05	212
ENST00000396385	196	1.234e-05	40	2.365e-05	83
ENST00000396396	567	2.172e-05	123	5.231e-05	272
ENST00000396398	411	1.447e-05	87	3.693e-05	232
ENST00000396400	166	3.955e-06	29	1.263e-05	75
ENST00000396402	503	1.431e-05	113	3.984e-05	258
ENST00000396403	617	1.533e-05	133	4.610e-05	373
ENST00000396408	523	1.324e-05	110	3.654e-05	315
ENST00000396410	788	2.675e-05	182	6.245e-05	388
ENST00000396418	76	1.608e-06	9	4.842e-06	22
ENST00000396423	445	1.108e-05	101	3.296e-05	214
ENST00000396424	678	1.608e-05	135	4.744e-05	405
ENST00000396426	358	1.214e-05	81	2.998e-05	109
ENST00000396432	1958	5.580e-05	452	1.488e-04	958
ENST00000396435	1488	6.387e-05	218	1.573e-04	240
ENST00000396444	1118	2.557e-05	181	7.811e-05	439
ENST00000396477	384	1.257e-05	77	3.088e-05	202
ENST00000396478	584	1.328e-05	118	4.273e-05	291
ENST00000396496	511	1.238e-05	73	3.436e-05	247
ENST00000396505	350	1.566e-05	94	3.265e-05	172
ENST00000396512	805	3.271e-05	213	7.230e-05	310
ENST00000396516	971	2.597e-05	196	7.089e-05	392
ENST00000396533	81	1.657e-06	10	5.072e-06	56
ENST00000396547	518	1.587e-05	96	4.677e-05	123
ENST00000396554	776	3.059e-05	214	7.121e-05	413
ENST00000396556	764	3.112e-05	181	6.915e-05	364
ENST00000396560	682	1.599e-05	150	4.417e-05	406
ENST00000396573	1464	5.845e-05	417	1.259e-04	595
ENST00000396577	1099	3.023e-05	227	7.873e-05	488
ENST00000396578	1670	4.936e-05	324	1.282e-04	727
ENST00000396581	258	7.472e-06	56	1.906e-05	135
ENST00000396591	765	2.133e-05	127	5.441e-05	277
ENST00000396593	147	6.506e-06	93	1.496e-05	154
ENST00000396594	753	2.123e-05	131	5.817e-05	263
ENST00000396596	496	1.132e-05	75	3.230e-05	167
ENST00000396600	500	2.033e-05	134	4.548e-05	254
ENST00000396602	638	1.902e-05	155	4.705e-05	247
ENST00000396618	550	1.533e-05	120	4.017e-05	261
ENST00000396623	467	1.623e-05	101	3.756e-05	255
ENST00000396625	1690	5.053e-05	393	1.299e-04	852
ENST00000396627	316	1.125e-05	82	2.615e-05	173
ENST00000396628	316	1.125e-05	82	2.615e-05	173
ENST00000396634	365	2.005e-05	109	4.053e-05	282
ENST00000396641	259	8.166e-06	61	1.893e-05	75
ENST00000396650	83	2.423e-06	11	6.074e-06	36
ENST00000396651	208	7.413e-06	54	2.137e-05	47
ENST00000396652	230	6.092e-06	52	1.827e-05	107
ENST00000396654	154	3.834e-06	20	1.158e-05	72
ENST00000396658	1134	3.999e-05	344	8.869e-05	684
ENST00000396659	423	1.304e-05	76	3.836e-05	137
ENST00000396662	200	4.663e-06	42	1.235e-05	87
ENST00000396663	200	4.663e-06	42	1.235e-05	87
ENST00000396667	274	6.661e-06	58	1.848e-05	113
ENST00000396668	274	6.661e-06	58	1.848e-05	113
ENST00000396671	461	1.491e-05	120	3.847e-05	141
ENST00000396679	269	6.508e-06	46	1.742e-05	126
ENST00000396680	351	1.164e-05	136	2.559e-05	322
ENST00000396700	210	6.617e-06	46	1.652e-05	88
ENST00000396703	201	5.334e-06	46	1.506e-05	43
ENST00000396706	344	1.172e-05	89	2.679e-05	194
ENST00000396720	1560	1.068e-04	493	1.736e-04	627
ENST00000396741	400	1.701e-05	107	3.783e-05	96
ENST00000396751	452	1.378e-05	111	4.139e-05	232
ENST00000396757	359	1.239e-05	75	2.781e-05	165
ENST00000396761	839	3.097e-05	222	7.757e-05	342
ENST00000396776	157	4.642e-06	42	1.217e-05	100
ENST00000396779	222	7.801e-06	33	2.061e-05	50
ENST00000396789	352	2.168e-05	98	4.281e-05	154
ENST00000396801	577	2.006e-05	163	4.732e-05	211
ENST00000396806	316	8.395e-06	64	2.254e-05	150
ENST00000396807	249	6.763e-06	44	2.038e-05	85
ENST00000396811	126	4.310e-06	30	1.192e-05	66
ENST00000396825	262	1.082e-05	74	2.344e-05	122
ENST00000396829	236	6.583e-06	46	1.777e-05	125
ENST00000396832	416	2.091e-05	120	4.879e-05	135
ENST00000396841	168	4.246e-06	27	1.279e-05	67
ENST00000396842	268	8.506e-06	59	2.213e-05	117
ENST00000396852	697	1.910e-05	169	5.165e-05	425
ENST00000396862	549	1.285e-05	91	3.771e-05	266
ENST00000396864	393	1.197e-05	77	3.254e-05	155
ENST00000396865	561	1.371e-05	91	3.790e-05	219
ENST00000396872	530	3.167e-05	300	5.980e-05	412
ENST00000396878	459	2.374e-05	152	5.477e-05	266
ENST00000396884	466	2.798e-05	134	5.164e-05	165
ENST00000396891	126	8.876e-06	103	1.599e-05	65
ENST00000396895	147	4.727e-06	28	1.003e-05	44
ENST00000396901	313	1.448e-05	91	3.172e-05	119
ENST00000396904	113	4.488e-06	31	1.012e-05	49
ENST00000396908	480	2.000e-05	98	4.209e-05	259
ENST00000396912	714	1.825e-05	178	4.866e-05	375
ENST00000396923	1433	4.162e-05	88	1.170e-04	189
ENST00000396925	220	9.674e-06	90	1.980e-05	151
ENST00000396930	2004	5.905e-05	418	1.625e-04	927
ENST00000396946	1154	5.277e-05	370	1.186e-04	473
ENST00000396950	320	9.984e-06	100	2.670e-05	243
ENST00000396952	318	9.424e-06	81	2.675e-05	190
ENST00000396954	188	5.606e-06	36	1.258e-05	100
ENST00000396958	140	5.764e-06	55	1.198e-05	89
ENST00000396965	639	1.510e-05	75	4.288e-05	157
ENST00000396974	95	2.046e-06	20	6.442e-06	52
ENST00000396976	852	2.223e-05	167	6.572e-05	469
ENST00000396980	126	7.744e-06	45	1.470e-05	49
ENST00000396981	170	4.153e-06	30	1.275e-05	24
ENST00000396987	456	1.477e-05	102	3.696e-05	136
ENST00000396988	790	2.906e-05	204	7.627e-05	452
ENST00000396992	469	1.798e-05	69	4.617e-05	119
ENST00000397002	237	1.258e-05	64	2.907e-05	102
ENST00000397016	557	2.317e-05	152	5.406e-05	189
ENST00000397033	1032	3.131e-05	202	7.686e-05	422
ENST00000397044	315	9.704e-06	67	2.822e-05	167
ENST00000397048	179	7.805e-06	51	1.676e-05	125
ENST00000397049	156	7.380e-06	51	1.520e-05	125
ENST00000397056	487	1.512e-05	121	3.974e-05	243
ENST00000397060	498	1.260e-05	97	3.435e-05	267
ENST00000397061	375	2.366e-05	120	4.676e-05	274
ENST00000397062	605	1.590e-05	105	4.159e-05	252
ENST00000397064	80	1.894e-06	10	5.486e-06	35
ENST00000397066	786	3.384e-05	208	7.068e-05	410
ENST00000397068	291	1.043e-05	85	2.556e-05	204
ENST00000397081	1011	3.109e-05	208	8.143e-05	422
ENST00000397086	305	1.055e-05	79	3.275e-05	151
ENST00000397092	375	2.198e-05	140	4.193e-05	222
ENST00000397095	333	1.946e-05	146	3.555e-05	251
ENST00000397098	194	8.318e-06	65	1.797e-05	129
ENST00000397104	1037	2.206e-05	224	6.518e-05	701
ENST00000397110	278	1.338e-05	73	2.845e-05	171
ENST00000397118	628	4.276e-05	125	8.375e-05	193
ENST00000397119	638	1.537e-05	95	4.637e-05	184
ENST00000397121	588	1.302e-05	128	3.741e-05	351
ENST00000397122	305	1.294e-05	92	2.782e-05	147
ENST00000397126	1280	2.640e-05	287	7.870e-05	941
ENST00000397129	317	2.285e-05	69	4.450e-05	153
ENST00000397132	501	1.502e-05	112	4.276e-05	272
ENST00000397133	110	8.368e-06	48	1.347e-05	38
ENST00000397137	87	3.899e-06	23	7.337e-06	31
ENST00000397146	942	3.783e-05	221	8.198e-05	426
ENST00000397147	348	1.319e-05	104	3.340e-05	214
ENST00000397149	513	1.315e-05	90	3.671e-05	74
ENST00000397163	821	2.982e-05	215	7.212e-05	455
ENST00000397165	498	1.124e-05	98	3.250e-05	256
ENST00000397166	711	1.729e-05	129	5.022e-05	311
ENST00000397168	363	9.048e-06	69	2.572e-05	167
ENST00000397174	660	1.985e-05	141	5.522e-05	245
ENST00000397180	299	9.122e-06	42	2.379e-05	134
ENST00000397195	410	1.097e-05	70	3.348e-05	78
ENST00000397196	359	1.930e-05	105	4.211e-05	176
ENST00000397203	1088	2.838e-05	248	8.510e-05	505
ENST00000397224	684	3.332e-05	203	7.302e-05	405
ENST00000397238	911	4.879e-05	273	1.017e-04	373
ENST00000397239	375	1.041e-05	71	2.462e-05	156
ENST00000397248	353	1.782e-05	64	3.594e-05	133
ENST00000397256	625	2.286e-05	133	5.725e-05	334
ENST00000397262	110	4.141e-06	34	9.759e-06	42
ENST00000397267	538	2.435e-05	134	5.276e-05	244
ENST00000397270	200	8.259e-06	52	1.828e-05	89
ENST00000397272	849	3.190e-05	222	7.283e-05	517
ENST00000397280	376	2.403e-05	119	5.174e-05	244
ENST00000397283	297	6.810e-06	58	1.990e-05	159
ENST00000397286	398	1.299e-05	89	3.287e-05	196
ENST00000397292	795	2.130e-05	175	5.690e-05	341
ENST00000397296	614	2.184e-05	146	4.944e-05	251
ENST00000397297	191	8.556e-06	51	2.088e-05	114
ENST00000397298	153	8.548e-06	54	1.806e-05	119
ENST00000397299	316	1.477e-05	87	3.108e-05	228
ENST00000397301	269	9.553e-06	61	2.393e-05	120
ENST00000397312	359	9.729e-06	103	2.681e-05	148
ENST00000397325	237	1.169e-05	79	2.606e-05	152
ENST00000397326	154	6.176e-06	46	1.205e-05	76
ENST00000397332	394	2.161e-05	88	4.419e-05	175
ENST00000397333	666	3.950e-05	250	7.617e-05	414
ENST00000397345	8525	2.455e-04	1456	6.458e-04	3748
ENST00000397356	308	1.635e-05	113	3.252e-05	225
ENST00000397358	420	1.128e-05	68	3.265e-05	125
ENST00000397359	819	4.043e-05	198	8.585e-05	388
ENST00000397367	208	5.994e-06	58	1.644e-05	136
ENST00000397374	625	4.566e-05	143	8.198e-05	163
ENST00000397375	218	1.513e-05	58	3.301e-05	136
ENST00000397389	290	1.493e-05	113	3.166e-05	243
ENST00000397404	238	1.376e-05	116	2.342e-05	160
ENST00000397410	646	3.061e-05	149	6.706e-05	324
ENST00000397412	1269	6.384e-05	368	1.297e-04	595
ENST00000397420	253	9.882e-06	87	2.214e-05	130
ENST00000397452	507	1.551e-05	103	3.567e-05	242
ENST00000397457	187	5.091e-06	36	1.491e-05	108
ENST00000397461	1026	3.060e-05	262	7.679e-05	501
ENST00000397463	141	6.359e-06	44	1.221e-05	59
ENST00000397472	250	1.327e-05	77	2.584e-05	132
ENST00000397473	331	1.067e-05	94	2.651e-05	178
ENST00000397498	197	9.611e-06	72	2.054e-05	129
ENST00000397501	1009	3.854e-05	266	9.251e-05	488
ENST00000397510	216	1.513e-05	62	2.836e-05	82
ENST00000397525	985	2.627e-05	205	7.812e-05	421
ENST00000397527	2442	7.041e-05	462	1.892e-04	1134
ENST00000397532	511	1.569e-05	121	3.822e-05	251
ENST00000397537	214	5.846e-06	38	1.533e-05	102
ENST00000397541	567	1.464e-05	117	4.022e-05	275
ENST00000397542	845	4.613e-05	351	8.568e-05	607
ENST00000397545	1142	5.010e-05	298	1.088e-04	681
ENST00000397558	573	2.695e-05	145	5.751e-05	256
ENST00000397560	941	2.810e-05	174	7.134e-05	339
ENST00000397566	516	2.755e-05	198	5.878e-05	356
ENST00000397572	103	3.493e-06	11	8.582e-06	31
ENST00000397581	570	1.604e-05	121	4.348e-05	166
ENST00000397583	373	1.424e-05	129	3.772e-05	292
ENST00000397588	544	2.181e-05	149	4.651e-05	203
ENST00000397596	189	9.056e-06	77	2.002e-05	72
ENST00000397609	433	1.214e-05	67	3.356e-05	180
ENST00000397621	479	3.073e-05	142	5.454e-05	128
ENST00000397622	561	1.576e-05	106	4.161e-05	261
ENST00000397637	433	1.949e-05	115	3.827e-05	168
ENST00000397638	433	1.949e-05	115	3.827e-05	168
ENST00000397640	123	5.125e-06	33	1.083e-05	52
ENST00000397641	1032	3.358e-05	218	9.242e-05	373
ENST00000397659	592	2.212e-05	112	4.508e-05	273
ENST00000397661	441	2.207e-05	108	4.550e-05	76
ENST00000397666	205	1.217e-05	61	2.312e-05	100
ENST00000397668	719	3.117e-05	178	7.878e-05	404
ENST00000397676	438	1.672e-05	122	3.952e-05	258
ENST00000397677	453	1.654e-05	106	4.113e-05	185
ENST00000397701	167	6.365e-06	27	1.460e-05	79
ENST00000397708	1980	7.030e-05	515	1.614e-04	1106
ENST00000397712	454	1.176e-05	70	3.328e-05	282
ENST00000397728	732	3.544e-05	215	7.659e-05	408
ENST00000397732	641	1.294e-05	96	4.606e-05	241
ENST00000397747	273	7.360e-06	65	1.838e-05	167
ENST00000397748	572	3.274e-05	212	6.411e-05	383
ENST00000397762	216	5.789e-06	37	1.761e-05	85
ENST00000397764	59	1.765e-06	11	4.369e-06	19
ENST00000397766	585	1.845e-05	110	4.747e-05	262
ENST00000397770	467	2.408e-05	131	5.169e-05	295
ENST00000397771	757	2.997e-05	169	6.707e-05	370
ENST00000397775	521	1.458e-05	86	4.094e-05	221
ENST00000397778	271	1.510e-05	112	2.886e-05	180
ENST00000397781	170	5.600e-06	35	1.504e-05	69
ENST00000397786	2174	5.172e-05	434	1.500e-04	867
ENST00000397799	703	3.056e-05	214	6.247e-05	308
ENST00000397801	1386	6.060e-05	295	1.380e-04	733
ENST00000397802	398	1.471e-05	95	3.643e-05	186
ENST00000397809	701	1.526e-05	134	4.750e-05	306
ENST00000397820	230	1.025e-05	59	2.078e-05	107
ENST00000397821	665	2.587e-05	142	5.522e-05	175
ENST00000397829	326	1.331e-05	75	3.076e-05	174
ENST00000397833	190	5.375e-06	46	1.516e-05	129
ENST00000397843	1544	3.879e-05	267	1.164e-04	558
ENST00000397850	769	4.137e-05	274	8.062e-05	429
ENST00000397860	197	8.604e-06	56	1.889e-05	104
ENST00000397861	90	3.414e-06	26	8.018e-06	56
ENST00000397885	648	1.747e-05	164	4.536e-05	467
ENST00000397893	147	5.369e-06	20	1.243e-05	30
ENST00000397899	962	6.431e-05	192	1.161e-04	381
ENST00000397901	196	9.863e-06	71	1.907e-05	95
ENST00000397902	533	1.173e-05	101	3.446e-05	308
ENST00000397906	2481	9.420e-05	487	2.123e-04	927
ENST00000397907	96	4.287e-06	30	8.739e-06	54
ENST00000397909	2385	6.569e-05	526	1.728e-04	1123
ENST00000397910	14507	3.869e-04	3503	9.625e-04	9340
ENST00000397911	292	1.243e-05	139	2.643e-05	242
ENST00000397928	1503	7.648e-05	533	1.532e-04	960
ENST00000397932	1553	7.852e-05	540	1.574e-04	977
ENST00000397936	396	1.116e-05	83	2.964e-05	178
ENST00000397940	214	7.101e-06	43	1.698e-05	109
ENST00000397942	535	1.990e-05	142	4.654e-05	283
ENST00000397944	1667	4.073e-05	231	1.165e-04	665
ENST00000397954	875	2.154e-05	161	6.120e-05	186
ENST00000397956	375	1.935e-05	121	4.142e-05	243
ENST00000397962	602	1.618e-05	126	5.091e-05	156
ENST00000397967	156	4.830e-06	30	1.358e-05	90
ENST00000397968	785	2.580e-05	201	6.147e-05	331
ENST00000397977	710	2.290e-05	160	5.623e-05	300
ENST00000397979	419	2.273e-05	161	4.753e-05	143
ENST00000397983	435	2.333e-05	166	4.914e-05	148
ENST00000397985	374	1.098e-05	89	2.615e-05	236
ENST00000398000	433	1.730e-05	85	3.802e-05	166
ENST00000398004	313	1.008e-05	74	2.335e-05	157
ENST00000398015	984	3.589e-05	271	8.936e-05	431
ENST00000398016	1076	3.292e-05	240	8.362e-05	474
ENST00000398019	380	1.071e-05	84	2.705e-05	219
ENST00000398020	284	1.161e-05	49	2.733e-05	95
ENST00000398022	642	2.417e-05	138	5.810e-05	223
ENST00000398023	89	2.106e-06	22	5.471e-06	54
ENST00000398027	648	1.707e-05	118	4.557e-05	272
ENST00000398035	154	5.262e-06	25	1.081e-05	62
ENST00000398052	578	1.851e-05	138	4.417e-05	332
ENST00000398055	445	1.555e-05	87	3.483e-05	181
ENST00000398056	312	8.735e-06	105	2.302e-05	264
ENST00000398063	376	1.774e-05	102	3.654e-05	131
ENST00000398073	271	9.853e-06	58	2.363e-05	102
ENST00000398075	266	2.071e-05	56	3.498e-05	97
ENST00000398092	210	8.614e-06	48	1.838e-05	51
ENST00000398093	4314	9.843e-05	724	3.023e-04	1841
ENST00000398117	239	1.552e-05	69	2.892e-05	95
ENST00000398130	1216	3.741e-05	209	9.477e-05	352
ENST00000398136	208	7.487e-06	48	1.656e-05	120
ENST00000398138	317	1.164e-05	72	2.642e-05	189
ENST00000398145	708	2.582e-05	216	5.628e-05	432
ENST00000398146	1756	4.328e-05	52	1.190e-04	150
ENST00000398148	711	3.943e-05	201	7.689e-05	172
ENST00000398153	204	6.123e-06	38	1.717e-05	107
ENST00000398158	551	3.048e-05	180	5.755e-05	290
ENST00000398160	277	6.709e-06	58	2.227e-05	122
ENST00000398165	551	3.048e-05	180	5.755e-05	290
ENST00000398169	277	6.709e-06	58	2.227e-05	122
ENST00000398174	426	1.922e-05	91	3.882e-05	144
ENST00000398178	729	1.563e-05	93	4.527e-05	269
ENST00000398186	197	6.030e-06	34	1.469e-05	73
ENST00000398189	326	9.058e-06	76	2.345e-05	166
ENST00000398193	1756	4.332e-05	31	1.190e-04	67
ENST00000398208	412	2.091e-05	140	4.111e-05	299
ENST00000398212	1257	2.866e-05	244	8.344e-05	604
ENST00000398214	271	7.476e-06	73	1.873e-05	158
ENST00000398215	205	7.679e-06	52	1.872e-05	89
ENST00000398226	189	7.480e-06	43	1.798e-05	110
ENST00000398238	744	1.982e-05	61	5.441e-05	98
ENST00000398246	773	3.321e-05	148	7.491e-05	301
ENST00000398250	271	1.041e-05	58	2.516e-05	117
ENST00000398285	444	1.707e-05	105	4.242e-05	191
ENST00000398290	450	1.070e-05	68	3.086e-05	172
ENST00000398291	354	8.336e-06	60	2.324e-05	155
ENST00000398292	587	2.788e-05	195	5.700e-05	309
ENST00000398319	2220	8.134e-05	546	1.919e-04	1044
ENST00000398333	394	1.653e-05	108	3.665e-05	223
ENST00000398334	859	1.964e-05	102	5.449e-05	292
ENST00000398339	773	2.398e-05	159	6.075e-05	178
ENST00000398341	533	2.596e-05	160	4.758e-05	254
ENST00000398344	118	7.963e-06	7	1.492e-05	15
ENST00000398356	503	2.167e-05	136	4.700e-05	282
ENST00000398376	489	2.034e-05	117	4.587e-05	69
ENST00000398389	585	2.383e-05	135	5.353e-05	245
ENST00000398392	167	3.944e-06	39	1.300e-05	52
ENST00000398393	610	2.477e-05	144	5.557e-05	256
ENST00000398399	326	1.013e-05	79	2.579e-05	175
ENST00000398411	146	9.154e-06	35	1.751e-05	77
ENST00000398417	552	1.526e-05	105	4.214e-05	104
ENST00000398427	400	1.087e-05	51	3.147e-05	133
ENST00000398437	824	3.625e-05	207	7.514e-05	346
ENST00000398452	255	6.503e-06	44	1.818e-05	91
ENST00000398455	97	2.016e-06	16	6.630e-06	44
ENST00000398458	348	1.153e-05	59	2.937e-05	180
ENST00000398462	133	4.918e-06	26	1.189e-05	86
ENST00000398468	251	1.493e-05	38	2.843e-05	109
ENST00000398470	250	6.092e-06	70	1.751e-05	138
ENST00000398472	146	3.498e-06	30	1.364e-05	102
ENST00000398473	724	1.618e-05	126	5.081e-05	325
ENST00000398477	123	6.826e-06	9	1.482e-05	36
ENST00000398484	504	3.240e-05	217	6.326e-05	341
ENST00000398485	534	3.908e-05	163	7.312e-05	320
ENST00000398486	431	1.553e-05	113	3.539e-05	266
ENST00000398491	321	1.419e-05	59	2.949e-05	37
ENST00000398506	463	1.690e-05	98	4.038e-05	135
ENST00000398510	2897	6.715e-05	499	2.046e-04	1039
ENST00000398516	701	4.449e-05	265	8.453e-05	486
ENST00000398519	427	1.971e-05	140	4.918e-05	125
ENST00000398523	407	1.152e-05	84	3.042e-05	174
ENST00000398530	156	4.316e-06	46	1.034e-05	102
ENST00000398531	202	6.947e-06	68	1.471e-05	150
ENST00000398532	614	2.918e-05	118	5.910e-05	173
ENST00000398534	187	5.367e-06	38	1.293e-05	106
ENST00000398536	165	5.526e-06	37	1.180e-05	122
ENST00000398540	1034	3.241e-05	227	8.132e-05	536
ENST00000398545	514	1.247e-05	106	4.124e-05	297
ENST00000398557	1272	3.429e-05	252	9.677e-05	527
ENST00000398559	1093	2.586e-05	217	7.387e-05	507
ENST00000398564	1369	5.956e-05	491	1.225e-04	1005
ENST00000398571	3546	8.475e-05	798	2.465e-04	1473
ENST00000398575	154	7.722e-06	47	1.659e-05	96
ENST00000398576	627	1.708e-05	113	4.371e-05	241
ENST00000398585	529	2.542e-05	140	4.873e-05	295
ENST00000398587	935	4.465e-05	252	9.033e-05	498
ENST00000398590	945	3.796e-05	230	8.322e-05	556
ENST00000398594	929	4.544e-05	227	9.256e-05	512
ENST00000398600	662	2.400e-05	159	5.504e-05	366
ENST00000398604	932	4.687e-05	259	9.102e-05	588
ENST00000398606	210	9.252e-06	48	1.914e-05	123
ENST00000398610	936	4.657e-05	254	8.981e-05	486
ENST00000398612	504	1.155e-05	121	3.434e-05	384
ENST00000398631	941	5.756e-05	275	1.005e-04	613
