uniprot_id	struct_id	struct_source
Q96CP2	AF-Q96CP2-F1-model_v1	AF2
Q96CP7	AF-Q96CP7-F1-model_v1	AF2
Q96CQ1	AF-Q96CQ1-F1-model_v1	AF2
Q96CS2	AF-Q96CS2-F1-model_v1	AF2
Q96CS3	AF-Q96CS3-F1-model_v1	AF2
Q96CT2	AF-Q96CT2-F1-model_v1	AF2
Q96CV9	AF-Q96CV9-F1-model_v1	AF2
Q96CW6	AF-Q96CW6-F1-model_v1	AF2
Q96D05	AF-Q96D05-F1-model_v1	AF2
Q96D09	AF-Q96D09-F1-model_v1	AF2
Q96D15	AF-Q96D15-F1-model_v1	AF2
Q96D42	AF-Q96D42-F1-model_v1	AF2
Q96D70	AF-Q96D70-F1-model_v1	AF2
Q96D71	AF-Q96D71-F1-model_v1	AF2
Q96D98	AF-Q96D98-F1-model_v1	AF2
Q96DB2	AF-Q96DB2-F1-model_v1	AF2
Q96DB9	AF-Q96DB9-F1-model_v1	AF2
Q96DC7	AF-Q96DC7-F1-model_v1	AF2
Q96DD7	AF-Q96DD7-F1-model_v1	AF2
Q96DF8	AF-Q96DF8-F1-model_v1	AF2
Q96DG6	AF-Q96DG6-F1-model_v1	AF2
Q96DL1	AF-Q96DL1-F1-model_v1	AF2
Q96DM3	AF-Q96DM3-F1-model_v1	AF2
Q96DN2	AF-Q96DN2-F1-model_v1	AF2
Q96DN5	AF-Q96DN5-F1-model_v1	AF2
Q96DR8	AF-Q96DR8-F1-model_v1	AF2
Q96DS6	AF-Q96DS6-F1-model_v1	AF2
Q96DX7	AF-Q96DX7-F1-model_v1	AF2
Q96DX8	AF-Q96DX8-F1-model_v1	AF2
Q96DY2	AF-Q96DY2-F1-model_v1	AF2
Q96DY7	AF-Q96DY7-F1-model_v1	AF2
Q96DZ1	AF-Q96DZ1-F1-model_v1	AF2
Q96DZ5	AF-Q96DZ5-F1-model_v1	AF2
Q96DZ7	AF-Q96DZ7-F1-model_v1	AF2
Q96DZ9	AF-Q96DZ9-F1-model_v1	AF2
Q96E09	AF-Q96E09-F1-model_v1	AF2
Q96E16	AF-Q96E16-F1-model_v1	AF2
Q96E35	AF-Q96E35-F1-model_v1	AF2
Q96E39	AF-Q96E39-F1-model_v1	AF2
Q96E40	AF-Q96E40-F1-model_v1	AF2
Q96E52	AF-Q96E52-F1-model_v1	AF2
Q96EA4	AF-Q96EA4-F1-model_v1	AF2
Q96EC8	AF-Q96EC8-F1-model_v1	AF2
Q96ED9	AF-Q96ED9-F1-model_v1	AF2
Q96EE3	AF-Q96EE3-F1-model_v1	AF2
Q96EE4	AF-Q96EE4-F1-model_v1	AF2
Q96EF9	AF-Q96EF9-F1-model_v1	AF2
Q96EI5	AF-Q96EI5-F1-model_v1	AF2
Q96EK2	AF-Q96EK2-F1-model_v1	AF2
Q96EK4	AF-Q96EK4-F1-model_v1	AF2
Q96EK7	AF-Q96EK7-F1-model_v1	AF2
Q96EK9	AF-Q96EK9-F1-model_v1	AF2
Q96EN8	AF-Q96EN8-F1-model_v1	AF2
Q96EN9	AF-Q96EN9-F1-model_v1	AF2
Q96EP9	AF-Q96EP9-F1-model_v1	AF2
Q96EQ0	AF-Q96EQ0-F1-model_v1	AF2
Q96ER3	AF-Q96ER3-F1-model_v1	AF2
Q96ER9	AF-Q96ER9-F1-model_v1	AF2
Q96ES6	AF-Q96ES6-F1-model_v1	AF2
Q96ET8	AF-Q96ET8-F1-model_v1	AF2
Q96EU6	AF-Q96EU6-F1-model_v1	AF2
Q96EV8	AF-Q96EV8-F1-model_v1	AF2
Q96EX2	AF-Q96EX2-F1-model_v1	AF2
Q96EZ8	AF-Q96EZ8-F1-model_v1	AF2
Q96F05	AF-Q96F05-F1-model_v1	AF2
Q96F24	AF-Q96F24-F1-model_v1	AF2
Q96F25	AF-Q96F25-F1-model_v1	AF2
Q96F46	AF-Q96F46-F1-model_v1	AF2
Q96F63	AF-Q96F63-F1-model_v1	AF2
Q96F83	AF-Q96F83-F1-model_v1	AF2
Q96F85	AF-Q96F85-F1-model_v1	AF2
Q96FA7	AF-Q96FA7-F1-model_v1	AF2
Q96FB5	AF-Q96FB5-F1-model_v1	AF2
Q96FC7	AF-Q96FC7-F1-model_v1	AF2
Q96FE7	AF-Q96FE7-F1-model_v1	AF2
Q96FF9	AF-Q96FF9-F1-model_v1	AF2
Q96FG2	AF-Q96FG2-F1-model_v1	AF2
Q96FH0	AF-Q96FH0-F1-model_v1	AF2
Q96FK6	AF-Q96FK6-F1-model_v1	AF2
Q96FM1	AF-Q96FM1-F1-model_v1	AF2
Q96FS4	AF-Q96FS4-F1-model_v1	AF2
Q96FT9	AF-Q96FT9-F1-model_v1	AF2
Q96FV2	AF-Q96FV2-F1-model_v1	AF2
Q96FX8	AF-Q96FX8-F1-model_v1	AF2
Q96FZ5	AF-Q96FZ5-F1-model_v1	AF2
Q96G03	AF-Q96G03-F1-model_v1	AF2
Q96G04	AF-Q96G04-F1-model_v1	AF2
Q96G23	AF-Q96G23-F1-model_v1	AF2
Q96G27	AF-Q96G27-F1-model_v1	AF2
Q96G30	AF-Q96G30-F1-model_v1	AF2
Q96G74	AF-Q96G74-F1-model_v1	AF2
Q96G75	AF-Q96G75-F1-model_v1	AF2
Q96GC9	AF-Q96GC9-F1-model_v1	AF2
Q96GE4	AF-Q96GE4-F1-model_v1	AF2
Q96GF1	AF-Q96GF1-F1-model_v1	AF2
Q96GI7	AF-Q96GI7-F1-model_v1	AF2
Q96GL9	AF-Q96GL9-F1-model_v1	AF2
Q96GM1	AF-Q96GM1-F1-model_v1	AF2
Q96GN5	AF-Q96GN5-F1-model_v1	AF2
Q96GQ5	AF-Q96GQ5-F1-model_v1	AF2
Q96GR2	AF-Q96GR2-F1-model_v1	AF2
Q96GR4	AF-Q96GR4-F1-model_v1	AF2
Q96GS4	AF-Q96GS4-F1-model_v1	AF2
Q96GU1	AF-Q96GU1-F1-model_v1	AF2
Q96GV9	AF-Q96GV9-F1-model_v1	AF2
Q96GW7	AF-Q96GW7-F1-model_v1	AF2
Q96GX1	AF-Q96GX1-F1-model_v1	AF2
Q96GX2	AF-Q96GX2-F1-model_v1	AF2
Q96GX5	AF-Q96GX5-F1-model_v1	AF2
Q96GX8	AF-Q96GX8-F1-model_v1	AF2
Q96GY0	AF-Q96GY0-F1-model_v1	AF2
Q96GY3	AF-Q96GY3-F1-model_v1	AF2
Q96GZ6	AF-Q96GZ6-F1-model_v1	AF2
Q96H12	AF-Q96H12-F1-model_v1	AF2
Q96H15	AF-Q96H15-F1-model_v1	AF2
Q96H72	AF-Q96H72-F1-model_v1	AF2
Q96H78	AF-Q96H78-F1-model_v1	AF2
Q96HA4	AF-Q96HA4-F1-model_v1	AF2
Q96HA7	AF-Q96HA7-F1-model_v1	AF2
Q96HA9	AF-Q96HA9-F1-model_v1	AF2
Q96HB5	AF-Q96HB5-F1-model_v1	AF2
Q96HC4	AF-Q96HC4-F1-model_v1	AF2
Q96HE8	AF-Q96HE8-F1-model_v1	AF2
Q96HE9	AF-Q96HE9-F1-model_v1	AF2
Q96HG1	AF-Q96HG1-F1-model_v1	AF2
Q96HH4	AF-Q96HH4-F1-model_v1	AF2
Q96HH6	AF-Q96HH6-F1-model_v1	AF2
Q96HH9	AF-Q96HH9-F1-model_v1	AF2
Q96HI0	AF-Q96HI0-F1-model_v1	AF2
Q96HJ3	AF-Q96HJ3-F1-model_v1	AF2
Q96HJ5	AF-Q96HJ5-F1-model_v1	AF2
Q96HJ9	AF-Q96HJ9-F1-model_v1	AF2
Q96HL8	AF-Q96HL8-F1-model_v1	AF2
Q96HM7	AF-Q96HM7-F1-model_v1	AF2
Q96HP0	AF-Q96HP0-F1-model_v1	AF2
Q96HP4	AF-Q96HP4-F1-model_v1	AF2
Q96HP8	AF-Q96HP8-F1-model_v1	AF2
Q96HR8	AF-Q96HR8-F1-model_v1	AF2
Q96HR9	AF-Q96HR9-F1-model_v1	AF2
Q96HT8	AF-Q96HT8-F1-model_v1	AF2
Q96HV5	AF-Q96HV5-F1-model_v1	AF2
Q96HY6	AF-Q96HY6-F1-model_v1	AF2
Q96HZ4	AF-Q96HZ4-F1-model_v1	AF2
Q96I13	AF-Q96I13-F1-model_v1	AF2
Q96I24	AF-Q96I24-F1-model_v1	AF2
Q96I25	AF-Q96I25-F1-model_v1	AF2
Q96I76	AF-Q96I76-F1-model_v1	AF2
Q96I82	AF-Q96I82-F1-model_v1	AF2
Q96IC2	AF-Q96IC2-F1-model_v1	AF2
Q96ID5	AF-Q96ID5-F1-model_v1	AF2
Q96IF1	AF-Q96IF1-F1-model_v1	AF2
Q96IK0	AF-Q96IK0-F1-model_v1	AF2
Q96IK1	AF-Q96IK1-F1-model_v1	AF2
Q96IK5	AF-Q96IK5-F1-model_v1	AF2
Q96IR2	AF-Q96IR2-F1-model_v1	AF2
Q96IT1	AF-Q96IT1-F1-model_v1	AF2
Q96IU2	AF-Q96IU2-F1-model_v1	AF2
Q96IV6	AF-Q96IV6-F1-model_v1	AF2
Q96IZ0	AF-Q96IZ0-F1-model_v1	AF2
Q96IZ2	AF-Q96IZ2-F1-model_v1	AF2
Q96IZ5	AF-Q96IZ5-F1-model_v1	AF2
Q96IZ6	AF-Q96IZ6-F1-model_v1	AF2
Q96IZ7	AF-Q96IZ7-F1-model_v1	AF2
Q96J42	AF-Q96J42-F1-model_v1	AF2
Q96J84	AF-Q96J84-F1-model_v1	AF2
Q96J86	AF-Q96J86-F1-model_v1	AF2
Q96J88	AF-Q96J88-F1-model_v1	AF2
Q96J92	AF-Q96J92-F1-model_v1	AF2
Q96JA4	AF-Q96JA4-F1-model_v1	AF2
Q96JB2	AF-Q96JB2-F1-model_v1	AF2
Q96JB3	AF-Q96JB3-F1-model_v1	AF2
Q96JB5	AF-Q96JB5-F1-model_v1	AF2
Q96JC1	AF-Q96JC1-F1-model_v1	AF2
Q96JE7	AF-Q96JE7-F1-model_v1	AF2
Q96JG6	AF-Q96JG6-F1-model_v1	AF2
Q96JH7	AF-Q96JH7-F1-model_v1	AF2
Q96JH8	AF-Q96JH8-F1-model_v1	AF2
Q96JI7	AF-Q96JI7-F1-model_v1	AF2
Q96JJ7	AF-Q96JJ7-F1-model_v1	AF2
Q96JK2	AF-Q96JK2-F1-model_v1	AF2
Q96JM2	AF-Q96JM2-F1-model_v1	AF2
Q96JM4	AF-Q96JM4-F1-model_v1	AF2
Q96JN2	AF-Q96JN2-F1-model_v1	AF2
Q96JP5	AF-Q96JP5-F1-model_v1	AF2
Q96JQ0	AF-Q96JQ0-F1-model_v1	AF2
Q96JS3	AF-Q96JS3-F1-model_v1	AF2
Q96JT2	AF-Q96JT2-F1-model_v1	AF2
Q96JW4	AF-Q96JW4-F1-model_v1	AF2
Q96JY0	AF-Q96JY0-F1-model_v1	AF2
Q96JY6	AF-Q96JY6-F1-model_v1	AF2
Q96K12	AF-Q96K12-F1-model_v1	AF2
Q96K19	AF-Q96K19-F1-model_v1	AF2
Q96K21	AF-Q96K21-F1-model_v1	AF2
Q96K30	AF-Q96K30-F1-model_v1	AF2
Q96K31	AF-Q96K31-F1-model_v1	AF2
Q96K37	AF-Q96K37-F1-model_v1	AF2
Q96K49	AF-Q96K49-F1-model_v1	AF2
Q96K62	AF-Q96K62-F1-model_v1	AF2
Q96K78	AF-Q96K78-F1-model_v1	AF2
Q96K80	AF-Q96K80-F1-model_v1	AF2
Q96K83	AF-Q96K83-F1-model_v1	AF2
Q96KA5	AF-Q96KA5-F1-model_v1	AF2
Q96KC8	AF-Q96KC8-F1-model_v1	AF2
Q96KD3	AF-Q96KD3-F1-model_v1	AF2
Q96KE9	AF-Q96KE9-F1-model_v1	AF2
Q96KF2	AF-Q96KF2-F1-model_v1	AF2
Q96KF7	AF-Q96KF7-F1-model_v1	AF2
Q96KG7	AF-Q96KG7-F1-model_v1	AF2
Q96KG9	AF-Q96KG9-F1-model_v1	AF2
Q96KJ4	AF-Q96KJ4-F1-model_v1	AF2
Q96KK4	AF-Q96KK4-F1-model_v1	AF2
Q96KM6	AF-Q96KM6-F1-model_v1	AF2
Q96KN1	AF-Q96KN1-F1-model_v1	AF2
Q96KN3	AF-Q96KN3-F1-model_v1	AF2
Q96KN7	AF-Q96KN7-F1-model_v1	AF2
Q96KP1	AF-Q96KP1-F1-model_v1	AF2
Q96KQ4	AF-Q96KQ4-F1-model_v1	AF2
Q96KQ7	AF-Q96KQ7-F1-model_v1	AF2
Q96KR1	AF-Q96KR1-F1-model_v1	AF2
Q96KR4	AF-Q96KR4-F1-model_v1	AF2
Q96KR6	AF-Q96KR6-F1-model_v1	AF2
Q96KR7	AF-Q96KR7-F1-model_v1	AF2
Q96KS9	AF-Q96KS9-F1-model_v1	AF2
Q96KT7	AF-Q96KT7-F1-model_v1	AF2
Q96KV7	AF-Q96KV7-F1-model_v1	AF2
Q96KW9	AF-Q96KW9-F1-model_v1	AF2
Q96KX1	AF-Q96KX1-F1-model_v1	AF2
Q96L03	AF-Q96L03-F1-model_v1	AF2
Q96L08	AF-Q96L08-F1-model_v1	AF2
Q96L50	AF-Q96L50-F1-model_v1	AF2
Q96L58	AF-Q96L58-F1-model_v1	AF2
Q96L93	AF-Q96L93-F1-model_v1	AF2
Q96LA5	AF-Q96LA5-F1-model_v1	AF2
Q96LA6	AF-Q96LA6-F1-model_v1	AF2
Q96LA9	AF-Q96LA9-F1-model_v1	AF2
Q96LB0	AF-Q96LB0-F1-model_v1	AF2
Q96LB1	AF-Q96LB1-F1-model_v1	AF2
Q96LB2	AF-Q96LB2-F1-model_v1	AF2
Q96LC9	AF-Q96LC9-F1-model_v1	AF2
Q96LD4	AF-Q96LD4-F1-model_v1	AF2
Q96LI9	AF-Q96LI9-F1-model_v1	AF2
Q96LJ8	AF-Q96LJ8-F1-model_v1	AF2
Q96LK8	AF-Q96LK8-F1-model_v1	AF2
Q96LL4	AF-Q96LL4-F1-model_v1	AF2
Q96LM5	AF-Q96LM5-F1-model_v1	AF2
Q96LM6	AF-Q96LM6-F1-model_v1	AF2
Q96LM9	AF-Q96LM9-F1-model_v1	AF2
Q96LP2	AF-Q96LP2-F1-model_v1	AF2
Q96LQ0	AF-Q96LQ0-F1-model_v1	AF2
Q96LR2	AF-Q96LR2-F1-model_v1	AF2
Q96LR4	AF-Q96LR4-F1-model_v1	AF2
Q96LR7	AF-Q96LR7-F1-model_v1	AF2
Q96LR9	AF-Q96LR9-F1-model_v1	AF2
Q96LT6	AF-Q96LT6-F1-model_v1	AF2
Q96LT9	AF-Q96LT9-F1-model_v1	AF2
Q96LU7	AF-Q96LU7-F1-model_v1	AF2
Q96LX7	AF-Q96LX7-F1-model_v1	AF2
Q96LY2	AF-Q96LY2-F1-model_v1	AF2
Q96M11	AF-Q96M11-F1-model_v1	AF2
Q96M20	AF-Q96M20-F1-model_v1	AF2
Q96M27	AF-Q96M27-F1-model_v1	AF2
Q96M29	AF-Q96M29-F1-model_v1	AF2
Q96M32	AF-Q96M32-F1-model_v1	AF2
Q96M53	AF-Q96M53-F1-model_v1	AF2
Q96M60	AF-Q96M60-F1-model_v1	AF2
Q96M63	AF-Q96M63-F1-model_v1	AF2
Q96M69	AF-Q96M69-F1-model_v1	AF2
Q96M89	AF-Q96M89-F1-model_v1	AF2
Q96M91	AF-Q96M91-F1-model_v1	AF2
Q96M95	AF-Q96M95-F1-model_v1	AF2
Q96MA1	AF-Q96MA1-F1-model_v1	AF2
Q96MB7	AF-Q96MB7-F1-model_v1	AF2
Q96MC2	AF-Q96MC2-F1-model_v1	AF2
Q96MC4	AF-Q96MC4-F1-model_v1	AF2
Q96MC6	AF-Q96MC6-F1-model_v1	AF2
Q96MD7	AF-Q96MD7-F1-model_v1	AF2
Q96ME7	AF-Q96ME7-F1-model_v1	AF2
Q96MF2	AF-Q96MF2-F1-model_v1	AF2
Q96MF7	AF-Q96MF7-F1-model_v1	AF2
Q96MG2	AF-Q96MG2-F1-model_v1	AF2
Q96MH6	AF-Q96MH6-F1-model_v1	AF2
Q96MH7	AF-Q96MH7-F1-model_v1	AF2
Q96MI9	AF-Q96MI9-F1-model_v1	AF2
Q96MK2	AF-Q96MK2-F1-model_v1	AF2
Q96MM6	AF-Q96MM6-F1-model_v1	AF2
Q96MP5	AF-Q96MP5-F1-model_v1	AF2
Q96MR6	AF-Q96MR6-F1-model_v1	AF2
Q96MS3	AF-Q96MS3-F1-model_v1	AF2
Q96MT1	AF-Q96MT1-F1-model_v1	AF2
Q96MT3	AF-Q96MT3-F1-model_v1	AF2
Q96MT7	AF-Q96MT7-F1-model_v1	AF2
Q96MU7	AF-Q96MU7-F1-model_v1	AF2
Q96MV1	AF-Q96MV1-F1-model_v1	AF2
Q96MW1	AF-Q96MW1-F1-model_v1	AF2
Q96MW7	AF-Q96MW7-F1-model_v1	AF2
Q96MX0	AF-Q96MX0-F1-model_v1	AF2
Q96MY1	AF-Q96MY1-F1-model_v1	AF2
Q96MY7	AF-Q96MY7-F1-model_v1	AF2
Q96N03	AF-Q96N03-F1-model_v1	AF2
Q96N06	AF-Q96N06-F1-model_v1	AF2
Q96N11	AF-Q96N11-F1-model_v1	AF2
Q96N16	AF-Q96N16-F1-model_v1	AF2
Q96N19	AF-Q96N19-F1-model_v1	AF2
Q96N21	AF-Q96N21-F1-model_v1	AF2
Q96N23	AF-Q96N23-F1-model_v1	AF2
Q96N46	AF-Q96N46-F1-model_v1	AF2
Q96N64	AF-Q96N64-F1-model_v1	AF2
Q96N66	AF-Q96N66-F1-model_v1	AF2
Q96N95	AF-Q96N95-F1-model_v1	AF2
Q96NA2	AF-Q96NA2-F1-model_v1	AF2
Q96NA8	AF-Q96NA8-F1-model_v1	AF2
Q96NB1	AF-Q96NB1-F1-model_v1	AF2
Q96NB2	AF-Q96NB2-F1-model_v1	AF2
Q96NB3	AF-Q96NB3-F1-model_v1	AF2
Q96NC0	AF-Q96NC0-F1-model_v1	AF2
Q96ND0	AF-Q96ND0-F1-model_v1	AF2
Q96NE9	AF-Q96NE9-F1-model_v1	AF2
Q96NH3	AF-Q96NH3-F1-model_v1	AF2
Q96NK8	AF-Q96NK8-F1-model_v1	AF2
Q96NL1	AF-Q96NL1-F1-model_v1	AF2
Q96NL6	AF-Q96NL6-F1-model_v1	AF2
Q96NL8	AF-Q96NL8-F1-model_v1	AF2
Q96NM4	AF-Q96NM4-F1-model_v1	AF2
Q96NR3	AF-Q96NR3-F1-model_v1	AF2
Q96NS1	AF-Q96NS1-F1-model_v1	AF2
Q96NT0	AF-Q96NT0-F1-model_v1	AF2
Q96NT3	AF-Q96NT3-F1-model_v1	AF2
Q96NX9	AF-Q96NX9-F1-model_v1	AF2
Q96NZ1	AF-Q96NZ1-F1-model_v1	AF2
Q96NZ8	AF-Q96NZ8-F1-model_v1	AF2
Q96NZ9	AF-Q96NZ9-F1-model_v1	AF2
Q96P26	AF-Q96P26-F1-model_v1	AF2
Q96P31	AF-Q96P31-F1-model_v1	AF2
Q96P44	AF-Q96P44-F1-model_v1	AF2
Q96P48	AF-Q96P48-F1-model_v1	AF2
Q96P53	AF-Q96P53-F1-model_v1	AF2
Q96P56	AF-Q96P56-F1-model_v1	AF2
Q96P64	AF-Q96P64-F1-model_v1	AF2
Q96P67	AF-Q96P67-F1-model_v1	AF2
Q96P69	AF-Q96P69-F1-model_v1	AF2
Q96P71	AF-Q96P71-F1-model_v1	AF2
Q96PB1	AF-Q96PB1-F1-model_v1	AF2
Q96PC2	AF-Q96PC2-F1-model_v1	AF2
Q96PD6	AF-Q96PD6-F1-model_v1	AF2
Q96PD7	AF-Q96PD7-F1-model_v1	AF2
Q96PE1	AF-Q96PE1-F1-model_v1	AF2
Q96PE2	AF-Q96PE2-F1-model_v1	AF2
Q96PE3	AF-Q96PE3-F1-model_v1	AF2
Q96PE5	AF-Q96PE5-F1-model_v1	AF2
Q96PG2	AF-Q96PG2-F1-model_v1	AF2
Q96PG8	AF-Q96PG8-F1-model_v1	AF2
Q96PH6	AF-Q96PH6-F1-model_v1	AF2
Q96PI1	AF-Q96PI1-F1-model_v1	AF2
Q96PJ5	AF-Q96PJ5-F1-model_v1	AF2
Q96PL1	AF-Q96PL1-F1-model_v1	AF2
Q96PL2	AF-Q96PL2-F1-model_v1	AF2
Q96PM9	AF-Q96PM9-F1-model_v1	AF2
Q96PN6	AF-Q96PN6-F1-model_v1	AF2
Q96PP4	AF-Q96PP4-F1-model_v1	AF2
Q96PQ1	AF-Q96PQ1-F1-model_v1	AF2
Q96PS1	AF-Q96PS1-F1-model_v1	AF2
Q96PU9	AF-Q96PU9-F1-model_v1	AF2
Q96PV4	AF-Q96PV4-F1-model_v1	AF2
Q96PV6	AF-Q96PV6-F1-model_v1	AF2
Q96PX1	AF-Q96PX1-F1-model_v1	AF2
Q96PX6	AF-Q96PX6-F1-model_v1	AF2
Q96PX9	AF-Q96PX9-F1-model_v1	AF2
Q96PY6	AF-Q96PY6-F1-model_v1	AF2
Q96Q05	AF-Q96Q05-F1-model_v1	AF2
Q96Q07	AF-Q96Q07-F1-model_v1	AF2
Q96Q35	AF-Q96Q35-F1-model_v1	AF2
Q96Q45	AF-Q96Q45-F1-model_v1	AF2
Q96Q89	AF-Q96Q89-F1-model_v1	AF2
Q96QA6	AF-Q96QA6-F1-model_v1	AF2
Q96QB1	AF-Q96QB1-F1-model_v1	AF2
Q96QC0	AF-Q96QC0-F1-model_v1	AF2
Q96QD5	AF-Q96QD5-F1-model_v1	AF2
Q96QD8	AF-Q96QD8-F1-model_v1	AF2
Q96QD9	AF-Q96QD9-F1-model_v1	AF2
Q96QE4	AF-Q96QE4-F1-model_v1	AF2
Q96QF7	AF-Q96QF7-F1-model_v1	AF2
Q96QH2	AF-Q96QH2-F1-model_v1	AF2
Q96QK8	AF-Q96QK8-F1-model_v1	AF2
Q96QR1	AF-Q96QR1-F1-model_v1	AF2
Q96QS1	AF-Q96QS1-F1-model_v1	AF2
Q96QS3	AF-Q96QS3-F1-model_v1	AF2
Q96QT6	AF-Q96QT6-F1-model_v1	AF2
Q96QU1	AF-Q96QU1-F1-model_v1	AF2
Q96QU4	AF-Q96QU4-F1-model_v1	AF2
Q96QU8	AF-Q96QU8-F1-model_v1	AF2
Q96R06	AF-Q96R06-F1-model_v1	AF2
Q96R08	AF-Q96R08-F1-model_v1	AF2
Q96R09	AF-Q96R09-F1-model_v1	AF2
Q96R28	AF-Q96R28-F1-model_v1	AF2
Q96R45	AF-Q96R45-F1-model_v1	AF2
Q96R47	AF-Q96R47-F1-model_v1	AF2
Q96R48	AF-Q96R48-F1-model_v1	AF2
Q96R54	AF-Q96R54-F1-model_v1	AF2
Q96R67	AF-Q96R67-F1-model_v1	AF2
Q96RA2	AF-Q96RA2-F1-model_v1	AF2
Q96RB7	AF-Q96RB7-F1-model_v1	AF2
Q96RC9	AF-Q96RC9-F1-model_v1	AF2
Q96RD0	AF-Q96RD0-F1-model_v1	AF2
Q96RD1	AF-Q96RD1-F1-model_v1	AF2
Q96RD2	AF-Q96RD2-F1-model_v1	AF2
Q96RD3	AF-Q96RD3-F1-model_v1	AF2
Q96RD9	AF-Q96RD9-F1-model_v1	AF2
Q96RE7	AF-Q96RE7-F1-model_v1	AF2
Q96RG2	AF-Q96RG2-F1-model_v1	AF2
Q96RJ3	AF-Q96RJ3-F1-model_v1	AF2
Q96RK1	AF-Q96RK1-F1-model_v1	AF2
Q96RL1	AF-Q96RL1-F1-model_v1	AF2
Q96RL7	AF-Q96RL7-F1-model_v1	AF2
Q96RM1	AF-Q96RM1-F1-model_v1	AF2
Q96RN5	AF-Q96RN5-F1-model_v1	AF2
Q96RP7	AF-Q96RP7-F1-model_v1	AF2
Q96RR1	AF-Q96RR1-F1-model_v1	AF2
Q96RS0	AF-Q96RS0-F1-model_v1	AF2
Q96RS6	AF-Q96RS6-F1-model_v1	AF2
Q96RT1	AF-Q96RT1-F1-model_v1	AF2
Q96RT6	AF-Q96RT6-F1-model_v1	AF2
Q96RT7	AF-Q96RT7-F1-model_v1	AF2
Q96RV3	AF-Q96RV3-F1-model_v1	AF2
Q96RY7	AF-Q96RY7-F1-model_v1	AF2
Q96S06	AF-Q96S06-F1-model_v1	AF2
Q96S15	AF-Q96S15-F1-model_v1	AF2
Q96S19	AF-Q96S19-F1-model_v1	AF2
Q96S37	AF-Q96S37-F1-model_v1	AF2
Q96S38	AF-Q96S38-F1-model_v1	AF2
Q96S42	AF-Q96S42-F1-model_v1	AF2
Q96S52	AF-Q96S52-F1-model_v1	AF2
Q96S65	AF-Q96S65-F1-model_v1	AF2
Q96S86	AF-Q96S86-F1-model_v1	AF2
Q96S90	AF-Q96S90-F1-model_v1	AF2
Q96S95	AF-Q96S95-F1-model_v1	AF2
Q96S97	AF-Q96S97-F1-model_v1	AF2
Q96S99	AF-Q96S99-F1-model_v1	AF2
Q96SB8	AF-Q96SB8-F1-model_v1	AF2
Q96SC8	AF-Q96SC8-F1-model_v1	AF2
Q96SE0	AF-Q96SE0-F1-model_v1	AF2
Q96SF2	AF-Q96SF2-F1-model_v1	AF2
Q96SF7	AF-Q96SF7-F1-model_v1	AF2
Q96SK2	AF-Q96SK2-F1-model_v1	AF2
Q96SL1	AF-Q96SL1-F1-model_v1	AF2
Q96SL8	AF-Q96SL8-F1-model_v1	AF2
Q96SN8	AF-Q96SN8-F1-model_v1	AF2
Q96SQ7	AF-Q96SQ7-F1-model_v1	AF2
Q96ST2	AF-Q96ST2-F1-model_v1	AF2
Q96ST3	AF-Q96ST3-F1-model_v1	AF2
Q96ST8	AF-Q96ST8-F1-model_v1	AF2
Q96T17	AF-Q96T17-F1-model_v1	AF2
Q96T21	AF-Q96T21-F1-model_v1	AF2
Q96T51	AF-Q96T51-F1-model_v1	AF2
Q96T53	AF-Q96T53-F1-model_v1	AF2
Q96T59	AF-Q96T59-F1-model_v1	AF2
Q96T68	AF-Q96T68-F1-model_v1	AF2
Q96T91	AF-Q96T91-F1-model_v1	AF2
Q96T92	AF-Q96T92-F1-model_v1	AF2
Q99075	AF-Q99075-F1-model_v1	AF2
Q99217	AF-Q99217-F1-model_v1	AF2
Q99218	AF-Q99218-F1-model_v1	AF2
Q99426	AF-Q99426-F1-model_v1	AF2
Q99435	AF-Q99435-F1-model_v1	AF2
Q99442	AF-Q99442-F1-model_v1	AF2
Q99445	AF-Q99445-F1-model_v1	AF2
Q99453	AF-Q99453-F1-model_v1	AF2
Q99466	AF-Q99466-F1-model_v1	AF2
Q99469	AF-Q99469-F1-model_v1	AF2
Q99496	AF-Q99496-F1-model_v1	AF2
Q99543	AF-Q99543-F1-model_v1	AF2
Q99549	AF-Q99549-F1-model_v1	AF2
Q99550	AF-Q99550-F1-model_v1	AF2
Q99567	AF-Q99567-F1-model_v1	AF2
Q99583	AF-Q99583-F1-model_v1	AF2
Q99612	AF-Q99612-F1-model_v1	AF2
Q99614	AF-Q99614-F1-model_v1	AF2
Q99618	AF-Q99618-F1-model_v1	AF2
Q99622	AF-Q99622-F1-model_v1	AF2
Q99623	AF-Q99623-F1-model_v1	AF2
Q99626	AF-Q99626-F1-model_v1	AF2
Q99666	AF-Q99666-F1-model_v1	AF2
Q99674	AF-Q99674-F1-model_v1	AF2
Q99675	AF-Q99675-F1-model_v1	AF2
Q99680	AF-Q99680-F1-model_v1	AF2
Q99683	AF-Q99683-F1-model_v1	AF2
Q99687	AF-Q99687-F1-model_v1	AF2
Q99689	AF-Q99689-F1-model_v1	AF2
Q99697	AF-Q99697-F1-model_v1	AF2
Q99704	AF-Q99704-F1-model_v1	AF2
Q99708	AF-Q99708-F1-model_v1	AF2
Q99715	AF-Q99715-F1-model_v1	AF2
Q99732	AF-Q99732-F1-model_v1	AF2
Q99741	AF-Q99741-F1-model_v1	AF2
