ENST00000330271 Q5JWF8
ENST00000378142 Q9UPC5
ENST00000356554 O60476
ENST00000368614 Q9C0I9
ENST00000355556 P46098
ENST00000377834 Q9Y543
ENST00000375344 Q5SR56
ENST00000407439 P49959
ENST00000368947 O76027
ENST00000379290 Q6ZVT0
ENST00000396923 Q6PFW1
ENST00000409885 A1L162
ENST00000361738 Q8N5J2
ENST00000375281 Q6BEB4
ENST00000377325 P49910
ENST00000400454 O60469
ENST00000336294 Q9GZU3
ENST00000389017 Q96GS4
ENST00000369779 O15374
ENST00000405615 Q8N3J6
ENST00000368521 Q9BWL3
ENST00000404774 Q8IY49
ENST00000382021 Q5F1R6
ENST00000338682 A5PLL1
ENST00000356713 Q9NRU3
ENST00000374839 Q9NQZ6
ENST00000368913 Q9H3T2
ENST00000374287 Q5VXU9
ENST00000358912 Q96FA3
ENST00000380211 Q9H343
ENST00000338957 Q5HYM0
ENST00000374030 Q6UWJ8
ENST00000380224 Q9Y5P0
ENST00000345043 Q8NGF0
ENST00000374024 P46089
ENST00000339336 Q6UX39
ENST00000399107 O15318
ENST00000379965 Q8IYM9
ENST00000360587 Q6P050
ENST00000380324 Q9Y6I4
ENST00000371633 Q6JVE5
ENST00000374617 O15213
ENST00000356613 Q7LC44
ENST00000354386 Q9BVV6
ENST00000380097 Q9C030
ENST00000341458 Q9HBY8
ENST00000369075 Q9Y6Y8
ENST00000412036 Q9P0U4
ENST00000347108 Q86YF9
ENST00000356577 P18583
ENST00000414144 P98182
ENST00000360647 Q9UQR1
ENST00000340171 Q6P1S2
ENST00000392066 O95573
ENST00000408973 Q6ZST4
ENST00000377782 Q93038
ENST00000358864 Q8TDI7
ENST00000396005 Q1EHB4
ENST00000368186 Q96P31
ENST00000369244 Q9UKA2
ENST00000353796 Q9NYW8
ENST00000372555 P02585
ENST00000341959 Q9NQN1
ENST00000374811 Q9Y4W2
ENST00000380219 Q9H340
ENST00000341319 Q8WZ60
ENST00000358752 P22083
ENST00000380184 Q8IYU4
ENST00000382483 Q8IWN7
ENST00000359774 Q8N9V3
ENST00000382405 Q5RIA9
ENST00000368905 Q9BWG6
ENST00000395699 Q96QR8
ENST00000420175 Q8WXI3
ENST00000374345 Q96LM9
ENST00000354449 O95352
ENST00000400105 Q8NA19
ENST00000392349 Q9P0S3
ENST00000378119 Q9GZU0
ENST00000344415 Q8TC17
ENST00000374279 Q16739
ENST00000398250 Q5VZY2
ENST00000344420 Q8N357
ENST00000355097 Q9Y5L3
ENST00000368594 Q14642
ENST00000389677 Q5TGI0
ENST00000350221 Q8NA03
ENST00000368592 Q9C056
ENST00000380492 Q8NHP6
ENST00000347644 O43868
ENST00000360945 Q6UXN7
ENST00000379198 Q96L58
ENST00000351817 Q9H2Z4
ENST00000406902 Q6IC98
ENST00000359863 Q9Y4A5
ENST00000379287 Q9NXC2
ENST00000379800 Q8N752
ENST00000375472 Q96L08
ENST00000336338 Q6Q759
ENST00000397195 P43034
ENST00000375371 Q8TE23
ENST00000396560 Q5U623
ENST00000349139 Q9UNX4
ENST00000376371 Q5VSY0
ENST00000395905 Q9BYS8
ENST00000406230 P32927
ENST00000409687 Q86UD0
ENST00000360839 Q8IWZ3
ENST00000381554 O95825
ENST00000379079 P19544
ENST00000412232 Q96PE1
ENST00000359322 Q9NP98
ENST00000374148 Q5T292
ENST00000371142 Q9HD45
ENST00000411850 O60784
ENST00000360947 Q9P2Y4
ENST00000409875 Q9UBK7
ENST00000376772 O60927
ENST00000359326 Q9NSG2
ENST00000361837 Q7L2K0
ENST00000394857 P21754
ENST00000405091 O43247
ENST00000344586 Q8TAU0
ENST00000336138 Q8WUY1
ENST00000379818 Q8N339
ENST00000371964 Q15527
ENST00000371974 Q15526
ENST00000395145 O15551
ENST00000394810 Q9H987
ENST00000357336 Q4UJ75
ENST00000370495 Q96A46
ENST00000368206 P51858
ENST00000377966 O95980
ENST00000371901 Q8N118
ENST00000361915 P35573
ENST00000404767 Q8N201
ENST00000357394 Q9Y282
ENST00000354926 Q9Y383
ENST00000377142 O95096
ENST00000374144 Q711Q0
ENST00000367770 Q8IZE3
ENST00000398399 A8MV65
ENST00000336577 Q9NPA2
ENST00000361516 Q96LA5
ENST00000370489 Q9NQZ7
ENST00000376747 Q9NYU1
ENST00000374264 Q6UWL2
ENST00000355883 Q8N769
ENST00000359228 Q6UXB3
ENST00000415807 Q53EP0
ENST00000382171 Q6L8H4
ENST00000405237 Q92523
ENST00000412090 Q701N4
ENST00000354764 Q75T13
ENST00000409858 Q3KQV9
ENST00000378825 Q9BQI4
ENST00000369771 Q16322
ENST00000394485 P80297
ENST00000357877 O95754
ENST00000399685 Q6L8H2
ENST00000399676 Q701N2
ENST00000382160 Q6L8G9
ENST00000398485 P15863
ENST00000375446 Q92982
ENST00000340134 A6NMD0
ENST00000354552 Q4L180
ENST00000367974 Q5VTH2
ENST00000367975 Q99643
ENST00000405460 Q8WXG9
ENST00000359548 Q6NUI2
ENST00000421999 Q9BQ75
ENST00000372771 Q13129
ENST00000376705 Q8IZP7
ENST00000355527 Q9UBM7
ENST00000381346 Q8TC12
ENST00000372228 Q9Y6A1
ENST00000352903 Q8N6V9
ENST00000366565 P49802
ENST00000373627 Q9NZJ7
ENST00000378625 O95544
ENST00000359543 P54851
ENST00000335890 Q9UBK9
ENST00000375733 Q13105
ENST00000343242 O60675
ENST00000374139 A6NNA5
ENST00000400930 Q8N2K1
ENST00000403892 Q16762
ENST00000394576 Q9Y5H1
ENST00000403092 P32418
ENST00000372766 Q7Z6W1
ENST00000380647 Q9NXG0
ENST00000398594 Q9Y5F8
ENST00000341130 A6NGB7
ENST00000361017 P17538
ENST00000399044 A8MXV6
ENST00000372211 Q9HA47
ENST00000418647 P56945
ENST00000409138 Q6PGN9
ENST00000368195 P14616
ENST00000398610 Q9Y5H3
ENST00000398587 Q9Y5H2
ENST00000381883 Q8IY26
ENST00000381323 Q9H0Q0
ENST00000392306 Q9NP31
ENST00000377294 Q969J2
ENST00000619044 P0CG24
ENST00000622735 Q8NFD4
ENST00000616064 Q3ZCQ2
ENST00000509156 P52739
ENST00000538575 Q9BZD7
ENST00000559717 P49641
ENST00000612311 Q9UM00
ENST00000431232 Q9HCN3
ENST00000617122 O75438
ENST00000456900 Q5VT40
ENST00000433957 P57727
ENST00000510439 A6NEF3
ENST00000618007 P56180
ENST00000651132 Q8TAF8
ENST00000601302 P0DKL9
ENST00000647767 Q8WWB7
ENST00000628453 Q6IEE8
ENST00000434634 Q6P4I2
ENST00000594199 Q5H9E4
ENST00000537356 P0CG32
ENST00000468660 O95600
ENST00000448803 Q7Z7L9
ENST00000603017 Q96S79
ENST00000605587 Q8WW18
ENST00000605424 Q9H239
ENST00000604641 Q8NHY3
ENST00000604834 A2RTY3
ENST00000610402 P63010
ENST00000490341 Q9H853
ENST00000644802 Q9H5V9
ENST00000616552 P25205
ENST00000612814 Q96NT5
ENST00000536498 Q9HB31
ENST00000434981 Q9NYF3
ENST00000542113 O15226
ENST00000535381 A6NC05
ENST00000503335 Q96KG7
ENST00000537309 Q8IWL8
ENST00000442253 Q8TEZ7
ENST00000537209 Q8N6U8
ENST00000494547 Q7Z7C8
ENST00000449283 Q9NS25
ENST00000566417 Q8WWG1
ENST00000558134 P67812
ENST00000596188 Q8IW52
ENST00000598475 Q5MJ10
ENST00000560079 Q92610
ENST00000590958 Q13057
ENST00000447750 P31150
ENST00000427569 Q9BTE6
ENST00000453960 P51608
ENST00000429990 A6NHN6
ENST00000438323 P80217
ENST00000614158 A8MV24
ENST00000564996 Q8N4N3
ENST00000587250 P52198
ENST00000543264 Q96IW2
ENST00000623247 Q6ZU45
ENST00000570191 Q14694
ENST00000618670 Q9Y6K9
ENST00000435065 O76082
ENST00000600324 Q9UGK3
ENST00000454545 Q96HH4
ENST00000560778 A0A1B0GTU2
ENST00000557942 Q02078
ENST00000583023 Q9H252
ENST00000614556 P61962
ENST00000619987 Q14696
ENST00000521489 Q96MM7
ENST00000573382 A0A1B0GTQ4
ENST00000578681 Q86XP3
ENST00000579585 Q99759
ENST00000612078 P98187
ENST00000586182 Q08477
ENST00000550308 Q9HCS2
ENST00000641646 O60404
ENST00000641419 Q9Y4A9
ENST00000642092 Q8NGA6
ENST00000647833 A6NMX2
ENST00000646974 P67936
ENST00000503039 Q9UL40
ENST00000444449 Q9BXS5
ENST00000451457 Q6P444
ENST00000423571 Q9BW11
ENST00000531224 Q9NYF8
ENST00000427159 Q8IY81
ENST00000528793 P43250
ENST00000448276 Q92925
ENST00000455140 Q9UBC2
ENST00000537541 Q629K1
ENST00000612026 A6NMA1
ENST00000613503 Q8TCT7
ENST00000651965 Q6V0L0
ENST00000607371 Q9UQ05
ENST00000585089 Q8IY31
ENST00000594369 Q9NWS9
ENST00000442687 A0A087WXM9
ENST00000535424 P53990
ENST00000529397 Q5QJ74
ENST00000537098 Q8IY22
ENST00000489986 Q96LB4
ENST00000500968 Q70EK9
ENST00000545523 Q6AW86
ENST00000558195 H0YL09
ENST00000427624 Q96EG3
ENST00000458198 Q96HQ2
ENST00000652269 Q96BJ8
ENST00000506538 Q8NI36
ENST00000447676 Q6P2M8
ENST00000621650 P17098
ENST00000452335 A2CJ06
ENST00000441223 A0A1B0GTK4
ENST00000652347 Q8NI17
ENST00000596652 Q6NX49
ENST00000590016 O75771
ENST00000541286 Q12872
ENST00000449802 Q6ZS30
ENST00000547517 P51148
ENST00000565659 Q9BQS6
ENST00000506784 Q07002
ENST00000435989 B7Z6K7
ENST00000538716 Q71RG4
ENST00000428826 Q92800
ENST00000434772 Q9UK11
ENST00000614823 Q99677
ENST00000426739 Q14588
ENST00000616793 Q96AA8
ENST00000444078 Q9Y2T6
ENST00000467789 Q9UNL2
ENST00000636213 Q8IYJ2
ENST00000431162 Q8NDW8
ENST00000638102 A0A1B0GUA6
ENST00000457363 Q9BZ19
ENST00000589666 Q9C0B0
ENST00000577745 Q3KQZ1
ENST00000536441 P58005
ENST00000536300 Q3SY56
ENST00000433039 A6NJZ7
ENST00000581407 Q8WU58
ENST00000458578 P68036
ENST00000458218 Q5JQC4
ENST00000577809 Q9HAS0
ENST00000544091 O00398
ENST00000645147 Q9BXC1
ENST00000563290 Q9BY12
ENST00000469796 O60488
ENST00000608353 Q96KF7
ENST00000525899 Q6PEY0
ENST00000621083 Q86WZ6
ENST00000543831 P26439
ENST00000625583 Q9UBN4
ENST00000456430 O75155
ENST00000610261 Q8IYB9
ENST00000614049 Q9UJW7
ENST00000433030 Q5JQC4
ENST00000428040 Q9H633
ENST00000590602 Q7Z403
ENST00000503566 Q494R4
ENST00000614924 Q6UY09
ENST00000524591 Q9P272
ENST00000438257 Q92813
ENST00000606888 Q69YU3
ENST00000604000 Q8IVB5
ENST00000538312 Q8NEK8
ENST00000568909 Q9Y653
ENST00000445202 B3GLJ2
ENST00000453407 Q5STR5
ENST00000457514 P0C8F1
ENST00000614971 O94822
ENST00000587331 Q2WEN9
ENST00000615220 Q7Z6M3
ENST00000510175 Q3SXZ3
ENST00000490103 Q13769
ENST00000561457 H0YL14
ENST00000527246 Q9GZY1
ENST00000597229 Q9NW07
ENST00000620284 Q8NG50
ENST00000610913 P32745
ENST00000441259 P14222
ENST00000651561 Q8WZ55
ENST00000530811 Q9BZE2
ENST00000432791 Q7Z3B3
ENST00000508593 Q92870
ENST00000538721 Q99447
ENST00000573100 A0A1B0GU29
ENST00000427263 Q86YL5
ENST00000469830 Q86TI4
ENST00000646641 O95136
ENST00000427025 Q5SYE7
ENST00000619836 Q8N165
ENST00000620535 P46087
ENST00000548577 Q6P5S7
ENST00000546495 Q8IXM2
ENST00000563027 H3BSY2
ENST00000534921 Q8N323
ENST00000537763 A4D1S5
ENST00000543473 Q9H7L9
ENST00000469379 O95424
ENST00000592954 P55056
ENST00000588282 O43760
ENST00000636174 Q8TES7
ENST00000567390 A0A1B0GV03
ENST00000639810 A0A1W2PP97
ENST00000622768 P42263
ENST00000634842 A0A0U1RR37
ENST00000636099 Q9P242
ENST00000428390 A8MTJ6
ENST00000491415 Q68CQ4
ENST00000650973 Q8N7C4
ENST00000652630 P53567
ENST00000622406 Q5JVF3
ENST00000536708 Q96JB5
ENST00000561069 Q99767
ENST00000599962 P57053
ENST00000617874 P35232
ENST00000580170 P28827
ENST00000622536 A0A1B0GTC6
ENST00000425719 Q9P121
ENST00000522362 Q9UL42
ENST00000452236 Q6R2W3
ENST00000626352 Q13356
ENST00000618542 O75951
ENST00000611388 Q5VUR7
ENST00000478945 Q7Z7J5
ENST00000636930 Q8NFD5
ENST00000625761 Q01201
ENST00000445902 Q8N1B4
ENST00000620264 A6NF34
ENST00000425967 P11362
ENST00000511833 Q8TF20
ENST00000493964 Q9C0B2
ENST00000568663 O43325
ENST00000611551 Q8N6N6
ENST00000517905 Q9H013
ENST00000466830 Q7Z7K0
ENST00000595689 O60224
ENST00000645095 Q14839
ENST00000595235 O60224
ENST00000443173 Q9H9K5
ENST00000433642 Q6QNY0
ENST00000616178 Q96F07
ENST00000648908 O43520
ENST00000545377 Q8N1W1
ENST00000462322 H3BMG3
ENST00000518864 Q9NSN8
ENST00000433211 Q9UI47
ENST00000486483 Q7Z3E1
ENST00000423345 Q96QH2
ENST00000540437 Q5TA45
ENST00000426406 Q6IEY1
ENST00000617897 Q16663
ENST00000556440 Q96GE4
ENST00000650847 Q9H2A9
ENST00000439435 O43320
ENST00000470402 Q6P597
ENST00000454449 Q6ZN32
ENST00000611852 Q8IWP9
ENST00000448471 Q00526
ENST00000606253 Q8NI38
ENST00000447630 Q9UHA2
ENST00000536551 H3BQB6
ENST00000574322 O95476
ENST00000450536 Q96D71
ENST00000588831 Q9BTN0
ENST00000645534 Q9NQ40
ENST00000612632 P50391
ENST00000519824 Q9NUQ9
ENST00000651503 Q03112
ENST00000589786 Q96SI1
ENST00000513702 P57088
ENST00000640559 A0A1W2PPM1
ENST00000435817 Q86WN1
ENST00000444782 Q8NC24
ENST00000589804 O15446
ENST00000633875 A0A1W2PPF3
ENST00000544216 Q8ND56
ENST00000435974 Q17RF5
ENST00000528743 P26371
ENST00000553380 Q9Y6Q3
ENST00000546530 O95294
ENST00000534961 Q96K19
ENST00000514277 A6XGL0
ENST00000589410 P33032
ENST00000474531 O95990
ENST00000587522 Q9BXA6
ENST00000451287 Q8N819
ENST00000514747 Q96PV7
ENST00000569714 Q2KHN1
ENST00000436261 Q6ZMS4
ENST00000545154 Q5VTY9
ENST00000531618 Q9NQ33
ENST00000621410 Q5TYW1
ENST00000619998 B5MD39
ENST00000512626 D6RF30
ENST00000519254 Q9UBY8
ENST00000436348 Q9BYG7
ENST00000617670 Q01740
ENST00000540581 Q9UGQ2
ENST00000456733 Q8TDW5
ENST00000525199 A8MWA4
ENST00000587152 O95834
ENST00000425538 Q8IZQ8
ENST00000612978 P0C7N4
ENST00000574481 P40313
ENST00000549441 Q8N4W6
ENST00000533152 Q8NGP2
ENST00000466490 Q9Y5M8
ENST00000595796 Q8WUX1
ENST00000428559 Q9Y315
ENST00000529528 P0DJI9
ENST00000623527 Q96JP9
ENST00000615050 P55773
ENST00000471138 Q3SXY8
ENST00000532211 Q8WWB5
ENST00000428649 Q5VYP0
ENST00000645032 Q92834
ENST00000496770 Q8NAU1
ENST00000530135 Q6UWY5
ENST00000641042 Q6IF99
ENST00000641432 Q8NGX5
ENST00000535468 Q14999
ENST00000590202 Q8TB69
ENST00000439174 Q14344
ENST00000552788 Q149M9
ENST00000585332 O00110
ENST00000509311 A6NCC3
ENST00000517490 O75131
ENST00000504595 Q9UJT9
ENST00000458174 Q8N9Z9
ENST00000534025 Q9NQ34
ENST00000453061 Q5H8A4
ENST00000614261 Q7Z3E5
ENST00000583088 Q14500
ENST00000523116 O95214
ENST00000541604 Q9H426
ENST00000563197 Q8NBZ0
ENST00000431683 Q8NCI6
ENST00000622530 Q96GQ7
ENST00000623286 Q8NH85
ENST00000641993 Q8NGP4
ENST00000553521 Q13243
ENST00000538192 A6NDA9
ENST00000554335 Q9UPU9
ENST00000638636 P0DP72
ENST00000610426 O95478
ENST00000528616 Q96RB7
ENST00000526812 Q6IEU7
ENST00000447906 Q01804
ENST00000644032 O00160
ENST00000641076 Q8NGP8
ENST00000518421 P53677
ENST00000537031 Q9H1J7
ENST00000457052 C9JSJ3
ENST00000638089 A0A1B0GUY1
ENST00000512953 Q1W4C9
ENST00000462592 Q7Z2K6
ENST00000448387 F8WBI6
ENST00000648965 O14950
ENST00000436639 Q9Y6P5
ENST00000651776 Q96MY7
ENST00000614228 A4D1Z8
ENST00000456324 Q15072
ENST00000471115 Q8N6N3
ENST00000433452 Q96NZ9
ENST00000469224 P13196
ENST00000543663 Q9BSJ2
ENST00000540445 Q8TAP4
ENST00000504968 O95487
ENST00000641622 Q8NGX8
ENST00000641125 Q8NG97
ENST00000450053 Q6ZNJ1
ENST00000544374 Q8NGF4
ENST00000624596 Q8NGP9
ENST00000621465 Q9P299
ENST00000422611 Q9UP95
ENST00000590071 A6NIX2
ENST00000601372 Q96NG5
ENST00000511828 D6RIA3
ENST00000589225 Q9P275
ENST00000553458 Q02252
ENST00000502664 P06028
ENST00000523638 Q3ZCT1
ENST00000439696 Q07352
ENST00000591340 Q6P280
ENST00000476379 Q9UFE4
ENST00000535342 Q8N8E3
ENST00000642097 Q8NH87
ENST00000588268 Q8TAF7
ENST00000496132 P0C2L3
ENST00000504452 Q9NQV8
ENST00000426540 Q9P0L1
ENST00000446859 Q8IZ02
ENST00000529844 Q6ZNB5
ENST00000530210 A0A096LNP1
ENST00000576629 A6NM11
ENST00000454061 A8MTZ0
ENST00000433351 Q9UHG3
ENST00000490531 O15069
ENST00000442160 Q86VK4
ENST00000517638 Q86SE5
ENST00000538197 Q7Z5Q1
ENST00000434646 Q6UWQ7
ENST00000568546 Q12788
ENST00000614426 Q9H5K3
ENST00000641540 Q8NGX9
ENST00000623167 Q8NGY0
ENST00000437936 Q6UW32
ENST00000542735 Q8IYX4
ENST00000591639 Q5JVG8
ENST00000502486 Q6ZU67
ENST00000643721 Q9BZR9
ENST00000591344 A8MQ14
ENST00000493112 Q96I99
ENST00000536254 Q8N184
ENST00000647468 Q96JX3
ENST00000641002 Q8NGY1
ENST00000620340 Q9UK32
ENST00000439858 Q96AQ2
ENST00000478136 Q7Z5A9
ENST00000531794 Q9NZC4
ENST00000431922 Q9H1C0
ENST00000517870 Q6UWV7
ENST00000520965 Q3KNS6
ENST00000589046 Q14585
ENST00000610212 A0A286YF58
ENST00000645214 Q06136
ENST00000456015 Q8IWU4
ENST00000589717 O75346
ENST00000442697 Q8TBM8
ENST00000469141 Q9Y2W1
ENST00000650617 Q96DW6
ENST00000508675 Q6V702
ENST00000452555 P78381
ENST00000536311 Q01538
ENST00000440890 O00238
ENST00000533854 Q9UF02
ENST00000531743 P62861
ENST00000531743 P35544
ENST00000518322 A1XBS5
ENST00000450456 A6NN92
ENST00000530349 Q8N5H3
ENST00000617053 A0A1B0GUJ8
ENST00000520358 Q96SJ8
ENST00000518476 Q8NA66
ENST00000599531 Q9ULN7
ENST00000600213 P0DMP1
ENST00000552495 Q96K30
ENST00000591608 Q96GM1
ENST00000447411 Q969I6
ENST00000610343 Q9UBW7
ENST00000595515 Q9BZL6
ENST00000434824 Q8N7C7
ENST00000432622 H3BQW9
ENST00000614032 Q99624
ENST00000456354 Q7RTX7
ENST00000442898 A8K0Z3
ENST00000641846 Q8NGY5
ENST00000650645 Q15743
ENST00000641131 Q8NGY6
ENST00000511148 A0PK11
ENST00000651391 Q8WWF8
ENST00000432328 Q96HM7
ENST00000560369 Q8IUZ0
ENST00000562196 Q5TYW2
ENST00000643851 P0C7U1
ENST00000532405 Q8NFF2
ENST00000427401 O75373
ENST00000438146 O43251
ENST00000496514 P35913
ENST00000453908 A4FU49
ENST00000550785 Q9ULQ1
ENST00000452027 Q8WXF0
ENST00000552918 Q86XZ4
ENST00000446526 Q14558
ENST00000538545 P12814
ENST00000641359 A0A286YEY9
ENST00000532828 Q52M93
ENST00000611257 A6NDS4
ENST00000536961 Q9BW66
ENST00000590503 Q8NA42
ENST00000511455 Q6ZTN6
ENST00000442396 A8K0R7
ENST00000595891 Q8WWY6
ENST00000441031 Q96D59
ENST00000431670 Q86SQ0
ENST00000449836 Q8TBZ5
ENST00000451137 O00622
ENST00000454853 P24046
ENST00000579016 Q8NFI3
ENST00000522652 Q11201
ENST00000619989 P16619
ENST00000641627 Q8NGA1
ENST00000541538 Q8NGA0
ENST00000434410 Q9Y5R4
ENST00000446248 Q9P1Y5
ENST00000644105 Q86VE3
ENST00000436120 Q8NB42
ENST00000446747 P17097
ENST00000426034 Q9UK00
ENST00000632372 A0A0J9YY54
ENST00000518632 P34981
ENST00000604255 Q14802
ENST00000457607 Q7L2E3
ENST00000435041 Q9Y385
ENST00000537691 O95741
ENST00000519685 Q9BYZ6
ENST00000642043 Q96RA2
ENST00000643607 Q9UIL4
ENST00000641244 Q8NG98
ENST00000456448 Q6IFN5
ENST00000641394 A0A286YFB4
ENST00000591998 Q32M78
ENST00000608382 P24278
ENST00000554015 Q9Y2K1
ENST00000428433 Q02962
ENST00000524717 Q8IZL2
ENST00000523677 Q8IVY1
ENST00000602212 Q99742
ENST00000453304 O95185
ENST00000641801 A0A286YEV6
ENST00000642055 Q53S99
ENST00000642029 A0A286YF60
ENST00000436784 Q8IVS8
ENST00000641976 A0A286YF46
ENST00000592533 Q8NDQ6
ENST00000589262 Q13360
ENST00000533524 Q8NBI5
ENST00000649906 P78383
ENST00000482457 P51504
ENST00000442502 Q9NS85
ENST00000446620 P59534
ENST00000627814 Q6ZN11
ENST00000458591 Q8WVM8
ENST00000449228 Q96PG8
ENST00000536534 Q8N7P1
ENST00000474710 Q9HC78
ENST00000552360 C9JVW0
ENST00000595464 Q9P296
ENST00000581322 Q9UKF7
ENST00000648377 Q9Y693
ENST00000457563 Q8N6K7
ENST00000603640 A6NFA0
ENST00000441508 Q8TEF2
ENST00000435245 P04554
ENST00000567107 Q8N9W4
ENST00000434316 Q6UWJ1
ENST00000462069 Q9HBI5
ENST00000651166 A0A087WV53
ENST00000521089 Q8IX03
ENST00000502412 Q8NB50
ENST00000515384 Q8N7J2
ENST00000619594 Q8N0T1
ENST00000524279 Q96PS1
ENST00000467425 Q14831
ENST00000443053 Q9NSE2
ENST00000590414 Q86YE8
ENST00000592014 Q00LT1
ENST00000559115 Q8TEB1
ENST00000621179 A0A1W2PR19
ENST00000641918 A0A286YF77
ENST00000641700 A0A286YF01
ENST00000641981 A0A286YFG1
ENST00000504548 Q53EQ6
ENST00000422452 Q9UKZ4
ENST00000451899 Q9Y236
ENST00000441779 Q15833
ENST00000470495 P14651
ENST00000617405 Q8NHW4
ENST00000448841 Q9NX94
ENST00000594947 Q9Y2Q1
ENST00000490574 Q92734
ENST00000616898 Q9BXL5
ENST00000456048 Q6ICL3
ENST00000613034 P62380
ENST00000422265 O00590
ENST00000621034 A0A087WXS9
ENST00000435030 O60282
ENST00000426426 B4DJY2
ENST00000603540 Q9UKJ8
ENST00000594797 P0DJ07
ENST00000561028 P54845
ENST00000426937 C9JBD0
ENST00000569055 Q6DHY5
ENST00000601693 A6NN14
ENST00000456783 Q9P255
ENST00000452906 Q9Y241
ENST00000436886 Q8NAP1
ENST00000610350 P0C7X1
ENST00000497547 P56182
ENST00000427197 Q2M3R5
ENST00000618691 P55209
ENST00000539067 O43186
ENST00000644917 P11277
ENST00000497473 Q2TAA2
ENST00000465518 Q8N4Z0
ENST00000445478 Q6NYC1
ENST00000448612 A2RRH5
ENST00000555868 Q3MIR4
ENST00000599111 Q9UP65
ENST00000600766 P0DPD5
ENST00000594710 P0DKX0
ENST00000498165 Q5SGD2
ENST00000586622 O43934
ENST00000592199 Q14938
ENST00000515098 Q96G75
ENST00000546354 Q4G0M1
ENST00000442218 Q6P1K1
ENST00000455146 Q9Y2V7
ENST00000636578 A0A1B0GTI1
ENST00000565622 Q9ULZ0
ENST00000465271 Q9P003
ENST00000553257 O00429
ENST00000471770 Q16718
ENST00000521654 Q8TC41
ENST00000428432 Q7Z3H4
ENST00000644968 Q9ULL1
ENST00000520701 Q7Z2H8
ENST00000517349 P0DKX4
ENST00000539719 Q5T0B9
ENST00000453597 O75953
ENST00000648595 P16452
ENST00000435962 Q8N9U0
ENST00000439388 Q9UL12
ENST00000615984 Q86XA0
ENST00000597761 Q6ZMV8
ENST00000614654 Q86XI8
ENST00000505920 Q7Z4Y8
ENST00000460680 Q92560
ENST00000651546 Q9Y2G2
ENST00000586602 P58317
ENST00000443980 Q9NVZ3
ENST00000642036 Q8NHB1
ENST00000641492 Q96R30
ENST00000442999 U3KPV4
ENST00000453321 Q5HYA8
ENST00000650528 Q9UJ55
ENST00000649030 Q99608
ENST00000590842 Q68CL5
ENST00000555360 B2RXF5
ENST00000512524 P0CJ72
ENST00000475622 Q8NF37
ENST00000523908 Q14677
ENST00000445755 Q96CT7
ENST00000610488 Q8NEY8
ENST00000617782 Q96MH6
ENST00000540630 Q86TC9
ENST00000451558 Q8WXK1
ENST00000463439 Q8NEA9
ENST00000541421 H3BR10
ENST00000424526 Q9C091
ENST00000590592 Q2V2M9
ENST00000428789 Q3V5L5
ENST00000595607 Q8NC26
ENST00000616939 Q9HCN4
ENST00000578921 Q13636
ENST00000505667 Q8WX93
ENST00000429772 Q9BVX2
ENST00000422538 P21128
ENST00000651911 Q9H7D7
ENST00000457091 A4D2P6
ENST00000614443 Q7Z7B1
ENST00000646708 P82094
ENST00000456047 P81605
ENST00000664217 Q12887
ENST00000555993 P80192
ENST00000536845 Q8NFY4
ENST00000615541 A0A087WTH1
ENST00000614623 Q96H55
ENST00000563281 Q8NDT2
ENST00000612294 Q86W34
ENST00000457573 Q9Y6I9
ENST00000542590 Q8IV04
ENST00000576370 Q9Y6N1
ENST00000621372 Q86X29
ENST00000566855 H3BTG2
ENST00000437766 Q9NXH9
ENST00000505024 Q494V2
ENST00000449465 C9JXX5
ENST00000548446 P17544
ENST00000535902 Q9H8J5
ENST00000445895 A5YM72
ENST00000609129 Q8NAP8
ENST00000596148 Q8IUR0
ENST00000578542 Q96HE9
ENST00000663595 P55851
ENST00000496261 Q8TC29
ENST00000440797 Q8IXY8
ENST00000479303 Q9Y2Q3
ENST00000522966 Q10981
ENST00000445101 P0DH78
ENST00000487099 Q15406
ENST00000645652 P19526
ENST00000519807 P60866
ENST00000443866 H7BZ55
ENST00000625099 Q8N1D0
ENST00000444716 Q8NFW9
ENST00000434752 E7EW31
ENST00000455783 B2RXF0
ENST00000547315 Q96F83
ENST00000424439 P0CG21
ENST00000438929 P23560
ENST00000531526 Q8N3Y3
ENST00000454349 Q9UPQ9
ENST00000451531 P0CG38
ENST00000534313 Q96FS4
ENST00000450845 Q86W54
ENST00000616258 A4D0Y5
ENST00000444870 B2RUZ4
ENST00000636508 A0A1B0GVG6
ENST00000522677 P10243
ENST00000614147 O00559
ENST00000538474 Q8N130
ENST00000441178 Q2QD12
ENST00000615421 P0DPF3
ENST00000584068 A0A075B767
ENST00000590923 Q9Y6Q5
ENST00000451882 C9JCN9
ENST00000428675 Q15111
ENST00000429277 O75112
ENST00000636151 A0A1B0GVV1
ENST00000618855 Q9NRS4
ENST00000616198 Q8IUH3
ENST00000430092 Q0VDD8
ENST00000539097 Q16665
ENST00000593993 P42701
ENST00000552699 P55061
ENST00000577949 Q9Y675
ENST00000444024 Q9NWS8
ENST00000618155 Q19T08
ENST00000554227 P63162
ENST00000450895 A8MWV9
ENST00000437810 P0C7M6
ENST00000446461 A8MTL0
ENST00000594814 Q3SXY7
ENST00000504572 P04150
ENST00000538173 Q2VIR3
ENST00000613979 Q9Y493
ENST00000531837 Q8NAB2
ENST00000634353 A0A0U1RRK4
