uniprot_id	n_sites	mean_d	permuted_d	p_value
Q8IXL7	7	8.49	16.41	0.0010
Q8IXM3	7	20.98	29.07	0.0460
Q8IXQ5	70	19.09	23.10	0.0010
Q8IYB1	3	12.55	19.39	0.1129
Q8IYB8	3	10.67	25.43	0.0280
Q8IYK8	27	14.46	19.33	0.0010
Q8IYN6	29	10.65	20.07	0.0010
Q8IYS5	22	12.42	26.58	0.0010
Q8IYV9	5	7.26	25.98	0.0010
Q8IZF0	177	33.52	47.38	0.0010
Q8N0W4	113	29.60	30.17	0.2288
Q8N0Z6	1	0.00	0.00	0.0010
Q8N122	282	49.76	53.92	0.0010
Q8N136	1	0.00	0.00	0.0010
Q8N158	45	23.99	39.04	0.0010
Q8N1G2	28	16.60	26.69	0.0010
Q8N1G4	99	19.05	52.02	0.0010
Q8N2G4	2	2.67	8.89	0.0190
Q8N2I9	20	18.47	24.98	0.0010
Q8N2K1	12	16.77	18.16	0.1858
Q8N2Z9	4	4.64	17.09	0.0010
Q8N335	1	0.00	0.00	0.0010
Q8N3J5	1	0.00	0.00	0.0010
Q8N3U4	199	46.74	50.79	0.0010
Q8N465	2	13.51	14.73	0.4386
Q8N4A0	2	15.20	17.23	0.4555
Q8N4E7	1	0.00	0.00	0.0010
Q8N4J0	14	20.88	26.53	0.0210
Q8N4P3	38	15.07	20.31	0.0010
Q8N4Q0	7	11.89	22.62	0.0010
Q8N4T8	6	7.90	18.93	0.0010
Q8N4V1	30	30.92	35.06	0.0579
Q8N5C1	1	0.00	0.00	0.0010
Q8N5H7	13	17.30	23.23	0.0020
Q8N5J2	2	11.96	13.18	0.4625
Q8N5K1	18	8.51	16.58	0.0010
Q8N5S9	8	15.14	21.88	0.0060
Q8N5Z0	6	23.13	25.66	0.2787
Q8N608	13	17.99	31.74	0.0010
Q8N668	1	0.00	0.00	0.0010
Q8N6T7	12	12.48	23.38	0.0010
Q8N766	4	8.48	33.58	0.0020
Q8N7H5	14	25.58	60.69	0.0010
Q8N884	4	13.68	21.37	0.0440
Q8N8Q3	1	0.00	0.00	0.0010
Q8N983	22	21.19	31.19	0.0130
Q8N9L9	48	20.02	28.60	0.0010
Q8NAV1	27	16.52	20.09	0.0010
Q8NB14	14	15.96	33.53	0.0010
Q8NB16	1	0.00	0.00	0.0010
Q8NB49	60	33.15	47.91	0.0010
Q8NB91	3	8.15	34.92	0.0040
Q8NBF2	4	4.61	23.74	0.0010
Q8NBJ7	1	0.00	0.00	0.0010
Q8NBL1	4	4.59	20.83	0.0010
Q8NBP7	10	17.88	30.27	0.0020
Q8NBZ7	33	20.06	24.26	0.0010
Q8NC96	11	10.12	18.85	0.0010
Q8NCC3	5	12.25	21.31	0.0080
Q8NCJ5	9	11.91	16.82	0.0010
Q8NCM8	18	45.45	74.54	0.0020
Q8ND04	17	23.53	30.90	0.0160
Q8ND25	3	6.18	12.87	0.0500
Q8NE01	5	23.21	28.20	0.1618
Q8NE71	42	16.95	30.87	0.0010
Q8NE86	3	36.28	33.27	0.5704
Q8NEB9	25	19.23	32.44	0.0010
Q8NET8	4	5.43	34.74	0.0010
Q8NEU8	2	8.81	29.89	0.1159
Q8NFA2	1	0.00	0.00	0.0010
Q8NFG4	11	35.18	44.64	0.0360
Q8NFH3	4	10.09	18.29	0.0170
Q8NFJ9	3	39.55	32.13	0.6903
Q8NFK1	3	7.78	19.16	0.0310
Q8NFP7	57	14.60	17.85	0.0010
Q8NFU3	14	11.34	16.04	0.0010
Q8NFU5	3	12.74	15.74	0.2498
Q8NFZ4	196	26.75	29.49	0.0010
Q8NHX9	4	29.16	31.15	0.3736
Q8NHY2	30	17.24	23.73	0.0010
Q8NI27	142	40.18	51.86	0.0010
Q8NI32	2	2.96	9.09	0.0320
Q8NI77	2	3.36	12.77	0.0240
Q8TAB3	173	62.65	64.94	0.0739
Q8TAC2	11	7.74	19.10	0.0010
Q8TAD8	5	10.79	19.61	0.0220
Q8TAE8	20	40.76	56.35	0.0040
Q8TAF3	39	33.15	37.71	0.0240
Q8TAI7	5	12.16	14.98	0.1279
Q8TBC4	6	21.89	36.23	0.0120
Q8TBE9	3	3.85	17.54	0.0010
Q8TBF4	3	4.01	11.72	0.0030
Q8TBG4	7	8.76	23.93	0.0010
Q8TBK2	13	12.99	29.44	0.0010
Q8TBX8	6	15.85	21.01	0.0599
Q8TBZ3	23	18.02	27.38	0.0010
Q8TBZ6	1	0.00	0.00	0.0010
Q8TCD5	50	19.14	22.03	0.0010
Q8TCJ2	92	26.52	40.34	0.0010
Q8TCS8	1	0.00	0.00	0.0010
Q8TCU6	23	21.45	33.44	0.0010
Q8TCX1	1	0.00	0.00	0.0010
Q8TD30	29	19.72	29.53	0.0010
Q8TD43	22	29.16	52.22	0.0010
Q8TDF6	22	15.77	31.09	0.0010
Q8TDP1	1	0.00	0.00	0.0010
Q8TDX5	1	0.00	0.00	0.0010
Q8TDX7	9	13.74	22.53	0.0020
Q8TE69	10	10.32	18.76	0.0010
Q8TE76	48	20.23	28.58	0.0010
Q8TEA8	8	11.07	17.64	0.0020
Q8TEB7	53	19.78	20.72	0.1459
Q8TED1	1	0.00	0.00	0.0010
Q8TEH3	29	13.74	27.40	0.0010
Q8TEQ6	36	13.57	35.95	0.0010
Q8TEV9	1	0.00	0.00	0.0010
Q8TEX9	2	3.80	15.60	0.0260
Q8TF42	9	7.87	21.72	0.0010
Q8WTS6	1	0.00	0.00	0.0010
Q8WTW4	12	16.78	33.71	0.0010
Q8WTX7	18	17.79	23.29	0.0010
Q8WU08	1	0.00	0.00	0.0010
Q8WU10	3	3.32	21.41	0.0010
Q8WUA7	2	3.70	13.23	0.0310
Q8WUD1	2	10.08	10.18	0.5105
Q8WUI4	57	18.26	25.69	0.0010
Q8WUJ0	1	0.00	0.00	0.0010
Q8WUM0	1	0.00	0.00	0.0010
Q8WUM4	9	21.28	49.23	0.0020
Q8WUN7	4	11.69	16.28	0.1239
Q8WUW1	17	20.88	32.64	0.0010
Q8WV41	23	18.96	34.11	0.0010
Q8WVM7	11	24.81	30.77	0.0260
Q8WVN8	2	2.47	10.48	0.0080
Q8WVQ1	1	0.00	0.00	0.0010
Q8WWM9	5	14.34	17.74	0.1379
Q8WWP7	8	8.10	19.46	0.0010
Q8WWV3	2	21.53	13.13	0.9241
Q8WWY3	36	38.98	41.97	0.1638
Q8WXB1	1	0.00	0.00	0.0010
Q8WXF1	53	21.72	32.26	0.0010
Q8WXF7	23	19.94	35.02	0.0010
Q8WXG8	1	0.00	0.00	0.0010
Q8WXH4	4	22.47	19.56	0.7053
Q8WY64	20	11.45	32.87	0.0010
Q8WYA6	7	14.57	33.47	0.0020
Q8WYH8	3	4.99	17.26	0.0090
Q8WYK0	13	12.08	24.53	0.0010
Q8WYN0	21	9.99	24.03	0.0010
Q8WZA1	7	24.91	30.98	0.0959
Q92466	2	12.81	14.48	0.4326
Q92506	30	11.02	21.68	0.0010
Q92520	4	4.11	15.04	0.0010
Q92522	23	13.60	16.49	0.0080
Q92540	43	29.32	32.66	0.0270
Q92541	67	39.09	40.99	0.2218
Q92542	29	22.54	36.79	0.0010
Q92552	1	0.00	0.00	0.0010
Q92556	44	52.59	51.49	0.6234
Q92558	1	0.00	0.00	0.0010
Q92564	5	9.00	19.43	0.0020
Q92597	6	15.12	18.58	0.0729
Q92598	4	20.15	21.13	0.4056
Q92599	9	8.25	22.25	0.0010
Q92600	79	21.17	26.12	0.0010
Q92608	232	43.87	66.20	0.0010
Q92630	21	14.69	31.24	0.0010
Q92633	18	19.98	33.69	0.0010
Q92688	3	3.92	14.33	0.0010
Q92730	7	6.95	17.62	0.0010
Q92743	16	9.45	21.02	0.0010
Q92759	8	25.83	31.75	0.0999
Q92769	115	21.83	25.59	0.0010
Q92800	63	21.41	41.44	0.0010
Q92820	2	2.44	11.84	0.0090
Q92834	35	17.28	24.53	0.0010
Q92835	44	28.40	29.93	0.1179
Q92838	19	12.19	18.87	0.0010
Q92843	6	11.42	18.46	0.0060
Q92847	2	2.72	20.82	0.0060
Q92854	14	15.22	34.34	0.0010
Q92871	3	10.00	16.58	0.0829
Q92876	2	4.72	10.70	0.0719
Q92879	18	25.00	27.59	0.1039
Q92882	2	2.47	12.45	0.0080
Q92888	79	34.19	35.47	0.1329
Q92889	6	11.70	34.53	0.0010
Q92890	38	16.94	21.81	0.0010
Q92900	276	36.31	40.43	0.0010
Q92905	48	19.47	27.41	0.0010
Q92913	32	16.18	18.39	0.0050
Q92918	6	18.42	22.13	0.1309
Q92956	4	4.58	18.06	0.0010
Q92963	13	19.00	17.67	0.8212
Q92973	69	44.89	46.40	0.1768
Q92990	2	2.75	22.21	0.0050
Q92993	20	22.63	23.81	0.2627
Q93009	125	37.73	49.89	0.0010
Q93015	4	9.24	18.39	0.0190
Q93034	60	24.22	32.82	0.0010
Q93050	84	46.96	52.95	0.0070
Q93062	9	10.67	15.18	0.0040
Q93077	26	13.04	24.15	0.0010
Q969G6	9	7.70	17.23	0.0010
Q969H0	119	27.11	32.50	0.0010
Q969H6	6	11.84	19.09	0.0160
Q969H8	6	15.59	17.72	0.2308
Q969L4	1	0.00	0.00	0.0010
Q969M7	5	16.97	17.52	0.4505
Q969R5	5	13.85	25.52	0.0070
Q969V3	77	23.66	36.80	0.0010
Q969W0	2	2.63	10.88	0.0070
Q96A08	1	0.00	0.00	0.0010
Q96A44	48	16.55	20.42	0.0010
Q96A54	17	16.95	26.13	0.0010
Q96A72	16	14.25	19.66	0.0010
Q96AB6	24	10.59	24.24	0.0010
Q96AC1	10	12.06	30.52	0.0010
Q96AP4	1	0.00	0.00	0.0010
Q96AT9	2	13.26	10.87	0.7023
Q96AX1	16	17.29	31.81	0.0010
Q96AZ1	13	12.73	19.71	0.0010
Q96AZ6	1	0.00	0.00	0.0010
Q96B02	27	23.78	21.76	0.9191
Q96B26	4	17.51	19.57	0.3576
Q96B49	9	8.57	18.42	0.0010
Q96B67	5	6.00	19.44	0.0010
Q96BD6	33	15.59	20.40	0.0010
Q96BI3	35	13.89	25.19	0.0010
Q96BM9	76	16.65	20.00	0.0010
Q96BN8	20	12.54	23.79	0.0010
Q96BP2	13	21.22	31.23	0.0030
Q96BP3	6	47.48	41.35	0.7493
Q96BZ9	7	9.27	22.08	0.0010
Q96C36	12	15.57	24.93	0.0010
Q96C86	3	4.03	19.25	0.0010
Q96CB9	3	28.95	17.48	0.9740
Q96CT7	1	0.00	0.00	0.0010
Q96CW1	125	26.05	29.62	0.0010
Q96CW5	20	39.21	50.67	0.0160
Q96CW9	40	21.74	29.09	0.0010
Q96D96	1	0.00	0.00	0.0010
Q96DA2	85	16.30	20.52	0.0010
Q96DC8	6	9.90	20.97	0.0010
Q96DE0	15	17.44	20.06	0.0699
Q96DI7	12	12.08	21.49	0.0010
Q96DR4	2	2.60	10.59	0.0060
Q96DU7	4	13.14	18.77	0.0679
Q96DV4	12	16.94	34.92	0.0010
Q96DX5	7	23.26	24.64	0.3626
Q96E14	64	17.56	18.47	0.0280
Q96E17	1	0.00	0.00	0.0010
Q96E22	15	14.64	22.19	0.0010
Q96E93	1	0.00	0.00	0.0010
Q96EB6	3	6.54	19.87	0.0040
Q96EF0	3	8.87	17.79	0.0310
Q96EK5	7	22.17	36.23	0.0170
Q96EK6	1	0.00	0.00	0.0010
Q96EL2	4	4.61	16.35	0.0010
Q96EL3	1	0.00	0.00	0.0010
Q96EP0	16	36.26	39.48	0.1818
Q96EQ8	8	7.74	16.29	0.0010
Q96ES7	67	17.10	21.33	0.0010
Q96EX3	1	0.00	0.00	0.0010
Q96EY4	1	0.00	0.00	0.0010
Q96EY7	1	0.00	0.00	0.0010
Q96F10	5	5.17	17.45	0.0010
Q96F86	1	0.00	0.00	0.0010
Q96FE5	49	39.29	39.65	0.4366
Q96FJ0	2	2.47	10.63	0.0030
Q96FJ2	25	13.64	15.63	0.0060
Q96FV9	12	36.19	33.37	0.7832
Q96FW1	53	18.73	34.71	0.0010
Q96FX7	9	19.45	26.21	0.0490
Q96G25	6	5.48	33.74	0.0010
Q96G97	6	9.75	19.88	0.0010
Q96GA7	2	2.65	12.03	0.0090
Q96GC5	3	13.61	19.83	0.2298
Q96GD0	156	24.73	25.71	0.0220
Q96GD4	3	17.53	17.07	0.5455
Q96GG9	11	18.25	30.10	0.0020
Q96GM5	11	47.02	44.38	0.6763
Q96HA8	3	4.71	14.97	0.0020
Q96HE7	1	0.00	0.00	0.0010
Q96HN2	24	24.28	29.43	0.0030
Q96HS1	28	14.55	21.71	0.0010
Q96HU8	34	15.26	19.37	0.0010
Q96HY7	4	24.85	30.38	0.2228
Q96I15	6	29.07	23.95	0.9091
Q96IJ6	7	16.97	24.54	0.0080
Q96IY4	1	0.00	0.00	0.0010
Q96J01	86	21.20	24.37	0.0010
Q96J02	24	25.29	28.67	0.0380
Q96JA1	6	7.15	32.48	0.0010
Q96JA3	3	14.31	15.11	0.4386
Q96JC9	5	5.19	18.30	0.0010
Q96JJ3	17	30.22	38.02	0.0130
Q96JM7	3	5.62	18.92	0.0030
Q96JP0	40	19.09	33.82	0.0010
Q96KC2	7	11.39	17.04	0.0060
Q96KP4	1	0.00	0.00	0.0010
Q96KS0	20	16.52	21.18	0.0020
Q96L34	62	20.50	26.68	0.0010
Q96L94	19	14.44	18.63	0.0020
Q96LA8	33	18.96	27.68	0.0010
Q96LD8	3	9.46	14.61	0.0899
Q96LI5	76	19.47	25.44	0.0010
Q96LJ7	1	0.00	0.00	0.0010
Q96LL9	2	10.52	10.68	0.4975
Q96LR5	15	15.15	19.99	0.0040
Q96LW4	3	4.09	17.11	0.0010
Q96M98	1	0.00	0.00	0.0010
Q96MG7	4	20.24	23.68	0.2368
Q96MU8	1	0.00	0.00	0.0010
Q96MX6	4	8.93	18.86	0.0050
Q96N28	3	3.79	13.59	0.0020
Q96NI6	11	21.53	31.74	0.0070
Q96NX5	5	19.33	20.75	0.3217
Q96NY8	7	32.61	27.49	0.8362
Q96P16	39	14.46	18.05	0.0010
Q96P70	55	43.04	47.98	0.0030
Q96PM5	3	11.00	16.80	0.2038
Q96PS8	2	2.22	11.39	0.0030
Q96PU5	48	21.71	30.26	0.0010
Q96PU8	24	20.43	23.10	0.0280
Q96PX8	11	18.56	23.61	0.0380
Q96PZ0	3	4.69	24.02	0.0020
Q96Q15	54	39.12	54.81	0.0010
Q96QF0	1	0.00	0.00	0.0010
Q96QK1	56	17.09	36.41	0.0010
Q96QV1	3	24.77	20.70	0.7552
Q96QV6	3	8.45	16.19	0.0899
Q96RI1	1	0.00	0.00	0.0010
Q96RP9	5	33.70	34.52	0.4565
Q96RR4	4	18.06	19.19	0.3856
Q96RU2	6	18.35	31.91	0.0200
Q96RU3	12	32.86	51.04	0.0160
Q96RU8	39	18.59	25.02	0.0010
Q96S44	33	18.01	23.92	0.0010
Q96S59	35	17.00	28.47	0.0010
Q96SB4	2	21.29	14.20	0.8621
Q96SD1	1	0.00	0.00	0.0010
Q96SL4	2	2.96	9.35	0.0330
Q96SW2	1	0.00	0.00	0.0010
Q96SY0	2	16.74	22.62	0.3846
Q96TA1	9	6.41	30.56	0.0010
Q99250	278	34.40	46.06	0.0010
Q99259	29	23.71	31.71	0.0010
Q99436	14	8.43	24.22	0.0010
Q99437	31	22.14	28.55	0.0040
Q99447	13	14.90	24.84	0.0010
Q99459	47	28.17	87.39	0.0010
Q99460	41	45.91	41.32	0.9650
Q99489	1	0.00	0.00	0.0010
Q99500	3	12.88	18.21	0.1548
Q99523	16	30.57	33.65	0.0999
Q99536	13	17.79	24.46	0.0010
Q99538	1	0.00	0.00	0.0010
Q99574	3	4.99	19.17	0.0010
Q99575	11	28.67	36.36	0.0330
Q99581	36	14.32	16.92	0.0010
Q99593	17	10.97	21.74	0.0010
Q99598	2	3.17	13.97	0.0330
Q99613	388	53.97	63.75	0.0010
Q99619	6	10.55	17.06	0.0060
Q99627	1	0.00	0.00	0.0010
Q99638	6	13.11	21.05	0.0070
Q99640	1	0.00	0.00	0.0010
Q99653	30	17.82	23.66	0.0010
Q99661	5	6.94	31.35	0.0010
Q99685	6	12.68	19.95	0.0060
Q99707	7	25.82	30.21	0.1828
Q99714	117	19.00	23.29	0.0010
Q99720	41	28.62	26.86	0.8002
Q99735	1	0.00	0.00	0.0010
Q99748	63	20.84	23.56	0.0010
Q99784	66	17.24	21.94	0.0010
Q99808	12	9.53	24.94	0.0010
Q99816	5	13.25	16.30	0.1359
Q99832	8	30.41	33.46	0.2767
Q99835	28	29.44	50.10	0.0010
Q99836	6	6.76	16.94	0.0010
Q99873	128	22.93	28.09	0.0010
Q99952	16	14.51	23.07	0.0010
Q99956	12	8.08	17.28	0.0010
Q99962	15	38.80	35.00	0.8282
Q99963	5	28.53	28.48	0.4885
Q99972	1	0.00	0.00	0.0010
Q99983	2	7.21	14.34	0.1608
Q99986	4	30.94	26.45	0.7493
Q99988	3	3.96	15.48	0.0030
Q9BPU6	63	22.57	28.68	0.0010
Q9BPX1	1	0.00	0.00	0.0010
Q9BPX3	8	22.15	41.80	0.0010
Q9BPX5	2	3.49	10.95	0.0500
Q9BPX6	3	11.19	20.08	0.0460
Q9BPZ2	27	15.85	22.40	0.0010
Q9BQ15	13	10.92	15.98	0.0010
Q9BQ48	12	9.41	16.09	0.0010
Q9BQ50	2	10.01	10.93	0.4416
Q9BQ69	26	13.11	21.66	0.0010
Q9BQA1	7	15.57	21.03	0.0220
Q9BQB4	27	22.88	68.32	0.0010
Q9BQB6	14	9.71	32.16	0.0010
Q9BQC6	7	13.57	36.74	0.0020
Q9BQE4	2	3.67	18.67	0.0939
Q9BR01	54	17.62	23.70	0.0010
Q9BRG1	23	22.46	23.27	0.2867
Q9BRJ7	51	21.35	22.43	0.1179
Q9BRK3	104	33.88	32.15	0.9890
Q9BRQ3	5	7.09	20.42	0.0010
Q9BRT3	5	9.87	16.26	0.0190
Q9BRX5	3	4.99	18.05	0.0010
Q9BS26	19	16.89	29.84	0.0010
Q9BSB4	3	4.15	16.77	0.0010
Q9BSD7	1	0.00	0.00	0.0010
Q9BSF4	56	32.16	44.51	0.0010
Q9BSI4	20	15.65	23.44	0.0010
Q9BSM1	4	7.31	13.21	0.0200
Q9BT30	7	10.15	18.12	0.0020
Q9BT78	55	28.79	41.82	0.0010
Q9BTM1	30	15.46	23.66	0.0010
Q9BTT4	9	6.60	34.01	0.0010
Q9BTU6	53	21.86	29.24	0.0010
Q9BU02	5	4.77	18.26	0.0010
Q9BU89	66	16.64	24.25	0.0010
Q9BUH6	20	13.69	19.13	0.0010
Q9BUL8	3	15.69	17.71	0.3407
Q9BUL9	35	16.03	20.57	0.0010
Q9BUN8	9	11.58	20.36	0.0010
Q9BUQ8	189	29.98	48.64	0.0010
Q9BUR4	5	11.34	20.41	0.0030
Q9BV20	61	17.41	27.05	0.0010
Q9BV23	6	5.15	20.29	0.0010
Q9BV47	6	5.17	17.00	0.0010
Q9BV57	18	13.34	20.00	0.0010
Q9BV79	1	0.00	0.00	0.0010
Q9BV81	30	20.27	19.98	0.5764
Q9BV86	5	14.92	17.90	0.1628
Q9BVA1	335	25.52	27.39	0.0010
Q9BVC4	8	8.97	22.15	0.0010
Q9BVG8	28	13.11	25.16	0.0010
Q9BVJ7	20	12.91	17.73	0.0010
Q9BVM4	17	15.11	19.16	0.0020
Q9BW19	10	13.86	22.71	0.0010
Q9BW61	2	21.14	18.85	0.5714
Q9BW62	3	10.20	19.20	0.0519
Q9BW85	23	18.75	50.42	0.0010
Q9BW91	8	10.87	24.18	0.0010
Q9BWD1	6	8.41	21.84	0.0010
Q9BWG6	1	0.00	0.00	0.0010
Q9BWJ5	19	13.34	20.59	0.0010
Q9BWP8	5	7.52	19.01	0.0010
Q9BWS9	2	18.27	13.46	0.7932
Q9BWT3	29	18.04	30.23	0.0010
Q9BXB1	34	13.14	37.85	0.0010
Q9BXD5	5	5.61	19.41	0.0010
Q9BXJ0	15	10.50	19.38	0.0010
Q9BXJ7	49	23.73	30.14	0.0010
Q9BXJ9	62	27.57	42.54	0.0010
Q9BXR0	18	18.56	26.12	0.0010
Q9BXS1	1	0.00	0.00	0.0010
Q9BXW4	2	2.58	10.70	0.0070
Q9BXW6	17	13.45	27.70	0.0010
Q9BY11	43	26.88	52.14	0.0010
Q9BY32	2	6.91	11.54	0.1838
Q9BY41	146	20.81	25.29	0.0010
Q9BY49	3	4.40	16.62	0.0020
Q9BYC5	27	18.30	30.62	0.0010
Q9BYD2	2	8.54	14.64	0.3167
Q9BYD3	3	13.65	19.87	0.2478
Q9BYF1	25	31.98	42.20	0.0060
Q9BYI3	4	4.49	20.28	0.0010
Q9BYJ9	24	13.85	20.63	0.0010
Q9BYN0	20	22.24	20.17	0.9291
Q9BYN8	18	36.60	70.11	0.0010
Q9BYT8	2	9.04	16.56	0.1429
Q9BZ23	7	14.08	24.67	0.0030
Q9BZD4	1	0.00	0.00	0.0010
Q9BZE1	4	17.23	26.92	0.1219
Q9BZE4	2	26.68	37.91	0.3826
Q9BZJ0	12	45.15	59.16	0.0210
Q9BZK7	119	20.75	25.09	0.0010
Q9BZL1	14	9.76	14.03	0.0010
Q9BZR6	13	18.68	26.29	0.0040
Q9BZX2	57	16.81	22.07	0.0010
Q9BZZ5	31	27.22	38.09	0.0010
Q9C005	1	0.00	0.00	0.0010
Q9C029	6	9.98	16.54	0.0010
Q9C040	24	16.09	21.91	0.0010
Q9C0D3	22	15.44	24.61	0.0010
Q9GZN1	8	12.81	25.49	0.0010
Q9GZN7	12	11.96	31.06	0.0010
Q9GZQ8	4	4.40	15.47	0.0010
Q9GZS3	15	15.15	22.02	0.0010
Q9GZT4	1	0.00	0.00	0.0010
Q9GZT9	59	18.02	22.07	0.0010
Q9GZU1	11	20.06	37.22	0.0010
Q9GZU7	37	14.98	20.69	0.0010
Q9GZV9	1	0.00	0.00	0.0010
Q9GZX7	7	15.04	29.97	0.0020
Q9GZZ1	10	7.89	19.80	0.0010
Q9GZZ9	6	16.05	22.54	0.0639
Q9H008	24	12.75	22.95	0.0010
Q9H040	9	13.38	19.85	0.0010
Q9H063	15	16.56	19.12	0.0450
Q9H074	1	0.00	0.00	0.0010
Q9H082	2	3.18	10.01	0.0300
Q9H0B6	2	10.65	15.08	0.3267
Q9H0H0	24	50.59	62.90	0.0130
Q9H0M0	34	18.42	31.37	0.0010
Q9H0R8	12	18.35	16.70	0.8661
Q9H0U4	33	15.92	19.86	0.0010
Q9H0W7	1	0.00	0.00	0.0010
Q9H0W8	3	3.84	17.49	0.0010
Q9H0Z9	40	14.32	21.99	0.0010
Q9H147	14	10.77	17.63	0.0010
Q9H169	4	4.54	48.47	0.0010
Q9H1A4	99	32.89	56.67	0.0010
Q9H1C4	50	24.77	30.06	0.0010
Q9H1I8	3	21.58	21.92	0.4835
Q9H1J5	1	0.00	0.00	0.0010
Q9H1K1	1	0.00	0.00	0.0010
Q9H1K6	90	25.14	28.13	0.0010
Q9H1P3	34	13.32	29.70	0.0010
Q9H1Y0	18	13.93	24.29	0.0010
Q9H222	76	24.23	39.58	0.0010
Q9H244	5	6.06	31.13	0.0010
Q9H299	7	10.42	14.95	0.0160
Q9H2K8	13	12.46	23.67	0.0010
Q9H2X9	157	41.23	52.22	0.0010
Q9H3D4	49	17.77	27.23	0.0010
Q9H3H3	6	5.98	20.89	0.0010
Q9H3H5	7	9.22	24.33	0.0010
Q9H3L0	1	0.00	0.00	0.0010
Q9H3N1	1	0.00	0.00	0.0010
Q9H3P2	23	34.19	32.29	0.7053
Q9H3Z4	16	8.92	16.43	0.0010
Q9H444	40	22.02	21.81	0.5764
Q9H446	1	0.00	0.00	0.0010
Q9H492	41	17.30	18.38	0.0589
Q9H4A6	14	14.80	22.56	0.0010
Q9H4B4	13	12.45	23.28	0.0010
Q9H4B8	21	23.45	23.82	0.3966
Q9H4L5	11	12.02	24.75	0.0010
Q9H4P4	20	12.92	17.74	0.0010
Q9H4Z3	70	27.20	32.72	0.0010
Q9H5I1	56	17.70	24.91	0.0010
Q9H5Q4	2	9.66	13.35	0.3137
Q9H5X1	1	0.00	0.00	0.0010
Q9H633	3	16.55	14.46	0.6773
Q9H668	1	0.00	0.00	0.0010
Q9H6K1	26	12.37	18.21	0.0010
Q9H6P5	8	15.29	24.33	0.0030
Q9H6Y2	17	9.05	22.78	0.0010
Q9H7B4	40	19.48	28.81	0.0010
Q9H7P6	3	13.20	13.64	0.4845
Q9H7Z6	29	17.92	26.49	0.0010
Q9H832	29	21.99	22.83	0.2507
Q9H840	2	2.60	10.80	0.0060
Q9H875	1	0.00	0.00	0.0010
Q9H8M5	48	32.49	33.18	0.3227
Q9H8S9	2	10.44	11.04	0.4665
Q9H8V3	15	19.44	35.54	0.0010
Q9H8Y8	23	14.03	23.27	0.0010
Q9H944	2	2.57	11.22	0.0060
Q9H981	3	25.04	20.91	0.7652
Q9H993	1	0.00	0.00	0.0010
Q9H999	5	14.04	23.36	0.0120
Q9H9F9	19	10.79	26.00	0.0010
Q9H9G7	149	33.82	39.50	0.0010
Q9H9J2	7	12.37	29.80	0.0010
Q9H9S5	104	28.23	35.80	0.0010
Q9H9Z2	11	10.05	17.76	0.0010
Q9HA47	24	11.44	21.71	0.0010
Q9HAB8	27	15.34	25.04	0.0010
Q9HAJ7	13	8.27	15.67	0.0010
Q9HAS3	1	0.00	0.00	0.0010
Q9HAT8	12	13.29	21.41	0.0010
Q9HAU4	12	14.93	28.74	0.0010
Q9HAV4	62	33.46	46.01	0.0010
Q9HAZ1	6	20.02	22.73	0.2168
Q9HB71	1	0.00	0.00	0.0010
Q9HB90	22	14.09	26.12	0.0010
Q9HB96	46	17.94	75.55	0.0010
Q9HBH1	42	14.53	21.02	0.0010
Q9HBH9	39	21.50	27.31	0.0010
Q9HBW1	28	19.86	32.84	0.0010
Q9HC62	13	17.07	21.28	0.0140
Q9HCE5	24	21.55	24.75	0.0290
Q9HCG8	14	0.00	46.21	0.0010
Q9HCJ2	5	32.36	28.58	0.7133
Q9HCJ6	3	16.28	17.46	0.4056
Q9HCK4	16	55.18	69.32	0.0460
Q9HCK5	41	33.13	38.28	0.0040
Q9HCP0	10	13.71	23.12	0.0010
Q9HCS7	29	45.77	69.81	0.0010
Q9HCU5	9	11.05	22.52	0.0010
Q9HCU8	8	7.19	13.49	0.0010
Q9HD36	18	13.96	18.70	0.0010
Q9HD47	2	3.65	11.57	0.0340
Q9HD67	16	29.88	39.06	0.0150
Q9NP59	23	19.58	27.67	0.0010
Q9NP77	71	14.62	21.76	0.0010
Q9NP79	2	6.29	11.36	0.1558
Q9NP84	8	11.54	15.25	0.0809
Q9NP87	1	0.00	0.00	0.0010
Q9NP90	37	15.26	19.29	0.0010
Q9NP92	11	37.90	27.93	0.9960
Q9NP95	2	11.33	10.21	0.6444
Q9NP97	2	4.06	9.05	0.0829
Q9NPA0	5	6.45	15.56	0.0010
Q9NPA8	6	15.04	18.47	0.1349
Q9NPB1	7	6.79	19.51	0.0010
Q9NPD3	12	17.82	22.10	0.0300
Q9NPF4	9	21.61	22.81	0.3117
Q9NPF7	2	4.57	10.62	0.0759
Q9NPG2	6	5.49	16.92	0.0010
Q9NPH3	2	2.96	18.25	0.0120
Q9NPI8	8	24.57	30.42	0.0999
Q9NPZ5	22	17.44	23.12	0.0020
Q9NQ88	10	8.66	21.32	0.0010
Q9NQC7	23	19.28	27.14	0.0010
Q9NQG5	27	13.36	23.69	0.0010
Q9NQG6	5	5.41	22.76	0.0010
Q9NQL2	13	12.90	19.12	0.0010
Q9NQS3	4	25.31	34.21	0.2018
Q9NQT4	2	2.69	11.35	0.0100
Q9NQT5	3	12.67	18.15	0.1499
Q9NQU5	1	0.00	0.00	0.0010
Q9NQX4	2	18.32	19.08	0.4995
