ENST00000393469 A0/AV/02/swissmodel/41_636_7d10.1.A
ENST00000410061 Q9/H0/N0/swissmodel/11_176_5lef.1.A
ENST00000242210 Q9/H0/P0/swissmodel/46_336_4kx3.1.A
ENST00000381323 Q9/H0/Q0/swissmodel/1_323_6yjj.1.A
ENST00000526014 Q9/H0/Q3/swissmodel/24_90_2jo1.1.A
ENST00000370481 Q9/H0/R5/swissmodel/5_586_6k1z.1.A
ENST00000369046 Q9/H0/R6/swissmodel/1_503_4wj3.1.A
ENST00000358007 Q9/H0/S4/swissmodel/26_404_5ivl.1.A
ENST00000264601 Q9/H0/T7/swissmodel/14_184_5szh.1.B
ENST00000377079 Q9/H0/V9/swissmodel/49_298_2dup.1.A
ENST00000528288 Q9/H0/W9/swissmodel/3_315_1xcr.1.A
ENST00000381623 Q9/H1/06/swissmodel/30_169_2wng.1.A
ENST00000377009 Q9/H1/12/swissmodel/31_137_6uio.1.A
ENST00000377026 Q9/H1/15/swissmodel/8_292_3j96.1.H
ENST00000253807 Q9/H1/58/swissmodel/21_658_6vg4.1.A
ENST00000262150 Q9/H1/59/swissmodel/44_571_3q2w.1.B
ENST00000350889 Q9/H1/69/swissmodel/50_187_7cbz.1.E
ENST00000360779 Q9/H1/90/swissmodel/104_273_5g1e.1.A
ENST00000537026 Q9/H1/B4/swissmodel/96_355_4wyk.1.C
ENST00000017003 Q9/H1/B5/swissmodel/157_865_6ej8.1.A
ENST00000329858 Q9/H1/C0/swissmodel/21_307_5xsz.1.A
ENST00000227471 Q9/H1/C4/swissmodel/45_527_7c76.1.B
ENST00000397771 Q9/H1/I8/swissmodel/2_408_6yxq.1.B
ENST00000398754 Q9/H1/J5/swissmodel/22_337_7kc4.1.A
ENST00000397196 Q9/H1/J7/swissmodel/47_359_6ahy.2.B
ENST00000372466 Q9/H1/M0/swissmodel/78_183_5ijn.1.H
ENST00000375994 Q9/H1/R3/swissmodel/286_584_2x0g.1.A
ENST00000331565 Q9/H1/V8/swissmodel/60_673_6zbv.1.A
ENST00000372165 Q9/H1/X1/swissmodel/4_276_7jr9.1.A
ENST00000366554 Q9/H1/Y3/swissmodel/38_329_5dgy.1.B
ENST00000237380 Q9/H2/04/swissmodel/42_149_7lbm.1.i
ENST00000342972 Q9/H2/13/swissmodel/80_201_6wjh.1.A
ENST00000260645 Q9/H2/22/swissmodel/34_648_7jr7.1.A
ENST00000220325 Q9/H2/23/swissmodel/22_536_2qpt.1.B
ENST00000439028 Q9/H2/28/swissmodel/14_320_3v2w.1.A
ENST00000250144 Q9/H2/39/swissmodel/33_509_1su3.2.A
ENST00000583023 Q9/H2/52/swissmodel/3_715_5va1.1.D
ENST00000333371 Q9/H2/67/swissmodel/9_616_4bx9.2.A
ENST00000329715 Q9/H2/93/swissmodel/72_175_1jpy.2.A
ENST00000265605 Q9/H2/A2/swissmodel/8_486_4i25.1.A
ENST00000255224 Q9/H2/B2/swissmodel/151_424_3hn8.1.A
ENST00000361661 Q9/H2/B4/swissmodel/40_690_6rtc.1.A
ENST00000343348 Q9/H2/E6/swissmodel/20_568_3okw.1.A
ENST00000286175 Q9/H2/H8/swissmodel/1_160_2ok3.1.A
ENST00000372499 Q9/H2/I8/swissmodel/2_134_5mqf.1.W
ENST00000266682 Q9/H2/J7/swissmodel/51_645_6m18.1.C
ENST00000371627 Q9/H2/K2/swissmodel/57_768_5le2.2.A
ENST00000255192 Q9/H2/M3/swissmodel/8_362_4m3p.1.A
ENST00000370109 Q9/H2/P9/swissmodel/1_273_3i4t.1.B
ENST00000598239 Q9/H2/R5/swissmodel/22_256_5ms3.1.A
ENST00000512097 Q9/H2/S1/swissmodel/118_497_6cno.1.A
ENST00000496811 Q9/H2/U1/swissmodel/54_989_5vhe.1.A
ENST00000341695 Q9/H2/U2/swissmodel/34_334_6c45.1.A
ENST00000175238 Q9/H2/U9/swissmodel/193_627_2ero.1.B
ENST00000238609 Q9/H2/X8/swissmodel/4_95_2loq.1.A
ENST00000454036 Q9/H2/X9/swissmodel/86_1139_6m1y.1.A
ENST00000260229 Q9/H3/06/swissmodel/30_464_1su3.2.A
ENST00000368249 Q9/H3/10/swissmodel/6_432_3hd6.1.C
ENST00000270328 Q9/H3/24/swissmodel/239_819_6qig.1.C
ENST00000281589 Q9/H3/61/swissmodel/8_402_6r5k.1.E
ENST00000409850 Q9/H3/G5/swissmodel/70_468_1wpx.1.A
ENST00000316891 Q9/H3/H1/swissmodel/23_433_3eph.1.A
ENST00000438576 Q9/H3/H3/swissmodel/58_291_1ztp.1.A
ENST00000253233 Q9/H3/J6/swissmodel/50_163_7a5h.1.v
ENST00000305321 Q9/H3/K6/swissmodel/1_86_1v9j.1.A
ENST00000330978 Q9/H3/K6/swissmodel/1_86_1v9j.1.A
ENST00000295082 Q9/H3/M0/swissmodel/18_417_5wie.1.B
ENST00000369317 Q9/H3/M7/swissmodel/7_298_4ll1.1.A
ENST00000368285 Q9/H3/S1/swissmodel/36_644_1olz.1.A
ENST00000299882 Q9/H3/S3/swissmodel/111_455_7meq.1.A
ENST00000368913 Q9/H3/T2/swissmodel/26_573_3okw.1.A
ENST00000586582 Q9/H3/T3/swissmodel/62_656_6qp7.1.A
ENST00000418476 Q9/H3/U1/swissmodel/20_934_6qdl.1.A
ENST00000451085 Q9/H3/W5/swissmodel/123_505_2id5.1.A
ENST00000217043 Q9/H3/Y0/swissmodel/57_246_3q2u.1.A
ENST00000217188 Q9/H3/Y6/swissmodel/51_486_1k9a.1.A
ENST00000541604 Q9/H4/26/swissmodel/101_248_2q3x.1.A
ENST00000372861 Q9/H4/27/swissmodel/1_253_6rv2.1.A
ENST00000217402 Q9/H4/44/swissmodel/21_142_5fd7.1.A
ENST00000374694 Q9/H4/61/swissmodel/235_619_6ww2.1.D
ENST00000300784 Q9/H4/79/swissmodel/4_308_6oid.1.A
ENST00000374837 Q9/H4/92/swissmodel/2_119_3wan.1.A
ENST00000367627 Q9/H4/97/swissmodel/120_396_5j1s.1.A
ENST00000295640 Q9/H4/A4/swissmodel/8_634_2xpy.1.A
ENST00000271732 Q9/H4/A5/swissmodel/45_283_3kn1.1.A
ENST00000412757 Q9/H4/A9/swissmodel/70_419_6vgo.1.B
ENST00000264151 Q9/H4/B0/swissmodel/37_395_3zet.1.B
ENST00000217133 Q9/H4/B7/swissmodel/2_430_6s8l.1.B
ENST00000395065 Q9/H4/D5/swissmodel/196_507_4wyk.1.C
ENST00000316754 Q9/H4/E5/swissmodel/20_213_1a4r.1.A
ENST00000376979 Q9/H4/G1/swissmodel/50_145_1tij.1.A
ENST00000370823 Q9/H4/K7/swissmodel/59_395_7o9k.19.A
ENST00000359052 Q9/H4/L7/swissmodel/494_1020_6g7e.1.A
ENST00000320631 Q9/H4/M9/swissmodel/19_533_2qpt.1.B
ENST00000253008 Q9/H4/Q4/swissmodel/27_214_5ecj.1.A
ENST00000368648 Q9/H4/W6/swissmodel/36_394_3mlp.1.A
ENST00000545418 Q9/H5/03/swissmodel/2_90_2ezx.1.A
ENST00000375406 Q9/H5/68/swissmodel/3_365_4efh.1.A
ENST00000339042 Q9/H5/96/swissmodel/20_181_2esb.1.A
ENST00000380412 Q9/H5/H4/swissmodel/258_536_5wjq.1.C
ENST00000503781 Q9/H5/I5/swissmodel/8_2752_6kg7.1.A
ENST00000331373 Q9/H5/K3/swissmodel/55_338_5gz8.1.A
ENST00000252011 Q9/H5/Z1/swissmodel/23_700_3kx2.2.A
ENST00000336564 Q9/H6/09/swissmodel/32_166_2i13.2.C
ENST00000229002 Q9/H6/28/swissmodel/5_176_2atv.1.A
ENST00000433076 Q9/H6/33/swissmodel/4_124_6ahu.1.K
ENST00000314622 Q9/H6/49/swissmodel/15_335_4fzv.1.A
ENST00000332783 Q9/H6/72/swissmodel/25_310_6mol.1.A
ENST00000448775 Q9/H6/B4/swissmodel/19_227_3jz7.1.B
ENST00000221730 Q9/H6/B9/swissmodel/75_358_2zjf.1.B
ENST00000187762 Q9/H6/F2/swissmodel/10_234_6iyz.1.C
ENST00000245543 Q9/H6/L4/swissmodel/11_198_7dvq.1.m
ENST00000225296 Q9/H6/R0/swissmodel/76_701_6ff7.1.v
ENST00000548058 Q9/H6/R3/swissmodel/37_683_7knp.1.B
ENST00000161863 Q9/H6/S0/swissmodel/184_1171_5aor.2.A
ENST00000358337 Q9/H6/Y2/swissmodel/27_329_7kqq.1.A
ENST00000250457 Q9/H6/Z9/swissmodel/9_230_5lat.1.A
ENST00000391701 Q9/H7/07/swissmodel/88_403_5wjq.1.C
ENST00000317697 Q9/H7/65/swissmodel/19_250_5leb.1.A
ENST00000318160 Q9/H7/72/swissmodel/26_163_5hk5.1.D
ENST00000319285 Q9/H7/73/swissmodel/21_134_6sqw.1.C
ENST00000441448 Q9/H7/B2/swissmodel/12_291_7bt6.1.d
ENST00000388985 Q9/H7/B4/swissmodel/2_428_3pdn.1.A
ENST00000276440 Q9/H7/D0/swissmodel/1_1640_6tgc.1.A
ENST00000439040 Q9/H7/F0/swissmodel/3_1196_7op3.1.A
ENST00000330143 Q9/H7/X3/swissmodel/122_372_5wjq.1.C
ENST00000448516 Q9/H7/Z6/swissmodel/177_447_7cmr.1.A
ENST00000338961 Q9/H7/Z7/swissmodel/100_373_2pbj.1.A
ENST00000246112 Q9/H8/08/swissmodel/261_572_2ce9.2.A
ENST00000535273 Q9/H8/13/swissmodel/53_339_7jnc.1.A
ENST00000369563 Q9/H8/16/swissmodel/1_329_7a1f.1.A
ENST00000308982 Q9/H8/45/swissmodel/35_619_2uxw.1.B
ENST00000261560 Q9/H8/G1/swissmodel/202_508_5wjq.1.C
ENST00000372159 Q9/H8/H2/swissmodel/230_759_6c0f.1.8
ENST00000430325 Q9/H8/S5/swissmodel/77_275_6gu2.1.B
ENST00000287996 Q9/H8/X2/swissmodel/1_469_6fl8.1.A
ENST00000395759 Q9/H9/03/swissmodel/50_346_5tc4.1.B
ENST00000265350 Q9/H9/44/swissmodel/1_205_7enj.1.P
ENST00000485050 Q9/H9/74/swissmodel/1_414_6fv5.1.A
ENST00000298428 Q9/H9/S3/swissmodel/1_476_2wwb.1.A
ENST00000256398 Q9/H9/T3/swissmodel/85_546_6qk7.1.C
ENST00000370654 Q9/H9/Y2/swissmodel/56_349_6c0f.1.K
ENST00000263331 Q9/H9/Y6/swissmodel/32_1134_4c2m.2.F
ENST00000372211 Q9/HA/47/swissmodel/23_234_6n55.1.A
ENST00000269373 Q9/HA/64/swissmodel/1_309_6oid.1.A
ENST00000221543 Q9/HA/65/swissmodel/265_595_5tuc.1.A
ENST00000257347 Q9/HA/77/swissmodel/51_552_1u0b.1.B
ENST00000309930 Q9/HA/C7/swissmodel/44_424_4ed9.1.B
ENST00000370664 Q9/HA/C8/swissmodel/17_135_2ksn.1.A
ENST00000262103 Q9/HA/E3/swissmodel/17_203_5x9a.1.A
ENST00000307635 Q9/HA/H1/swissmodel/114_448_5wjq.1.C
ENST00000520164 Q9/HA/K2/swissmodel/35_384_3mlp.1.A
ENST00000376238 Q9/HA/S3/swissmodel/100_614_6ksw.1.A
ENST00000263593 Q9/HA/T2/swissmodel/25_514_7kmm.1.A
ENST00000270357 Q9/HA/U8/swissmodel/27_675_2r59.1.A
ENST00000232564 Q9/HA/V0/swissmodel/3_340_7d76.1.B
ENST00000264954 Q9/HA/V7/swissmodel/60_217_1dkg.1.A
ENST00000317897 Q9/HA/Y2/swissmodel/71_284_5hvq.1.A
ENST00000258168 Q9/HA/Y6/swissmodel/2_520_4f30.1.B
ENST00000327876 Q9/HB/15/swissmodel/35_303_3ukm.1.A
ENST00000222382 Q9/HB/55/swissmodel/26_497_5a1r.1.A
ENST00000343702 Q9/HB/63/swissmodel/30_462_4wnx.1.A
ENST00000305141 Q9/HB/89/swissmodel/24_364_6ko5.1.A
ENST00000229769 Q9/HB/96/swissmodel/12_535_7kzr.1.D
ENST00000418703 Q9/HB/A0/swissmodel/146_811_7lr0.1.A
ENST00000264497 Q9/HB/E4/swissmodel/33_152_3tgx.4.B
ENST00000310018 Q9/HB/G4/swissmodel/3_835_6vq7.1.S
ENST00000267205 Q9/HB/H0/swissmodel/18_194_1e96.1.A
ENST00000381249 Q9/HB/H5/swissmodel/37_335_3rd5.1.A
ENST00000402119 Q9/HB/I6/swissmodel/46_519_6c94.1.A
ENST00000380342 Q9/HB/J8/swissmodel/15_169_6m18.1.B
ENST00000369880 Q9/HB/K9/swissmodel/38_327_5evj.1.A
ENST00000273286 Q9/HB/L6/swissmodel/19_228_2v9t.1.B
ENST00000262717 Q9/HB/T6/swissmodel/60_602_7a7d.1.H
ENST00000464847 Q9/HB/T8/swissmodel/212_489_5wjq.1.C
ENST00000266517 Q9/HB/U6/swissmodel/118_447_2ig7.1.A
ENST00000542587 Q9/HB/W0/swissmodel/29_310_4z35.1.A
ENST00000367278 Q9/HB/X8/swissmodel/39_547_4bss.1.A
ENST00000159060 Q9/HB/Y0/swissmodel/2_568_7d3e.1.A
ENST00000341458 Q9/HB/Y8/swissmodel/28_360_6npz.2.A
ENST00000303329 Q9/HB/Z2/swissmodel/62_438_4f3l.1.A
ENST00000295619 Q9/HC/23/swissmodel/28_127_1imt.1.A
ENST00000300589 Q9/HC/29/swissmodel/215_1040_5irm.1.A
ENST00000318522 Q9/HC/35/swissmodel/223_864_4ci8.2.A
ENST00000301329 Q9/HC/38/swissmodel/1_287_3zi1.1.A
ENST00000544246 Q9/HC/56/swissmodel/25_667_6vg4.1.A
ENST00000381567 Q9/HC/73/swissmodel/29_218_5j11.1.C
ENST00000391984 Q9/HC/96/swissmodel/4_497_3bow.1.A
ENST00000438013 Q9/HC/97/swissmodel/19_286_5xsz.1.A
ENST00000373600 Q9/HC/98/swissmodel/10_306_1opl.1.A
ENST00000340941 Q9/HC/C0/swissmodel/28_563_3u9r.1.F
ENST00000361125 Q9/HC/E7/swissmodel/219_751_6j1x.1.A
ENST00000159087 Q9/HC/E9/swissmodel/62_891_6r7y.1.A
ENST00000377110 Q9/HC/F6/swissmodel/50_1265_6co7.1.A
ENST00000378103 Q9/HC/G7/swissmodel/78_890_5ncx.1.A
ENST00000244751 Q9/HC/H3/swissmodel/20_562_6kxk.1.A
ENST00000487694 Q9/HC/K4/swissmodel/22_840_6iaa.2.A
ENST00000344876 Q9/HC/L0/swissmodel/29_678_6vg4.1.A
ENST00000270001 Q9/HC/L3/swissmodel/171_475_5v3m.1.C
ENST00000359827 Q9/HC/M2/swissmodel/40_1222_5l56.1.B
ENST00000376656 Q9/HC/M9/swissmodel/145_516_4cg4.1.A
ENST00000264718 Q9/HC/N4/swissmodel/19_269_5hci.1.A
ENST00000310373 Q9/HC/N6/swissmodel/26_272_6aed.1.A
ENST00000248958 Q9/HC/N8/swissmodel/32_206_1t9f.1.A
ENST00000397325 Q9/HC/Q5/swissmodel/88_597_6pxu.1.A
ENST00000286063 Q9/HC/R9/swissmodel/169_908_6mzb.1.B
ENST00000550308 Q9/HC/S2/swissmodel/44_519_6c94.1.A
ENST00000215530 Q9/HC/T0/swissmodel/32_170_1nun.1.A
ENST00000513104 Q9/HC/X4/swissmodel/38_845_6uz8.1.A
ENST00000347606 Q9/HC/Z1/swissmodel/234_595_5wjq.1.C
ENST00000336283 Q9/HD/15/swissmodel/107_236_2mgx.1.A
ENST00000357324 Q9/HD/20/swissmodel/48_1202_6xmp.1.A
ENST00000397901 Q9/HD/42/swissmodel/1_196_6tz4.65.A
ENST00000221515 Q9/HD/89/swissmodel/17_107_1rgx.1.A
ENST00000264735 Q9/HD/D0/swissmodel/11_135_4q95.1.A
ENST00000400521 Q9/NN/W7/swissmodel/37_518_3dgz.1.A
ENST00000308191 Q9/NP/56/swissmodel/100_418_4y2b.1.A
ENST00000265316 Q9/NP/58/swissmodel/27_827_7d7n.1.A
ENST00000261024 Q9/NP/59/swissmodel/16_546_6wbv.1.B
ENST00000542678 Q9/NP/78/swissmodel/174_740_5u1d.1.A
ENST00000600042 Q9/NP/81/swissmodel/39_507_1wle.1.A
ENST00000293255 Q9/NP/86/swissmodel/1_172_3u0k.1.A
ENST00000358525 Q9/NP/91/swissmodel/2_582_6m18.1.C
ENST00000336577 Q9/NP/A2/swissmodel/25_508_1ck7.1.A
ENST00000336949 Q9/NP/A3/swissmodel/9_179_3ont.1.B
ENST00000294288 Q9/NP/B3/swissmodel/70_219_3sg4.1.A
ENST00000249887 Q9/NP/B9/swissmodel/23_321_6lfm.1.F
ENST00000528054 Q9/NP/C1/swissmodel/18_312_7k15.1.A
ENST00000543919 Q9/NP/C1/swissmodel/18_312_7k15.1.A
ENST00000520439 Q9/NP/C2/swissmodel/1_254_6rv2.1.A
ENST00000303077 Q9/NP/C8/swissmodel/2_185_4egc.1.A
ENST00000367274 Q9/NP/D8/swissmodel/1_153_6r75.1.A
ENST00000328848 Q9/NP/E3/swissmodel/1_64_7bgb.1.C
ENST00000330889 Q9/NP/F8/swissmodel/5_373_3lju.1.A
ENST00000231484 Q9/NP/G4/swissmodel/31_697_6vg4.1.A
ENST00000369238 Q9/NP/H0/swissmodel/42_419_4job.1.A
ENST00000338128 Q9/NP/H2/swissmodel/4_508_1rm0.1.C
ENST00000317757 Q9/NP/H3/swissmodel/24_345_4yfd.1.A
ENST00000372034 Q9/NP/H6/swissmodel/17_168_4run.2.A
ENST00000168977 Q9/NP/I5/swissmodel/1_194_2qg6.1.A
ENST00000392670 Q9/NP/I9/swissmodel/32_350_3spg.1.D
ENST00000258648 Q9/NP/J6/swissmodel/26_192_7emf.1.C
ENST00000218004 Q9/NP/J8/swissmodel/4_141_4wyk.1.B
ENST00000404025 Q9/NP/P4/swissmodel/93_1024_4kxf.5.A
ENST00000325207 Q9/NP/Q8/swissmodel/1_492_6tyl.1.A
ENST00000411539 Q9/NP/R2/swissmodel/42_676_1olz.1.A
ENST00000326735 Q9/NQ/11/swissmodel/31_1167_7op1.1.A
ENST00000368043 Q9/NQ/25/swissmodel/26_215_2if7.1.B
ENST00000293872 Q9/NQ/29/swissmodel/2_231_6n7p.1.I
ENST00000556468 Q9/NQ/55/swissmodel/29_300_6c0f.1.d
ENST00000338037 Q9/NQ/66/swissmodel/12_833_3ohm.1.B
ENST00000327087 Q9/NQ/90/swissmodel/90_947_6qp6.1.A
ENST00000265310 Q9/NQ/A5/swissmodel/27_638_6o1p.1.A
ENST00000505374 Q9/NQ/I0/swissmodel/246_672_4d25.1.A
ENST00000369415 Q9/NQ/L2/swissmodel/62_371_6ulg.1.H
ENST00000394140 Q9/NQ/R4/swissmodel/1_274_2w1v.1.A
ENST00000502935 Q9/NQ/W7/swissmodel/3_619_3ctz.1.B
ENST00000320005 Q9/NQ/W8/swissmodel/209_648_7lft.1.A
ENST00000264808 Q9/NQ/X1/swissmodel/164_484_5wjq.1.C
ENST00000478722 Q9/NQ/X3/swissmodel/318_736_2fu3.1.A
ENST00000261839 Q9/NQ/X4/swissmodel/5_966_2dfs.1.A
ENST00000253144 Q9/NQ/X6/swissmodel/156_462_5wjq.1.C
ENST00000370489 Q9/NQ/Z7/swissmodel/59_542_6wg5.1.A
ENST00000328070 Q9/NQ/Z8/swissmodel/129_434_5v3j.2.C
ENST00000505242 Q9/NR/11/swissmodel/197_472_5v3j.2.C
ENST00000253382 Q9/NR/19/swissmodel/26_694_5vpv.1.A
ENST00000540757 Q9/NR/20/swissmodel/33_406_5y86.1.A
ENST00000228820 Q9/NR/21/swissmodel/136_338_2pqf.6.A
ENST00000443649 Q9/NR/28/swissmodel/68_239_4tx5.1.A
ENST00000354185 Q9/NR/30/swissmodel/188_608_5ivl.1.A
ENST00000483063 Q9/NR/33/swissmodel/32_116_5g49.1.B
ENST00000374332 Q9/NR/34/swissmodel/163_617_1nxc.1.A
ENST00000372564 Q9/NR/46/swissmodel/2_300_6up6.1.A
ENST00000243440 Q9/NR/55/swissmodel/33_98_5vpe.2.A
ENST00000249749 Q9/NR/61/swissmodel/27_439_4xbm.2.A
ENST00000001146 Q9/NR/63/swissmodel/45_492_2ve3.1.A
ENST00000338458 Q9/NR/81/swissmodel/114_449_2z0q.1.A
ENST00000342056 Q9/NR/82/swissmodel/107_576_7byl.1.A
ENST00000360658 Q9/NR/96/swissmodel/42_840_7cyn.1.A
ENST00000245222 Q9/NR/A0/swissmodel/176_645_3vzb.1.A
ENST00000355773 Q9/NR/A2/swissmodel/33_487_6v4d.1.A
ENST00000246081 Q9/NR/C9/swissmodel/22_127_1i1j.1.A
ENST00000393674 Q9/NR/D0/swissmodel/123_316_5nlv.1.A
ENST00000376753 Q9/NR/D1/swissmodel/9_260_3wso.1.A
ENST00000603300 Q9/NR/D8/swissmodel/28_1548_7d3e.1.A
ENST00000321429 Q9/NR/D9/swissmodel/22_1551_7d3e.1.A
ENST00000380390 Q9/NR/E1/swissmodel/31_256_1slm.1.A
ENST00000374171 Q9/NR/F9/swissmodel/7_98_2byk.2.B
ENST00000220913 Q9/NR/G0/swissmodel/14_96_7cvq.1.A
ENST00000251412 Q9/NR/H3/swissmodel/2_446_3cb2.1.A
ENST00000404991 Q9/NR/J5/swissmodel/19_498_1q78.1.A
ENST00000361016 Q9/NR/J7/swissmodel/30_662_6e6b.1.A
ENST00000264784 Q9/NR/M0/swissmodel/55_520_4ybq.1.A
ENST00000320334 Q9/NR/N5/swissmodel/134_400_6qhj.1.A
ENST00000512478 Q9/NR/P0/swissmodel/28_147_6s7o.1.H
ENST00000234798 Q9/NR/R2/swissmodel/38_271_1lto.1.A
ENST00000437212 Q9/NR/S4/swissmodel/92_436_7meq.1.A
ENST00000014930 Q9/NR/V9/swissmodel/7_189_2gov.1.A
ENST00000369130 Q9/NR/W7/swissmodel/1_556_6xm1.1.A
ENST00000393825 Q9/NR/X3/swissmodel/9_87_5z62.1.N
ENST00000339697 Q9/NR/X5/swissmodel/30_449_6sp2.1.A
ENST00000348459 Q9/NR/Z9/swissmodel/214_824_3mwy.1.A
ENST00000367440 Q9/NS/18/swissmodel/54_164_2ht9.1.B
ENST00000381312 Q9/NS/39/swissmodel/278_738_6vff.1.B
ENST00000332142 Q9/NS/40/swissmodel/7_870_5k7l.1.A
ENST00000461105 Q9/NS/61/swissmodel/75_270_3dd4.1.A
ENST00000216034 Q9/NS/69/swissmodel/29_118_7cp9.1.H
ENST00000253188 Q9/NS/82/swissmodel/41_496_7cmh.1.B
ENST00000451037 Q9/NS/85/swissmodel/32_302_6b00.1.A
ENST00000254770 Q9/NS/86/swissmodel/22_444_6wq1.1.A
ENST00000231721 Q9/NS/98/swissmodel/27_675_1olz.1.A
ENST00000593756 Q9/NS/A1/swissmodel/31_204_5w21.1.B
ENST00000218176 Q9/NS/A2/swissmodel/36_419_5wie.1.B
ENST00000156626 Q9/NS/C7/swissmodel/279_590_6apl.4.A
ENST00000343164 Q9/NS/D5/swissmodel/30_575_4xp9.1.A
ENST00000443053 Q9/NS/E2/swissmodel/66_258_6i5j.2.A
ENST00000302637 Q9/NS/E4/swissmodel/58_1011_1ffy.1.B
ENST00000422277 Q9/NS/U2/swissmodel/6_234_3u3y.1.A
ENST00000283290 Q9/NT/62/swissmodel/27_309_2dyt.1.A
ENST00000599957 Q9/NT/99/swissmodel/56_452_3zyo.1.A
ENST00000381655 Q9/NT/I2/swissmodel/55_1186_6roh.1.A
ENST00000357388 Q9/NT/J3/swissmodel/79_1281_6yvu.1.B
ENST00000565683 Q9/NT/J4/swissmodel/5_1035_6lz1.1.A
ENST00000389061 Q9/NT/J5/swissmodel/8_453_3lwt.1.A
ENST00000210633 Q9/NT/N9/swissmodel/30_652_1olz.1.A
ENST00000339480 Q9/NT/Q9/swissmodel/1_210_7jkc.1.A
ENST00000064571 Q9/NT/U7/swissmodel/67_201_5h4c.1.A
ENST00000488757 Q9/NU/63/swissmodel/91_323_5v3j.1.C
ENST00000323482 Q9/NU/B1/swissmodel/51_680_5jrh.1.A
ENST00000379542 Q9/NU/H8/swissmodel/11_110_2loo.1.A
ENST00000273359 Q9/NU/J1/swissmodel/53_302_6ny9.1.C
ENST00000332395 Q9/NU/L7/swissmodel/87_504_4nho.1.A
ENST00000264689 Q9/NU/Q7/swissmodel/7_469_3oqc.1.A
ENST00000429586 Q9/NU/Q8/swissmodel/176_702_5zxd.2.A
ENST00000519824 Q9/NU/Q9/swissmodel/1_324_6yjj.1.A
ENST00000358849 Q9/NU/T2/swissmodel/132_714_5och.1.A
ENST00000302243 Q9/NU/U7/swissmodel/54_478_6b4k.1.A
ENST00000399002 Q9/NU/V7/swissmodel/43_536_7k0j.1.B
ENST00000297579 Q9/NV/06/swissmodel/1_444_7aju.45.A
ENST00000378217 Q9/NV/23/swissmodel/25_265_4xjv.1.A
ENST00000314852 Q9/NV/31/swissmodel/2_183_6lqr.41.A
ENST00000540331 Q9/NV/72/swissmodel/251_527_5wjq.1.C
ENST00000521022 Q9/NV/88/swissmodel/5_658_7cun.1.H
ENST00000264893 Q9/NV/A2/swissmodel/39_308_6upr.1.B
ENST00000251871 Q9/NV/C6/swissmodel/1_651_7ena.65.A
ENST00000367202 Q9/NV/F9/swissmodel/60_381_2ig7.1.A
ENST00000372648 Q9/NV/G8/swissmodel/3_398_1fkm.1.A
ENST00000366994 Q9/NV/H2/swissmodel/21_928_7cun.1.F
ENST00000339507 Q9/NV/M4/swissmodel/27_688_4c4a.1.A
ENST00000392839 Q9/NV/N3/swissmodel/1_484_6vu8.1.A
ENST00000263239 Q9/NV/P1/swissmodel/186_625_6c0f.1.8
ENST00000225573 Q9/NV/S9/swissmodel/49_261_1nrg.1.B
ENST00000299853 Q9/NV/U0/swissmodel/6_433_7ae1.1.M
ENST00000356260 Q9/NV/U7/swissmodel/6_461_6ylh.1.o
ENST00000374692 Q9/NV/V0/swissmodel/5_228_6iz3.1.A
ENST00000442241 Q9/NV/X2/swissmodel/13_485_4wjs.1.A
ENST00000228347 Q9/NW/08/swissmodel/18_1132_7ae1.1.B
ENST00000402135 Q9/NW/38/swissmodel/1_370_7kzp.1.H
ENST00000265107 Q9/NW/82/swissmodel/174_501_6zym.1.U
ENST00000268711 Q9/NW/A0/swissmodel/65_142_7emf.1.G
ENST00000323523 Q9/NW/C5/swissmodel/3_251_7oqz.1.A
ENST00000305958 Q9/NW/M0/swissmodel/24_552_5mbx.1.A
ENST00000394650 Q9/NW/R8/swissmodel/59_331_6o58.1.I
ENST00000266069 Q9/NW/U2/swissmodel/26_223_7nsc.1.C
ENST00000448290 Q9/NW/Z3/swissmodel/164_458_5uiu.2.A
ENST00000543010 Q9/NX/02/swissmodel/155_1046_6npy.1.A
ENST00000276062 Q9/NX/14/swissmodel/52_152_6zka.1.Y
ENST00000301761 Q9/NX/18/swissmodel/50_162_6vax.1.B
ENST00000274606 Q9/NX/24/swissmodel/25_152_7bgb.1.F
ENST00000406925 Q9/NX/55/swissmodel/35_129_6c95.1.C
ENST00000267328 Q9/NX/57/swissmodel/3_205_5szh.1.B
ENST00000315588 Q9/NX/70/swissmodel/53_186_6w1s.1.W
ENST00000354666 Q9/NX/B9/swissmodel/17_265_6y7f.1.A
ENST00000435680 Q9/NX/D2/swissmodel/35_667_5gnh.1.A
ENST00000343546 Q9/NX/G6/swissmodel/107_481_6tp5.1.A
ENST00000316316 Q9/NX/L9/swissmodel/8_623_5xf8.1.A
ENST00000344773 Q9/NX/R7/swissmodel/1_383_6gvw.1.C
ENST00000396128 Q9/NX/S3/swissmodel/282_570_6fmp.1.A
ENST00000396154 Q9/NX/T0/swissmodel/85_368_5wjq.1.C
ENST00000504924 Q9/NX/U5/swissmodel/26_199_3doe.1.A
ENST00000370336 Q9/NX/Z2/swissmodel/183_622_6uv1.1.A
ENST00000252318 Q9/NY/28/swissmodel/132_627_6e7i.1.A
ENST00000356018 Q9/NY/30/swissmodel/1_116_3e9v.1.A
