ENST00000322209 A0/A0/24RBG1/swissmodel/9_147_2duk.1.A
ENST00000305560 Q9/BV/Q7/swissmodel/9_744_5e7p.1.A
ENST00000274787 Q9/BW/72/swissmodel/23_104_2lom.1.A
ENST00000433985 Q9/BW/83/swissmodel/1_178_2f9m.1.A
ENST00000369064 Q9/BW/92/swissmodel/59_711_1nyq.1.B
ENST00000489432 Q9/BW/E0/swissmodel/233_566_5wjq.1.C
ENST00000418971 Q9/BW/P8/swissmodel/116_270_4yli.2.C
ENST00000454838 Q9/BW/S9/swissmodel/33_393_3bxw.1.A
ENST00000240488 Q9/BW/T6/swissmodel/7_204_4y66.2.A
ENST00000368911 Q9/BW/U1/swissmodel/1_362_5cei.1.A
ENST00000273395 Q9/BW/V1/swissmodel/136_810_4pbx.1.A
ENST00000239587 Q9/BW/V7/swissmodel/86_419_4ylr.1.A
ENST00000307126 Q9/BX/10/swissmodel/194_588_1eft.1.A
ENST00000379052 Q9/BX/46/swissmodel/7_133_5ifn.1.B
ENST00000286890 Q9/BX/51/swissmodel/37_225_4gdx.1.B
ENST00000299106 Q9/BX/67/swissmodel/30_237_1nbq.1.A
ENST00000360774 Q9/BX/84/swissmodel/12_1203_6drk.1.A
ENST00000362032 Q9/BX/A5/swissmodel/10_320_6ibb.1.A
ENST00000587522 Q9/BX/A6/swissmodel/9_270_6c9d.1.A
ENST00000390666 Q9/BX/A7/swissmodel/12_319_3ujg.1.A
ENST00000432564 Q9/BX/C0/swissmodel/13_293_5ndd.1.A
ENST00000645147 Q9/BX/C1/swissmodel/16_307_5ung.1.A
ENST00000403477 Q9/BX/I6/swissmodel/83_365_3hzj.3.A
ENST00000302514 Q9/BX/J3/swissmodel/17_315_4dou.1.A
ENST00000382065 Q9/BX/J4/swissmodel/117_245_4oum.1.A
ENST00000321556 Q9/BX/M7/swissmodel/150_574_6eqi.1.C
ENST00000375544 Q9/BX/N1/swissmodel/72_375_1xku.1.A
ENST00000304084 Q9/BX/N2/swissmodel/117_245_2bpd.1.A
ENST00000444449 Q9/BX/S5/swissmodel/2_423_1w63.1.C
ENST00000359202 Q9/BX/U8/swissmodel/6_177_5jkl.1.A
ENST00000395275 Q9/BX/U9/swissmodel/31_197_2f2p.1.A
ENST00000336737 Q9/BX/W7/swissmodel/44_419_3rf6.1.A
ENST00000287647 Q9/BX/W9/swissmodel/45_1393_3s4w.1.B
ENST00000360128 Q9/BX/Y0/swissmodel/3_190_6c0f.1.G
ENST00000602198 Q9/BY/14/swissmodel/50_224_3bt1.1.C
ENST00000260843 Q9/BY/21/swissmodel/32_321_4pxz.1.A
ENST00000460851 Q9/BY/44/swissmodel/3_418_3wj9.2.A
ENST00000587834 Q9/BY/50/swissmodel/61_164_1jhc.1.A
ENST00000541639 Q9/BY/66/swissmodel/7_806_5k4l.1.A
ENST00000331581 Q9/BY/67/swissmodel/45_343_6iaa.2.A
ENST00000291592 Q9/BY/71/swissmodel/30_190_2v9t.1.B
ENST00000327582 Q9/BY/C2/swissmodel/40_516_1m3e.1.B
ENST00000482352 Q9/BY/C9/swissmodel/10_149_6nu3.14.A
ENST00000315567 Q9/BY/D6/swissmodel/90_313_3qoy.1.A
ENST00000330368 Q9/BY/D9/swissmodel/8_372_3ci5.1.A
ENST00000395905 Q9/BY/S8/swissmodel/89_346_4u09.1.A
ENST00000370351 Q9/BY/T1/swissmodel/32_419_6e9n.2.A
ENST00000447869 Q9/BY/T3/swissmodel/112_426_3lij.1.A
ENST00000231420 Q9/BY/V1/swissmodel/64_510_6fyq.1.A
ENST00000357685 Q9/BY/V7/swissmodel/49_579_4f30.1.B
ENST00000307144 Q9/BY/Z2/swissmodel/51_381_5w8k.1.B
ENST00000317568 Q9/BZ/67/swissmodel/28_372_4hdo.1.A
ENST00000602297 Q9/BZ/81/swissmodel/16_242_2wa0.1.A
ENST00000373189 Q9/BZ/D2/swissmodel/46_469_6ob6.1.A
ENST00000530811 Q9/BZ/E2/swissmodel/60_379_4iqm.1.A
ENST00000360803 Q9/BZ/E4/swissmodel/1_634_3jct.1.1
ENST00000270593 Q9/BZ/G2/swissmodel/32_378_1nd6.1.A
ENST00000211076 Q9/BZ/J3/swissmodel/38_242_6o1f.1.A
ENST00000229955 Q9/BZ/J6/swissmodel/77_389_5v54.1.B
ENST00000322241 Q9/BZ/J7/swissmodel/17_307_3pbl.1.A
ENST00000618721 Q9/BZ/J8/swissmodel/37_360_5zbh.1.A
ENST00000526627 Q9/BZ/L3/swissmodel/18_50_2na8.1.A
ENST00000375102 Q9/BZ/M2/swissmodel/21_145_5wzs.1.A
ENST00000367351 Q9/BZ/M5/swissmodel/26_234_6mp1.1.A
ENST00000229708 Q9/BZ/M6/swissmodel/29_232_4lcw.1.A
ENST00000643721 Q9/BZ/R9/swissmodel/7_305_6qaj.1.A
ENST00000396650 Q9/C0/02/swissmodel/3_74_5z62.1.N
ENST00000376694 Q9/C0/19/swissmodel/121_465_4cg4.1.A
ENST00000274773 Q9/C0/29/swissmodel/164_511_6fln.1.B
ENST00000380097 Q9/C0/30/swissmodel/135_487_4cg4.1.A
ENST00000355947 Q9/C0/37/swissmodel/125_499_4cg4.1.A
ENST00000338700 Q9/C0/40/swissmodel/320_740_6fpt.1.A
ENST00000255305 Q9/C0/E2/swissmodel/4_1148_5dlq.1.A
ENST00000314011 Q9/C0/F3/swissmodel/163_441_5wjq.1.C
ENST00000389394 Q9/C0/G6/swissmodel/254_4156_6sc2.1.A
ENST00000252071 Q9/C0/K3/swissmodel/1_195_4xei.1.A
ENST00000194530 Q9/C0/K7/swissmodel/58_387_2wtk.1.B
ENST00000303324 Q9/GZ/K3/swissmodel/20_309_6bqh.1.A
ENST00000377147 Q9/GZ/K7/swissmodel/25_308_5mzj.1.A
ENST00000271064 Q9/GZ/M7/swissmodel/113_451_2c0y.1.A
ENST00000161006 Q9/GZ/N4/swissmodel/50_295_3gyl.1.A
ENST00000335875 Q9/GZ/N6/swissmodel/102_695_4xp9.1.A
ENST00000246151 Q9/GZ/P4/swissmodel/28_178_1wwy.1.A
ENST00000255262 Q9/GZ/Q4/swissmodel/46_346_6osa.1.A
ENST00000277942 Q9/GZ/Q6/swissmodel/40_346_5zbh.1.A
ENST00000377792 Q9/GZ/S1/swissmodel/9_405_5w66.1.M
ENST00000258411 Q9/GZ/T5/swissmodel/59_417_6ahy.1.B
ENST00000651500 Q9/GZ/T8/swissmodel/27_377_2gx8.1.A
ENST00000342595 Q9/GZ/U5/swissmodel/34_377_3rg1.3.B
ENST00000307518 Q9/GZ/V1/swissmodel/65_334_5lw1.2.A
ENST00000295822 Q9/GZ/V4/swissmodel/15_150_5dlq.1.C
ENST00000243644 Q9/GZ/X5/swissmodel/124_425_5wjq.1.C
ENST00000625106 Q9/GZ/Y0/swissmodel/207_554_4wyk.1.C
ENST00000604395 Q9/GZ/Y0/swissmodel/207_554_4wyk.1.C
ENST00000250699 Q9/GZ/Z6/swissmodel/28_449_6pv7.1.A
ENST00000319242 Q9/GZ/Z7/swissmodel/22_253_2v5e.1.A
ENST00000517905 Q9/H0/13/swissmodel/205_688_5y31.1.A
ENST00000256544 Q9/H0/79/swissmodel/139_303_6gzc.1.A
ENST00000281154 Q9/H0/C2/swissmodel/17_304_1okc.1.A
ENST00000261721 Q9/H0/C5/swissmodel/50_314_3i3n.1.B
ENST00000254654 Q9/H0/C8/swissmodel/105_391_4raf.1.A
ENST00000377191 Q9/H0/D6/swissmodel/1_793_3fqd.1.A
ENST00000280605 Q9/H0/I9/swissmodel/3_625_6ha3.1.A
ENST00000344862 Q9/H0/K6/swissmodel/229_701_5kkp.1.A
ENST00000410061 Q9/H0/N0/swissmodel/11_176_5lef.1.A
ENST00000370481 Q9/H0/R5/swissmodel/7_574_1f5n.1.A
ENST00000369046 Q9/H0/R6/swissmodel/1_504_2g5h.1.A
ENST00000421801 Q9/H0/R8/swissmodel/1_117_5yip.1.A
ENST00000264601 Q9/H0/T7/swissmodel/14_183_2oil.1.A
ENST00000377079 Q9/H0/V9/swissmodel/49_298_2dup.1.A
ENST00000377009 Q9/H1/12/swissmodel/28_138_1tij.1.A
ENST00000347397 Q9/H1/14/swissmodel/22_135_2ch9.1.A
ENST00000253807 Q9/H1/58/swissmodel/21_656_6e6b.1.A
ENST00000262150 Q9/H1/59/swissmodel/44_579_5erd.1.A
ENST00000619701 Q9/H1/72/swissmodel/58_644_6hzm.1.A
ENST00000381812 Q9/H1/90/swissmodel/104_273_5g1e.1.A
ENST00000473265 Q9/H1/B4/swissmodel/96_386_4wyk.1.C
ENST00000017003 Q9/H1/B5/swissmodel/157_865_6ej8.1.A
ENST00000431922 Q9/H1/C0/swissmodel/19_307_5xsz.1.A
ENST00000481538 Q9/H1/E1/swissmodel/33_156_3rid.1.A
ENST00000537031 Q9/H1/J7/swissmodel/46_359_6ahy.1.B
ENST00000399813 Q9/H1/K4/swissmodel/6_311_6gci.1.A
ENST00000372466 Q9/H1/M0/swissmodel/77_182_5c3l.1.C
ENST00000331565 Q9/H1/V8/swissmodel/59_658_4xph.1.A
ENST00000366554 Q9/H1/Y3/swissmodel/36_326_6cmo.1.A
ENST00000218056 Q9/H1/Z4/swissmodel/163_484_4cy3.1.A
ENST00000342972 Q9/H2/13/swissmodel/84_207_6r7t.1.B
ENST00000220325 Q9/H2/23/swissmodel/6_518_4cid.1.A
ENST00000333430 Q9/H2/28/swissmodel/11_320_3v2w.1.A
ENST00000605424 Q9/H2/39/swissmodel/127_510_1fbl.1.A
ENST00000583023 Q9/H2/52/swissmodel/3_715_5va1.1.A
ENST00000333371 Q9/H2/67/swissmodel/4_615_4bx9.2.A
ENST00000329715 Q9/H2/93/swissmodel/72_174_1jpy.1.B
ENST00000265605 Q9/H2/A2/swissmodel/10_486_4oe2.1.A
ENST00000398516 Q9/H2/B4/swissmodel/8_690_6rtc.1.A
ENST00000297578 Q9/H2/D1/swissmodel/19_308_6gci.1.A
ENST00000297679 Q9/H2/F3/swissmodel/10_364_1kew.1.A
ENST00000286175 Q9/H2/H8/swissmodel/1_160_2oju.1.A
ENST00000264254 Q9/H2/J4/swissmodel/17_206_1a0r.1.C
ENST00000266682 Q9/H2/J7/swissmodel/59_655_4xp4.1.A
ENST00000255192 Q9/H2/M3/swissmodel/10_362_1umy.1.A
ENST00000370109 Q9/H2/P9/swissmodel/1_271_3i4t.1.A
ENST00000598239 Q9/H2/R5/swissmodel/22_253_5ms4.3.A
ENST00000341695 Q9/H2/U2/swissmodel/34_334_6c45.1.A
ENST00000238609 Q9/H2/X8/swissmodel/2_96_2loq.1.A
ENST00000260229 Q9/H3/06/swissmodel/31_465_1su3.1.A
ENST00000537040 Q9/H3/10/swissmodel/6_434_3hd6.1.A
ENST00000322641 Q9/H3/46/swissmodel/23_313_3pds.1.A
ENST00000265394 Q9/H3/G5/swissmodel/58_471_4mws.1.A
ENST00000316891 Q9/H3/H1/swissmodel/23_432_3eph.1.A
ENST00000438576 Q9/H3/H3/swissmodel/59_292_2q4k.2.A
ENST00000253233 Q9/H3/J6/swissmodel/21_121_2rsm.1.A
ENST00000295082 Q9/H3/M0/swissmodel/162_427_5vms.1.A
ENST00000256906 Q9/H3/N8/swissmodel/8_377_5v54.1.A
ENST00000355014 Q9/H3/S1/swissmodel/36_644_1olz.1.B
ENST00000299882 Q9/H3/S3/swissmodel/110_454_1z8g.1.A
ENST00000368913 Q9/H3/T2/swissmodel/60_633_6qp7.1.A
ENST00000586582 Q9/H3/T3/swissmodel/35_653_1olz.1.B
ENST00000451085 Q9/H3/W5/swissmodel/28_515_2id5.1.B
ENST00000217043 Q9/H3/Y0/swissmodel/45_243_3nt8.1.A
ENST00000217188 Q9/H3/Y6/swissmodel/53_487_1qcf.1.A
ENST00000541604 Q9/H4/26/swissmodel/101_248_2q3x.1.A
ENST00000372861 Q9/H4/27/swissmodel/1_252_6rv2.1.A
ENST00000224862 Q9/H4/69/swissmodel/17_274_1fs2.1.A
ENST00000300784 Q9/H4/79/swissmodel/1_309_3jr1.1.A
ENST00000374837 Q9/H4/92/swissmodel/1_121_3wan.1.B
ENST00000367627 Q9/H4/97/swissmodel/120_397_6oif.1.A
ENST00000295640 Q9/H4/A4/swissmodel/8_634_2xpz.1.A
ENST00000271732 Q9/H4/A5/swissmodel/45_283_3kn1.1.A
ENST00000393847 Q9/H4/A9/swissmodel/72_429_1itu.1.A
ENST00000264151 Q9/H4/B0/swissmodel/37_393_4wq5.1.A
ENST00000217133 Q9/H4/B7/swissmodel/1_426_6e7b.1.A
ENST00000395065 Q9/H4/D5/swissmodel/196_507_4wyk.1.C
ENST00000316754 Q9/H4/E5/swissmodel/21_197_2atx.1.A
ENST00000335791 Q9/H4/F1/swissmodel/38_295_5cxy.1.B
ENST00000376979 Q9/H4/G1/swissmodel/34_145_3sva.1.A
ENST00000370823 Q9/H4/K7/swissmodel/72_395_1lnz.1.A
ENST00000359052 Q9/H4/L7/swissmodel/484_1021_6g7e.1.A
ENST00000545418 Q9/H5/03/swissmodel/3_90_2ezx.1.A
ENST00000375406 Q9/H5/68/swissmodel/3_365_4jhd.1.B
ENST00000339042 Q9/H5/96/swissmodel/20_181_2esb.1.A
ENST00000380412 Q9/H5/H4/swissmodel/258_536_5wjq.1.C
ENST00000614426 Q9/H5/K3/swissmodel/40_335_6il3.1.A
ENST00000252011 Q9/H5/Z1/swissmodel/23_700_2xau.1.A
ENST00000391965 Q9/H6/09/swissmodel/15_166_5v3m.1.C
ENST00000333425 Q9/H6/11/swissmodel/206_618_6hpt.1.A
ENST00000229002 Q9/H6/28/swissmodel/14_175_2atv.1.A
ENST00000428040 Q9/H6/33/swissmodel/4_124_6ahu.1.K
ENST00000314622 Q9/H6/49/swissmodel/19_333_4fzv.1.A
ENST00000332783 Q9/H6/72/swissmodel/10_311_6f5e.1.A
ENST00000357640 Q9/H6/A0/swissmodel/49_453_6ekk.2.A
ENST00000448775 Q9/H6/B4/swissmodel/19_227_3jz7.1.B
ENST00000221730 Q9/H6/B9/swissmodel/69_355_5ai0.1.A
ENST00000206474 Q9/H6/D7/swissmodel/42_239_6h2x.1.A
ENST00000187762 Q9/H6/F2/swissmodel/10_234_6iyz.1.A
ENST00000245543 Q9/H6/L4/swissmodel/15_175_3l6x.1.A
ENST00000251588 Q9/H6/Q4/swissmodel/39_464_6gly.1.A
ENST00000225296 Q9/H6/R0/swissmodel/59_701_6qie.1.A
ENST00000548058 Q9/H6/R3/swissmodel/34_683_4wd1.1.A
ENST00000297990 Q9/H6/R4/swissmodel/62_1139_4m5d.1.A
ENST00000369405 Q9/H6/R6/swissmodel/14_296_6bms.1.A
ENST00000250457 Q9/H6/Z9/swissmodel/12_226_5v1b.1.A
ENST00000391701 Q9/H7/07/swissmodel/118_407_5v3j.1.C
ENST00000380055 Q9/H7/56/swissmodel/27_228_3zyi.1.A
ENST00000317697 Q9/H7/65/swissmodel/25_287_3zkj.2.A
ENST00000318160 Q9/H7/72/swissmodel/46_160_4jph.1.A
ENST00000319285 Q9/H7/73/swissmodel/22_134_2q4p.1.A
ENST00000441448 Q9/H7/B2/swissmodel/12_290_6ft6.1.i
ENST00000424546 Q9/H7/X0/swissmodel/1_211_5hgz.1.A
ENST00000330143 Q9/H7/X3/swissmodel/122_374_5wjq.1.C
ENST00000315322 Q9/H7/X7/swissmodel/2_176_6ian.2.C
ENST00000448516 Q9/H7/Z6/swissmodel/177_449_2y0m.1.A
ENST00000338961 Q9/H7/Z7/swissmodel/103_373_2pbj.1.A
ENST00000246112 Q9/H8/08/swissmodel/271_572_2ce9.2.A
ENST00000308982 Q9/H8/45/swissmodel/35_619_3b96.1.A
ENST00000490341 Q9/H8/53/swissmodel/9_214_3jal.1.H
ENST00000422318 Q9/H8/57/swissmodel/48_496_6fis.1.A
ENST00000372159 Q9/H8/H2/swissmodel/230_749_3i5y.1.A
ENST00000548553 Q9/H8/H3/swissmodel/56_227_5gm1.1.A
ENST00000263960 Q9/H8/M1/swissmodel/76_222_1t17.1.A
ENST00000300245 Q9/H8/T0/swissmodel/75_231_5a31.1.Q
ENST00000315367 Q9/H8/W4/swissmodel/6_187_4gzu.1.A
ENST00000287996 Q9/H8/X2/swissmodel/5_466_5mwl.1.A
ENST00000395759 Q9/H9/03/swissmodel/50_346_5tc4.1.A
ENST00000320230 Q9/H9/36/swissmodel/6_319_6gci.1.A
ENST00000409746 Q9/H9/39/swissmodel/8_286_3abh.1.A
ENST00000263795 Q9/H9/67/swissmodel/307_623_4a0b.1.B
ENST00000485050 Q9/H9/74/swissmodel/1_413_6fv5.1.A
ENST00000367294 Q9/H9/93/swissmodel/2_441_5by0.1.A
ENST00000370952 Q9/H9/A6/swissmodel/27_597_3w3k.1.A
ENST00000299295 Q9/H9/P2/swissmodel/28_186_1egi.1.B
ENST00000267436 Q9/H9/P8/swissmodel/46_458_5hxw.1.A
ENST00000409720 Q9/H9/Q4/swissmodel/1_230_3w03.1.A
ENST00000256398 Q9/H9/T3/swissmodel/85_546_6qk7.1.C
ENST00000366758 Q9/H9/V9/swissmodel/18_347_4qsz.2.A
ENST00000370654 Q9/H9/Y2/swissmodel/56_349_6c0f.1.K
ENST00000541869 Q9/H9/Y6/swissmodel/12_1130_5w65.1.B
ENST00000372211 Q9/HA/47/swissmodel/23_232_1ufq.1.A
ENST00000221543 Q9/HA/65/swissmodel/261_594_5tub.1.A
ENST00000257347 Q9/HA/77/swissmodel/52_552_1u0b.1.B
ENST00000258955 Q9/HA/92/swissmodel/39_427_1olt.1.A
ENST00000628514 Q9/HA/C7/swissmodel/45_424_4ed9.1.A
ENST00000370664 Q9/HA/C8/swissmodel/23_137_2ksn.1.A
ENST00000262103 Q9/HA/E3/swissmodel/18_202_5x9a.1.B
ENST00000307635 Q9/HA/H1/swissmodel/144_448_5wjq.1.C
ENST00000520164 Q9/HA/K2/swissmodel/35_384_3mlp.1.A
ENST00000376238 Q9/HA/S3/swissmodel/198_614_5l26.1.A
ENST00000270357 Q9/HA/U8/swissmodel/28_674_6enb.1.A
ENST00000232564 Q9/HA/V0/swissmodel/1_340_1tbg.1.A
ENST00000264954 Q9/HA/V7/swissmodel/56_215_4ani.1.B
ENST00000317897 Q9/HA/Y2/swissmodel/70_285_5hvq.1.A
ENST00000258168 Q9/HA/Y6/swissmodel/4_520_4f30.1.B
ENST00000282146 Q9/HB/14/swissmodel/14_289_4xdl.1.B
ENST00000327876 Q9/HB/15/swissmodel/33_308_4xdl.1.B
ENST00000262288 Q9/HB/40/swissmodel/28_451_1ac5.1.A
ENST00000222382 Q9/HB/55/swissmodel/29_496_5vcc.1.B
ENST00000343702 Q9/HB/63/swissmodel/30_462_4wnx.1.A
ENST00000305141 Q9/HB/89/swissmodel/61_366_4grv.1.A
ENST00000310018 Q9/HB/G4/swissmodel/1_833_6c6l.1.N
ENST00000267205 Q9/HB/H0/swissmodel/17_211_5c2j.1.B
ENST00000381249 Q9/HB/H5/swissmodel/44_332_3rd5.1.A
ENST00000406477 Q9/HB/I1/swissmodel/82_363_1mb8.1.A
ENST00000248041 Q9/HB/I6/swissmodel/48_519_6c94.1.A
ENST00000369880 Q9/HB/K9/swissmodel/38_327_5evj.2.A
ENST00000273286 Q9/HB/L6/swissmodel/21_280_5xnp.1.A
ENST00000262717 Q9/HB/T6/swissmodel/60_603_5iry.1.A
ENST00000421016 Q9/HB/T8/swissmodel/240_517_5wjq.1.C
ENST00000407877 Q9/HB/W0/swissmodel/4_310_4z34.1.A
ENST00000367278 Q9/HB/X8/swissmodel/39_550_4kng.1.B
ENST00000341458 Q9/HB/Y8/swissmodel/90_420_3d0e.1.A
ENST00000303329 Q9/HB/Z2/swissmodel/62_439_4f3l.1.A
ENST00000416858 Q9/HC/21/swissmodel/12_311_6gci.1.A
ENST00000295619 Q9/HC/23/swissmodel/28_128_1imt.1.A
ENST00000300589 Q9/HC/29/swissmodel/219_1040_5irm.1.B
ENST00000304478 Q9/HC/36/swissmodel/95_410_4x3m.1.A
ENST00000430267 Q9/HC/97/swissmodel/18_289_5t1a.1.A
ENST00000373600 Q9/HC/98/swissmodel/35_311_5de2.1.A
ENST00000340941 Q9/HC/C0/swissmodel/28_563_3u9r.1.A
ENST00000413052 Q9/HC/E1/swissmodel/328_945_5mzn.1.A
ENST00000159087 Q9/HC/E9/swissmodel/62_891_6r7y.1.A
ENST00000378103 Q9/HC/G7/swissmodel/77_888_5npf.1.A
ENST00000270001 Q9/HC/L3/swissmodel/225_531_5wjq.1.C
ENST00000616939 Q9/HC/N4/swissmodel/22_258_5hcn.1.A
ENST00000310373 Q9/HC/N6/swissmodel/26_272_6aed.1.A
ENST00000248958 Q9/HC/N8/swissmodel/32_206_1t9f.1.A
ENST00000286063 Q9/HC/R9/swissmodel/199_912_6mzb.1.B
ENST00000550308 Q9/HC/S2/swissmodel/48_519_6c94.1.A
ENST00000215530 Q9/HC/T0/swissmodel/32_170_1nun.1.A
ENST00000513104 Q9/HC/X4/swissmodel/30_846_5yx9.1.A
ENST00000357324 Q9/HD/20/swissmodel/214_881_5mpm.1.A
ENST00000221515 Q9/HD/89/swissmodel/17_108_1rgx.1.C
ENST00000217456 Q9/HD/C9/swissmodel/92_413_3v1s.1.A
ENST00000650797 Q9/HD/D0/swissmodel/7_131_2kyt.1.A
ENST00000400521 Q9/NN/W7/swissmodel/37_518_3dgz.1.A
ENST00000621805 Q9/NP/72/swissmodel/2_178_1x3s.1.A
ENST00000600042 Q9/NP/81/swissmodel/39_507_1wle.1.B
ENST00000293255 Q9/NP/86/swissmodel/1_172_3u0k.1.A
ENST00000395831 Q9/NP/87/swissmodel/137_494_4lzd.1.A
ENST00000358525 Q9/NP/91/swissmodel/3_581_4xph.1.A
ENST00000336577 Q9/NP/A2/swissmodel/113_508_3ba0.1.A
ENST00000457894 Q9/NP/A3/swissmodel/9_179_3ont.1.A
ENST00000294288 Q9/NP/B3/swissmodel/72_220_3ox5.1.A
ENST00000249887 Q9/NP/B9/swissmodel/29_322_5uiw.1.A
ENST00000303077 Q9/NP/C8/swissmodel/1_174_4egc.1.A
ENST00000328848 Q9/NP/E3/swissmodel/1_58_1y2y.1.A
ENST00000374273 Q9/NP/E6/swissmodel/198_425_5ed8.1.A
ENST00000231484 Q9/NP/G4/swissmodel/31_697_6e6b.1.A
ENST00000405731 Q9/NP/G8/swissmodel/102_334_6bmm.1.A
ENST00000338128 Q9/NP/H2/swissmodel/6_508_1rm0.1.A
ENST00000317757 Q9/NP/H3/swissmodel/24_336_3o4o.1.C
ENST00000229134 Q9/NP/H9/swissmodel/35_169_1ilk.1.A
ENST00000616156 Q9/NP/I5/swissmodel/1_200_6ari.2.A
ENST00000347364 Q9/NP/J1/swissmodel/15_568_5gw5.1.A
ENST00000218004 Q9/NP/J8/swissmodel/4_141_1jkg.1.A
ENST00000325207 Q9/NP/Q8/swissmodel/1_430_6nmg.2.A
ENST00000332496 Q9/NP/R2/swissmodel/42_676_1olz.1.B
ENST00000368043 Q9/NQ/25/swissmodel/23_216_2if7.2.B
ENST00000293872 Q9/NQ/29/swissmodel/1_230_5zwn.1.R
ENST00000309166 Q9/NQ/35/swissmodel/103_230_4rgh.1.A
ENST00000338037 Q9/NQ/66/swissmodel/11_832_4gnk.1.B
ENST00000230582 Q9/NQ/E7/swissmodel/56_508_3jyh.1.A
ENST00000229633 Q9/NQ/E9/swissmodel/46_155_6d6j.1.B
ENST00000505374 Q9/NQ/I0/swissmodel/251_680_6o5f.1.A
ENST00000394140 Q9/NQ/R4/swissmodel/1_274_2w1v.1.A
ENST00000375363 Q9/NQ/R9/swissmodel/2_195_6fmx.1.A
ENST00000265825 Q9/NQ/T6/swissmodel/12_498_6b0t.1.A
ENST00000502935 Q9/NQ/W7/swissmodel/3_619_3ctz.1.A
ENST00000320005 Q9/NQ/W8/swissmodel/209_649_5h3o.1.A
ENST00000648236 Q9/NQ/X6/swissmodel/128_406_5wjq.1.C
ENST00000276416 Q9/NQ/Y0/swissmodel/20_226_4i1q.1.A
ENST00000337288 Q9/NQ/Z5/swissmodel/137_325_1ln1.1.A
ENST00000370489 Q9/NQ/Z7/swissmodel/81_527_3zx3.2.A
ENST00000253382 Q9/NR/19/swissmodel/27_696_2p2m.1.A
ENST00000329913 Q9/NR/23/swissmodel/19_364_5vqf.2.A
ENST00000483063 Q9/NR/33/swissmodel/34_116_6qmq.1.B
ENST00000374332 Q9/NR/34/swissmodel/163_617_5kkb.1.A
ENST00000372554 Q9/NR/46/swissmodel/17_280_2d4c.2.A
ENST00000243440 Q9/NR/55/swissmodel/33_98_5vpe.1.A
ENST00000001146 Q9/NR/63/swissmodel/12_468_5jlc.1.A
ENST00000338458 Q9/NR/81/swissmodel/101_455_1x86.1.A
ENST00000360658 Q9/NR/96/swissmodel/29_804_5y3m.1.A
ENST00000311912 Q9/NR/97/swissmodel/32_815_4r08.2.B
ENST00000502773 Q9/NR/A1/swissmodel/22_196_4gz9.1.A
ENST00000246081 Q9/NR/C9/swissmodel/23_128_1k0x.1.A
ENST00000393674 Q9/NR/D0/swissmodel/115_314_5nlv.1.A
ENST00000376753 Q9/NR/D1/swissmodel/25_260_3wso.1.A
ENST00000380390 Q9/NR/E1/swissmodel/18_261_2mze.1.A
ENST00000374169 Q9/NR/F9/swissmodel/7_98_2byk.2.B
ENST00000220913 Q9/NR/G0/swissmodel/4_96_5g49.1.B
ENST00000251412 Q9/NR/H3/swissmodel/2_446_3cb2.1.A
ENST00000404991 Q9/NR/J5/swissmodel/19_498_1q78.1.A
ENST00000609684 Q9/NR/J7/swissmodel/30_664_6e6b.1.A
ENST00000264784 Q9/NR/M0/swissmodel/56_519_4ybq.1.A
ENST00000288167 Q9/NR/M6/swissmodel/16_271_5nan.1.B
ENST00000320334 Q9/NR/N5/swissmodel/134_400_6qhj.1.A
ENST00000234798 Q9/NR/R2/swissmodel/16_272_6o1g.1.A
ENST00000618855 Q9/NR/S4/swissmodel/102_436_5ce1.1.A
ENST00000014930 Q9/NR/V9/swissmodel/12_189_3r8k.1.A
ENST00000419235 Q9/NR/W4/swissmodel/1_154_1wrm.1.A
ENST00000367440 Q9/NS/18/swissmodel/54_164_2ht9.1.B
ENST00000381312 Q9/NS/39/swissmodel/344_738_5hp2.2.A
ENST00000461105 Q9/NS/61/swissmodel/75_270_3dd4.1.A
ENST00000442502 Q9/NS/85/swissmodel/31_301_3mdz.1.A
ENST00000254770 Q9/NS/86/swissmodel/19_444_3e6u.1.A
ENST00000231721 Q9/NS/98/swissmodel/27_675_1olz.1.B
ENST00000218176 Q9/NS/A2/swissmodel/35_419_5wie.1.B
ENST00000156626 Q9/NS/C7/swissmodel/279_590_6apl.3.A
ENST00000650114 Q9/NS/D4/swissmodel/100_400_5v3m.1.C
ENST00000343164 Q9/NS/D5/swissmodel/30_573_4xp4.1.A
ENST00000330120 Q9/NS/D7/swissmodel/113_404_5vbl.1.B
ENST00000443053 Q9/NS/E2/swissmodel/65_258_6i5j.2.A
ENST00000366922 Q9/NS/E4/swissmodel/58_1012_1ffy.1.B
ENST00000625293 Q9/NS/U2/swissmodel/6_234_3u3y.1.A
ENST00000442628 Q9/NS/Y0/swissmodel/22_309_5o2c.1.A
ENST00000599957 Q9/NT/99/swissmodel/56_452_3zyo.1.A
ENST00000381655 Q9/NT/I2/swissmodel/55_1186_6roh.1.A
ENST00000565683 Q9/NT/J4/swissmodel/250_1036_2wyi.1.A
ENST00000210633 Q9/NT/N9/swissmodel/30_652_1olz.1.B
ENST00000339480 Q9/NT/Q9/swissmodel/2_212_2zw3.1.A
ENST00000064571 Q9/NT/U7/swissmodel/66_201_5h4b.1.A
ENST00000531967 Q9/NT/X5/swissmodel/54_306_3pea.1.B
ENST00000378392 Q9/NU/02/swissmodel/47_682_6mol.1.A
