ENST00000390247 A0/A0/75B6H7/swissmodel/18_116_5wt9.1.B
ENST00000175238 Q9/H2/U9/swissmodel/195_666_5y31.1.A
ENST00000312475 Q9/H2/W6/swissmodel/45_279_6nu2.37.A
ENST00000238609 Q9/H2/X8/swissmodel/2_96_2loq.1.A
ENST00000260229 Q9/H3/06/swissmodel/31_465_1su3.1.A
ENST00000281589 Q9/H3/61/swissmodel/8_403_6r5k.1.E
ENST00000409850 Q9/H3/G5/swissmodel/58_471_4mws.1.A
ENST00000316891 Q9/H3/H1/swissmodel/23_432_3eph.1.A
ENST00000438576 Q9/H3/H3/swissmodel/59_292_2q4k.2.A
ENST00000409993 Q9/H3/H5/swissmodel/8_404_6bw5.1.A
ENST00000253233 Q9/H3/J6/swissmodel/21_121_2rsm.1.A
ENST00000330978 Q9/H3/K6/swissmodel/1_86_1v9j.1.A
ENST00000428879 Q9/H3/L0/swissmodel/118_296_5cv0.1.A
ENST00000368285 Q9/H3/S1/swissmodel/36_644_1olz.1.B
ENST00000299882 Q9/H3/S3/swissmodel/110_454_1z8g.1.A
ENST00000360057 Q9/H3/S4/swissmodel/1_243_2f17.1.A
ENST00000368913 Q9/H3/T2/swissmodel/60_633_6qp7.1.A
ENST00000586582 Q9/H3/T3/swissmodel/35_653_1olz.1.B
ENST00000418476 Q9/H3/U1/swissmodel/147_937_3now.1.A
ENST00000217188 Q9/H3/Y6/swissmodel/53_487_1qcf.1.A
ENST00000360864 Q9/H3/Z4/swissmodel/13_157_4j80.1.A
ENST00000372861 Q9/H4/27/swissmodel/1_252_6rv2.1.A
ENST00000302188 Q9/H4/77/swissmodel/10_322_5byc.1.A
ENST00000375749 Q9/H4/88/swissmodel/28_384_5ux6.1.A
ENST00000374837 Q9/H4/92/swissmodel/1_121_3wan.1.B
ENST00000367627 Q9/H4/97/swissmodel/120_397_6oif.1.A
ENST00000295640 Q9/H4/A4/swissmodel/8_634_2xpz.1.A
ENST00000271732 Q9/H4/A5/swissmodel/45_283_3kn1.1.A
ENST00000265070 Q9/H4/A6/swissmodel/72_297_3kn1.1.A
ENST00000264151 Q9/H4/B0/swissmodel/37_393_4wq5.1.A
ENST00000217133 Q9/H4/B7/swissmodel/1_426_6e7b.1.A
ENST00000268793 Q9/H4/B8/swissmodel/80_438_1itu.1.A
ENST00000316754 Q9/H4/E5/swissmodel/21_197_2atx.1.A
ENST00000377960 Q9/H4/G4/swissmodel/4_154_4aiw.1.A
ENST00000370823 Q9/H4/K7/swissmodel/72_395_1lnz.1.A
ENST00000376770 Q9/H4/M3/swissmodel/2_253_3wso.1.A
ENST00000320631 Q9/H4/M9/swissmodel/6_534_4cid.1.A
ENST00000368648 Q9/H4/W6/swissmodel/36_394_3mlp.1.A
ENST00000338595 Q9/H4/Y5/swissmodel/4_239_3q18.1.A
ENST00000372409 Q9/H4/Z3/swissmodel/174_668_6irv.1.A
ENST00000545418 Q9/H5/03/swissmodel/3_90_2ezx.1.A
ENST00000375406 Q9/H5/68/swissmodel/3_365_4jhd.1.B
ENST00000339042 Q9/H5/96/swissmodel/20_181_2esb.1.A
ENST00000354919 Q9/H5/I1/swissmodel/124_410_2r3a.1.A
ENST00000366514 Q9/H5/Q4/swissmodel/72_396_6ero.1.A
ENST00000302874 Q9/H5/U6/swissmodel/28_440_6uca.1.A
ENST00000300030 Q9/H5/X1/swissmodel/28_160_2m5h.1.A
ENST00000252011 Q9/H5/Z1/swissmodel/23_700_2xau.1.A
ENST00000268043 Q9/H6/11/swissmodel/206_618_6hpt.1.A
ENST00000229002 Q9/H6/28/swissmodel/14_175_2atv.1.A
ENST00000433076 Q9/H6/33/swissmodel/4_124_6ahu.1.K
ENST00000314622 Q9/H6/49/swissmodel/19_333_4fzv.1.A
ENST00000221730 Q9/H6/B9/swissmodel/69_355_5ai0.1.A
ENST00000187762 Q9/H6/F2/swissmodel/10_234_6iyz.1.A
ENST00000337743 Q9/H6/P5/swissmodel/41_416_2a8i.1.A
ENST00000225296 Q9/H6/R0/swissmodel/59_701_6qie.1.A
ENST00000161863 Q9/H6/S0/swissmodel/186_1171_5aor.1.A
ENST00000304061 Q9/H6/W3/swissmodel/183_639_4ccj.1.C
ENST00000250457 Q9/H6/Z9/swissmodel/12_226_5v1b.1.A
ENST00000391701 Q9/H7/07/swissmodel/118_407_5v3j.1.C
ENST00000318160 Q9/H7/72/swissmodel/46_160_4jph.1.A
ENST00000319285 Q9/H7/73/swissmodel/22_134_2q4p.1.A
ENST00000269466 Q9/H7/77/swissmodel/3_362_2fk6.1.B
ENST00000441448 Q9/H7/B2/swissmodel/12_290_6ft6.1.i
ENST00000526415 Q9/H7/C9/swissmodel/2_122_2q4q.1.A
ENST00000407558 Q9/H7/X0/swissmodel/1_211_5hgz.1.A
ENST00000330143 Q9/H7/X3/swissmodel/122_374_5wjq.1.C
ENST00000338961 Q9/H7/Z7/swissmodel/103_373_2pbj.1.A
ENST00000360943 Q9/H8/32/swissmodel/100_326_5a4p.1.A
ENST00000270257 Q9/H8/40/swissmodel/47_131_1y96.1.B
ENST00000308982 Q9/H8/45/swissmodel/35_619_3b96.1.A
ENST00000490341 Q9/H8/53/swissmodel/9_214_3jal.1.H
ENST00000395860 Q9/H8/67/swissmodel/11_228_4lg1.1.A
ENST00000496391 Q9/H8/75/swissmodel/20_139_6qdv.1.J
ENST00000430325 Q9/H8/S5/swissmodel/77_273_6gu2.1.B
ENST00000396049 Q9/H8/S9/swissmodel/10_212_5brk.1.A
ENST00000287996 Q9/H8/X2/swissmodel/5_466_5mwl.1.A
ENST00000395759 Q9/H9/03/swissmodel/50_346_5tc4.1.A
ENST00000485050 Q9/H9/74/swissmodel/1_413_6fv5.1.A
ENST00000335754 Q9/H9/81/swissmodel/34_624_4fo0.1.A
ENST00000367294 Q9/H9/93/swissmodel/2_441_5by0.1.A
ENST00000239231 Q9/H9/99/swissmodel/12_369_5kpr.1.A
ENST00000373191 Q9/H9/G7/swissmodel/15_860_5vm9.2.A
ENST00000258383 Q9/H9/J2/swissmodel/31_319_5aj4.66.A
ENST00000350033 Q9/H9/Q2/swissmodel/8_215_6r7f.1.H
ENST00000356853 Q9/H9/Q4/swissmodel/1_230_3w03.1.A
ENST00000355854 Q9/H9/S4/swissmodel/15_335_3zhp.1.A
ENST00000256398 Q9/H9/T3/swissmodel/85_546_6qk7.1.C
ENST00000370654 Q9/H9/Y2/swissmodel/56_349_6c0f.1.K
ENST00000263331 Q9/H9/Y6/swissmodel/12_1130_5w65.1.B
ENST00000326279 Q9/H9/Z2/swissmodel/36_179_3ts2.1.B
ENST00000372211 Q9/HA/47/swissmodel/23_232_1ufq.1.A
ENST00000257347 Q9/HA/77/swissmodel/52_552_1u0b.1.B
ENST00000372561 Q9/HA/B8/swissmodel/7_307_1p9o.1.B
ENST00000262103 Q9/HA/E3/swissmodel/18_202_5x9a.1.B
ENST00000307635 Q9/HA/H1/swissmodel/144_448_5wjq.1.C
ENST00000520164 Q9/HA/K2/swissmodel/35_384_3mlp.1.A
ENST00000377205 Q9/HA/N9/swissmodel/6_270_1gzu.1.A
ENST00000376238 Q9/HA/S3/swissmodel/198_614_5l26.1.A
ENST00000267460 Q9/HA/T8/swissmodel/15_280_3egb.1.A
ENST00000262435 Q9/HA/U4/swissmodel/157_742_6j1x.1.A
ENST00000270357 Q9/HA/U8/swissmodel/28_674_6enb.1.A
ENST00000232564 Q9/HA/V0/swissmodel/1_340_1tbg.1.A
ENST00000265351 Q9/HA/V4/swissmodel/5_1179_5yu7.1.A
ENST00000264954 Q9/HA/V7/swissmodel/56_215_4ani.1.B
ENST00000220659 Q9/HA/W0/swissmodel/65_406_5n9g.1.A
ENST00000317897 Q9/HA/Y2/swissmodel/70_285_5hvq.1.A
ENST00000258168 Q9/HA/Y6/swissmodel/4_520_4f30.1.B
ENST00000316308 Q9/HA/Z1/swissmodel/147_480_6khd.2.A
ENST00000222382 Q9/HB/55/swissmodel/29_496_5vcc.1.B
ENST00000343702 Q9/HB/63/swissmodel/30_462_4wnx.1.A
ENST00000305141 Q9/HB/89/swissmodel/61_366_4grv.1.A
ENST00000418703 Q9/HB/A0/swissmodel/154_800_6dvy.1.A
ENST00000310018 Q9/HB/G4/swissmodel/1_833_6c6l.1.N
ENST00000267205 Q9/HB/H0/swissmodel/17_211_5c2j.1.B
ENST00000288022 Q9/HB/H1/swissmodel/64_243_3g5k.1.A
ENST00000381249 Q9/HB/H5/swissmodel/44_332_3rd5.1.A
ENST00000250896 Q9/HB/H9/swissmodel/79_450_4nif.1.A
ENST00000402119 Q9/HB/I6/swissmodel/48_519_6c94.1.A
ENST00000369880 Q9/HB/K9/swissmodel/38_327_5evj.2.A
ENST00000273286 Q9/HB/L6/swissmodel/21_280_5xnp.1.A
ENST00000574733 Q9/HB/L8/swissmodel/1_298_2exx.1.A
ENST00000282074 Q9/HB/M1/swissmodel/56_223_2ve7.2.A
ENST00000262717 Q9/HB/T6/swissmodel/60_603_5iry.1.A
ENST00000266517 Q9/HB/U6/swissmodel/110_445_3lq3.1.A
ENST00000542587 Q9/HB/W0/swissmodel/4_310_4z34.1.A
ENST00000249363 Q9/HB/W1/swissmodel/44_441_3zyi.1.A
ENST00000341458 Q9/HB/Y8/swissmodel/90_420_3d0e.1.A
ENST00000407997 Q9/HC/16/swissmodel/111_381_6bwy.3.B
ENST00000295619 Q9/HC/23/swissmodel/28_128_1imt.1.A
ENST00000300589 Q9/HC/29/swissmodel/219_1040_5irm.1.B
ENST00000318522 Q9/HC/35/swissmodel/216_865_4ci8.1.A
ENST00000301329 Q9/HC/38/swissmodel/1_287_3zi1.1.A
ENST00000373600 Q9/HC/98/swissmodel/35_311_5de2.1.A
ENST00000340941 Q9/HC/C0/swissmodel/28_563_3u9r.1.A
ENST00000388822 Q9/HC/E5/swissmodel/116_396_5k7m.1.B
ENST00000361125 Q9/HC/E7/swissmodel/219_751_6j1x.1.A
ENST00000159087 Q9/HC/E9/swissmodel/62_891_6r7y.1.A
ENST00000377110 Q9/HC/F6/swissmodel/35_1265_6co7.1.A
ENST00000378103 Q9/HC/G7/swissmodel/77_888_5npf.1.A
ENST00000278198 Q9/HC/J2/swissmodel/45_444_3zyj.1.A
ENST00000302536 Q9/HC/J6/swissmodel/41_384_4a27.1.A
ENST00000373210 Q9/HC/K5/swissmodel/12_861_6oon.1.A
ENST00000359827 Q9/HC/M2/swissmodel/39_1222_5l5k.1.A
ENST00000264718 Q9/HC/N4/swissmodel/22_258_5hcn.1.A
ENST00000310373 Q9/HC/N6/swissmodel/26_272_6aed.1.A
ENST00000248958 Q9/HC/N8/swissmodel/32_206_1t9f.1.A
ENST00000303052 Q9/HC/P0/swissmodel/37_336_2chl.1.A
ENST00000397325 Q9/HC/Q5/swissmodel/91_599_2d7r.1.A
ENST00000286063 Q9/HC/R9/swissmodel/199_912_6mzb.1.B
ENST00000550308 Q9/HC/S2/swissmodel/48_519_6c94.1.A
ENST00000215530 Q9/HC/T0/swissmodel/32_170_1nun.1.A
ENST00000260643 Q9/HC/U5/swissmodel/8_386_5tf2.1.A
ENST00000513104 Q9/HC/X4/swissmodel/30_846_5yx9.1.A
ENST00000368702 Q9/HC/Y8/swissmodel/1_104_2m0r.1.B
ENST00000476781 Q9/HD/33/swissmodel/63_238_5oom.1.W
ENST00000260442 Q9/HD/36/swissmodel/13_175_4b4s.1.A
ENST00000382103 Q9/HD/40/swissmodel/20_463_4zdp.1.A
ENST00000397901 Q9/HD/42/swissmodel/1_196_6e8g.2.A
ENST00000226105 Q9/HD/47/swissmodel/1_186_5yfg.1.A
ENST00000221515 Q9/HD/89/swissmodel/17_108_1rgx.1.C
ENST00000264735 Q9/HD/D0/swissmodel/7_131_2kyt.1.A
ENST00000400521 Q9/NN/W7/swissmodel/37_518_3dgz.1.A
ENST00000354297 Q9/NP/55/swissmodel/43_254_4kgh.1.A
ENST00000265316 Q9/NP/58/swissmodel/234_833_4mrn.1.B
ENST00000356940 Q9/NP/72/swissmodel/2_178_1x3s.1.A
ENST00000291386 Q9/NP/77/swissmodel/5_194_3o2s.1.B
ENST00000542678 Q9/NP/78/swissmodel/166_719_5u1d.1.B
ENST00000600042 Q9/NP/81/swissmodel/39_507_1wle.1.B
ENST00000293255 Q9/NP/86/swissmodel/1_172_3u0k.1.A
ENST00000242248 Q9/NP/87/swissmodel/137_494_4lzd.1.A
ENST00000243298 Q9/NP/90/swissmodel/7_183_2iez.1.A
ENST00000358525 Q9/NP/91/swissmodel/3_581_4xph.1.A
ENST00000507110 Q9/NP/92/swissmodel/41_430_6nu2.50.A
ENST00000180166 Q9/NP/95/swissmodel/52_208_3f1r.1.A
ENST00000357156 Q9/NP/97/swissmodel/1_96_1z09.1.A
ENST00000336577 Q9/NP/A2/swissmodel/113_508_3ba0.1.A
ENST00000336949 Q9/NP/A3/swissmodel/9_179_3ont.1.A
ENST00000521688 Q9/NP/A8/swissmodel/7_99_4dhx.1.C
ENST00000389022 Q9/NP/B1/swissmodel/34_226_1z4l.1.A
ENST00000294288 Q9/NP/B3/swissmodel/72_220_3ox5.1.A
ENST00000249887 Q9/NP/B9/swissmodel/29_322_5uiw.1.A
ENST00000543919 Q9/NP/C1/swissmodel/15_291_5x33.1.A
ENST00000520439 Q9/NP/C2/swissmodel/1_251_6rv2.1.A
ENST00000316052 Q9/NP/D3/swissmodel/4_244_6d6r.1.B
ENST00000328848 Q9/NP/E3/swissmodel/1_58_1y2y.1.A
ENST00000206542 Q9/NP/F4/swissmodel/2_335_6gwj.1.C
ENST00000228534 Q9/NP/F7/swissmodel/28_189_5njd.2.B
ENST00000330889 Q9/NP/F8/swissmodel/21_366_3lju.1.A
ENST00000298352 Q9/NP/G2/swissmodel/2_149_4mpm.1.B
ENST00000338128 Q9/NP/H2/swissmodel/6_508_1rm0.1.A
ENST00000372034 Q9/NP/H6/swissmodel/17_168_4run.2.A
ENST00000392670 Q9/NP/I9/swissmodel/32_351_3spg.1.A
ENST00000230048 Q9/NP/J3/swissmodel/2_139_3f5o.1.A
ENST00000218004 Q9/NP/J8/swissmodel/4_141_1jkg.1.A
ENST00000325207 Q9/NP/Q8/swissmodel/1_430_6nmg.2.A
ENST00000411539 Q9/NP/R2/swissmodel/42_676_1olz.1.B
ENST00000230053 Q9/NP/Z5/swissmodel/78_323_2d0j.1.B
ENST00000293872 Q9/NQ/29/swissmodel/1_230_5zwn.1.R
ENST00000338037 Q9/NQ/66/swissmodel/11_832_4gnk.1.B
ENST00000179259 Q9/NQ/88/swissmodel/2_264_3dcy.1.A
ENST00000327087 Q9/NQ/90/swissmodel/90_947_6qp6.1.A
ENST00000325301 Q9/NQ/G6/swissmodel/125_461_4nxt.1.A
ENST00000357137 Q9/NQ/H7/swissmodel/57_503_5x49.1.A
ENST00000371419 Q9/NQ/P4/swissmodel/19_122_6nr9.1.T
ENST00000394140 Q9/NQ/R4/swissmodel/1_274_2w1v.1.A
ENST00000221233 Q9/NQ/T4/swissmodel/25_234_6h25.1.D
ENST00000502935 Q9/NQ/W7/swissmodel/3_619_3ctz.1.A
ENST00000253144 Q9/NQ/X6/swissmodel/128_406_5wjq.1.C
ENST00000253382 Q9/NR/19/swissmodel/27_696_2p2m.1.A
ENST00000540757 Q9/NR/20/swissmodel/35_405_5lxd.1.A
ENST00000382622 Q9/NR/22/swissmodel/79_394_5dst.1.A
ENST00000443649 Q9/NR/28/swissmodel/68_239_4tx5.1.A
ENST00000373242 Q9/NR/31/swissmodel/13_198_2fmx.1.A
ENST00000483063 Q9/NR/33/swissmodel/34_116_6qmq.1.B
ENST00000374332 Q9/NR/34/swissmodel/163_617_5kkb.1.A
ENST00000360403 Q9/NR/50/swissmodel/1_292_6caj.1.B
ENST00000249749 Q9/NR/61/swissmodel/27_439_4xbm.2.A
ENST00000395526 Q9/NR/71/swissmodel/100_780_4wgk.1.A
ENST00000326016 Q9/NR/80/swissmodel/183_611_2pz1.1.A
ENST00000360658 Q9/NR/96/swissmodel/29_804_5y3m.1.A
ENST00000218032 Q9/NR/97/swissmodel/32_815_4r08.2.B
ENST00000245222 Q9/NR/A0/swissmodel/177_645_3vzb.1.A
ENST00000246081 Q9/NR/C9/swissmodel/23_128_1k0x.1.A
ENST00000393674 Q9/NR/D0/swissmodel/115_314_5nlv.1.A
ENST00000376753 Q9/NR/D1/swissmodel/25_260_3wso.1.A
ENST00000380390 Q9/NR/E1/swissmodel/18_261_2mze.1.A
ENST00000443824 Q9/NR/F8/swissmodel/1_559_5u03.1.A
ENST00000374171 Q9/NR/F9/swissmodel/7_98_2byk.2.B
ENST00000220913 Q9/NR/G0/swissmodel/4_96_5g49.1.B
ENST00000320152 Q9/NR/G1/swissmodel/7_225_2jbh.1.A
ENST00000366957 Q9/NR/G4/swissmodel/7_433_3rib.1.A
ENST00000399395 Q9/NR/G7/swissmodel/1_291_4b4o.1.A
ENST00000251412 Q9/NR/H3/swissmodel/2_446_3cb2.1.A
ENST00000361115 Q9/NR/J3/swissmodel/23_127_6cws.1.A
ENST00000404991 Q9/NR/J5/swissmodel/19_498_1q78.1.A
ENST00000344517 Q9/NR/K6/swissmodel/154_724_4ayx.1.B
ENST00000264784 Q9/NR/M0/swissmodel/56_519_4ybq.1.A
ENST00000320334 Q9/NR/N5/swissmodel/134_400_6qhj.1.A
ENST00000278618 Q9/NR/N7/swissmodel/14_289_2cg5.1.A
ENST00000260953 Q9/NR/N9/swissmodel/2_209_6h2v.1.A
ENST00000234798 Q9/NR/R2/swissmodel/16_272_6o1g.1.A
ENST00000511367 Q9/NR/R4/swissmodel/411_1333_5b16.1.A
ENST00000437212 Q9/NR/S4/swissmodel/102_436_5ce1.1.A
ENST00000285208 Q9/NR/W1/swissmodel/15_182_2iez.1.A
ENST00000361441 Q9/NR/W3/swissmodel/4_190_3vm8.2.A
ENST00000344450 Q9/NR/W4/swissmodel/1_154_1wrm.1.A
ENST00000263657 Q9/NR/X1/swissmodel/73_250_6g18.1.3
ENST00000288937 Q9/NR/X2/swissmodel/9_160_6nu3.11.A
ENST00000393825 Q9/NR/X3/swissmodel/8_87_5z62.1.N
ENST00000247665 Q9/NR/X4/swissmodel/1_125_2ozw.1.A
ENST00000348459 Q9/NR/Z9/swissmodel/213_824_3mwy.1.A
ENST00000608166 Q9/NS/18/swissmodel/54_164_2ht9.1.B
ENST00000367440 Q9/NS/18/swissmodel/54_164_2ht9.1.B
ENST00000461105 Q9/NS/61/swissmodel/75_270_3dd4.1.A
ENST00000282018 Q9/NS/75/swissmodel/32_319_4xnw.2.A
ENST00000451037 Q9/NS/85/swissmodel/31_301_3mdz.1.A
ENST00000254770 Q9/NS/86/swissmodel/19_444_3e6u.1.A
ENST00000231721 Q9/NS/98/swissmodel/27_675_1olz.1.B
ENST00000593756 Q9/NS/A1/swissmodel/31_204_5w21.1.B
ENST00000377263 Q9/NS/A3/swissmodel/5_75_1luj.1.B
ENST00000343164 Q9/NS/D5/swissmodel/30_573_4xp4.1.A
ENST00000330120 Q9/NS/D7/swissmodel/113_404_5vbl.1.B
ENST00000281828 Q9/NS/D9/swissmodel/1_589_3l4g.1.B
ENST00000443053 Q9/NS/E2/swissmodel/65_258_6i5j.2.A
ENST00000215980 Q9/NS/P4/swissmodel/15_169_4wau.1.A
ENST00000302824 Q9/NS/Y2/swissmodel/6_213_2r55.1.A
ENST00000283290 Q9/NT/62/swissmodel/27_309_2dyt.1.A
ENST00000518659 Q9/NT/68/swissmodel/928_2770_6fb3.1.A
ENST00000382743 Q9/NT/G7/swissmodel/121_394_4bve.1.A
ENST00000381655 Q9/NT/I2/swissmodel/55_1186_6roh.1.A
ENST00000315596 Q9/NT/I5/swissmodel/21_1116_5hdt.1.A
ENST00000389061 Q9/NT/J5/swissmodel/5_453_3lwt.1.A
ENST00000284719 Q9/NT/K5/swissmodel/18_388_2ohf.1.A
ENST00000370476 Q9/NT/M9/swissmodel/24_272_3iwp.1.A
ENST00000210633 Q9/NT/N9/swissmodel/30_652_1olz.1.B
ENST00000339480 Q9/NT/Q9/swissmodel/2_212_2zw3.1.A
ENST00000064571 Q9/NT/U7/swissmodel/66_201_5h4b.1.A
ENST00000373491 Q9/NU/19/swissmodel/181_497_1fkm.1.A
ENST00000323482 Q9/NU/B1/swissmodel/42_680_2p2m.1.A
ENST00000379542 Q9/NU/H8/swissmodel/11_110_2loo.1.A
ENST00000219481 Q9/NU/I1/swissmodel/2_278_4fc6.1.A
ENST00000532485 Q9/NU/N7/swissmodel/2_244_6g7o.1.A
ENST00000264689 Q9/NU/Q7/swissmodel/7_469_3oqc.1.A
ENST00000429586 Q9/NU/Q8/swissmodel/176_703_5zxd.2.A
ENST00000358849 Q9/NU/T2/swissmodel/132_714_5och.1.A
ENST00000274217 Q9/NU/U6/swissmodel/87_356_6drm.1.A
ENST00000302243 Q9/NU/U7/swissmodel/54_471_3ews.1.A
ENST00000399002 Q9/NU/V7/swissmodel/109_529_1fc4.1.A
ENST00000255945 Q9/NU/V9/swissmodel/29_327_3zjc.3.A
ENST00000335725 Q9/NU/W8/swissmodel/161_608_1qzq.1.A
ENST00000314852 Q9/NV/31/swissmodel/2_182_5wlc.31.A
ENST00000258662 Q9/NV/35/swissmodel/9_164_5bon.1.A
ENST00000230461 Q9/NV/96/swissmodel/27_351_6k7g.1.B
ENST00000264893 Q9/NV/A2/swissmodel/16_306_2qag.1.B
ENST00000367202 Q9/NV/F9/swissmodel/60_381_2ig7.1.A
ENST00000372648 Q9/NV/G8/swissmodel/3_397_1fkm.1.A
ENST00000310775 Q9/NV/I1/swissmodel/1_1301_3s4w.1.A
ENST00000256496 Q9/NV/J2/swissmodel/7_181_4ile.1.A
ENST00000339507 Q9/NV/M4/swissmodel/27_688_4c4a.1.A
ENST00000392839 Q9/NV/N3/swissmodel/1_462_6nmg.2.A
ENST00000263239 Q9/NV/P1/swissmodel/180_614_4tyn.1.A
ENST00000263382 Q9/NV/P2/swissmodel/1_154_5bnx.1.D
ENST00000372133 Q9/NV/S2/swissmodel/35_196_5aj4.80.A
ENST00000225573 Q9/NV/S9/swissmodel/49_261_1nrg.1.A
ENST00000374692 Q9/NV/V0/swissmodel/5_228_6iz3.1.A
ENST00000263063 Q9/NV/V4/swissmodel/60_534_5a2w.1.A
ENST00000442241 Q9/NV/X2/swissmodel/13_485_4wjs.1.A
ENST00000228347 Q9/NW/08/swissmodel/18_1132_6eu2.1.B
ENST00000292246 Q9/NW/15/swissmodel/14_640_6r7y.1.A
ENST00000199814 Q9/NW/64/swissmodel/14_303_6id0.1.J
ENST00000305958 Q9/NW/M0/swissmodel/24_552_5mbx.1.A
ENST00000222803 Q9/NW/M8/swissmodel/21_210_4msp.1.B
ENST00000394650 Q9/NW/R8/swissmodel/59_331_6o58.1.I
ENST00000299163 Q9/NW/T6/swissmodel/9_349_5jwk.1.A
ENST00000280701 Q9/NW/U1/swissmodel/39_459_2c9h.1.A
ENST00000523037 Q9/NW/U5/swissmodel/41_206_6nu2.16.A
ENST00000294360 Q9/NW/V4/swissmodel/1_160_5zrt.1.A
ENST00000359435 Q9/NW/V8/swissmodel/81_317_6h3c.1.D
ENST00000361092 Q9/NW/W6/swissmodel/2_189_2qsy.1.A
ENST00000255695 Q9/NW/W9/swissmodel/1_125_2kyt.1.A
ENST00000231198 Q9/NW/X6/swissmodel/33_296_3otc.1.A
ENST00000268483 Q9/NX/01/swissmodel/2_142_3gix.1.A
ENST00000276062 Q9/NX/14/swissmodel/51_152_6qcf.1.f
ENST00000300151 Q9/NX/20/swissmodel/31_251_5aj4.50.A
ENST00000274606 Q9/NX/24/swissmodel/40_149_2lbx.1.A
ENST00000373178 Q9/NX/46/swissmodel/18_363_2g4k.1.A
ENST00000406925 Q9/NX/55/swissmodel/35_129_6c95.1.C
ENST00000267328 Q9/NX/57/swissmodel/7_171_2fu5.2.B
ENST00000565263 Q9/NX/74/swissmodel/7_339_4xp7.1.A
ENST00000344773 Q9/NX/R7/swissmodel/1_383_6h3c.1.C
ENST00000012049 Q9/NX/S2/swissmodel/72_382_3pb4.1.A
ENST00000396154 Q9/NX/T0/swissmodel/85_368_5wjq.1.C
ENST00000504924 Q9/NX/U5/swissmodel/31_195_3lvr.1.A
ENST00000301738 Q9/NX/V2/swissmodel/34_211_3drx.1.C
ENST00000370336 Q9/NX/Z2/swissmodel/190_627_4lk2.1.A
ENST00000546910 Q9/NY/25/swissmodel/69_187_3m9z.1.A
ENST00000252318 Q9/NY/28/swissmodel/120_626_6h0b.2.A
ENST00000537611 Q9/NY/37/swissmodel/60_466_4nyk.1.A
ENST00000479441 Q9/NY/47/swissmodel/64_1110_6jp8.1.E
ENST00000539850 Q9/NY/56/swissmodel/17_168_4run.2.A
ENST00000282908 Q9/NY/57/swissmodel/14_369_4fr4.1.A
ENST00000330423 Q9/NY/65/swissmodel/1_436_6e88.1.A
ENST00000392770 Q9/NY/72/swissmodel/25_190_6agf.1.B
ENST00000427187 Q9/NY/84/swissmodel/25_489_4cyf.1.A
ENST00000323374 Q9/NY/A1/swissmodel/9_364_3vzd.1.A
ENST00000357385 Q9/NY/G5/swissmodel/1_84_6q6h.1.H
ENST00000539216 Q9/NY/G8/swissmodel/1_264_3um7.1.A
ENST00000380659 Q9/NY/K1/swissmodel/27_833_5gmf.1.A
ENST00000307301 Q9/NY/K5/swissmodel/36_322_5oom.1.4
ENST00000243673 Q9/NY/M4/swissmodel/68_361_6j21.1.A
ENST00000220062 Q9/NY/N1/swissmodel/19_185_3c5c.1.A
ENST00000325945 Q9/NY/Q3/swissmodel/3_348_1tb3.1.A
ENST00000591589 Q9/NY/R8/swissmodel/4_286_1equ.1.A
ENST00000443659 Q9/NY/S0/swissmodel/6_176_6gof.1.A
ENST00000376747 Q9/NY/U1/swissmodel/31_1505_5nv4.1.A
ENST00000259253 Q9/NY/U2/swissmodel/43_1530_5n2j.2.A
ENST00000367098 Q9/NY/Y1/swissmodel/25_176_4doh.1.A
ENST00000296754 Q9/NZ/08/swissmodel/38_933_5j6s.1.A
ENST00000254286 Q9/NZ/32/swissmodel/12_390_5afu.1.P
ENST00000587708 Q9/NZ/42/swissmodel/2_101_5fn2.1.D
ENST00000333926 Q9/NZ/45/swissmodel/33_107_3ew0.1.A
ENST00000370053 Q9/NZ/72/swissmodel/38_179_6h9b.1.E
ENST00000358741 Q9/NZ/94/swissmodel/40_631_3be8.1.A
ENST00000185206 Q9/NZ/A1/swissmodel/162_409_2d2z.2.A
ENST00000566780 Q9/NZ/C7/swissmodel/122_406_3rd5.1.A
ENST00000318348 Q9/NZ/D2/swissmodel/8_209_4gjq.1.B
ENST00000302312 Q9/NZ/D4/swissmodel/2_102_1w0b.1.A
ENST00000263326 Q9/NZ/H6/swissmodel/49_206_5hn1.1.A
ENST00000259213 Q9/NZ/H7/swissmodel/8_135_6p9e.1.A
ENST00000259205 Q9/NZ/H8/swissmodel/18_169_4ize.1.A
ENST00000411494 Q9/NZ/I2/swissmodel/32_227_3dd4.1.A
ENST00000254759 Q9/NZ/J6/swissmodel/96_332_4kdc.1.A
ENST00000337179 Q9/NZ/J9/swissmodel/9_146_2duk.1.A
ENST00000399839 Q9/NZ/K5/swissmodel/29_510_3lgg.1.A
ENST00000375116 Q9/NZ/K7/swissmodel/20_142_1ayp.1.B
ENST00000255631 Q9/NZ/L4/swissmodel/87_350_1xqs.1.A
ENST00000304685 Q9/NZ/L6/swissmodel/11_502_5cm8.1.A
ENST00000321757 Q9/NZ/L9/swissmodel/26_334_4ndn.1.E
ENST00000290431 Q9/NZ/M6/swissmodel/21_513_5k47.1.A
ENST00000322054 Q9/NZ/N3/swissmodel/19_532_2qpt.1.A
ENST00000263277 Q9/NZ/N4/swissmodel/6_539_4cid.1.A
