transcript,gene,bp,all,syn,mis,non,splice_site,frameshift,,,
NM_001098410,GAGE12H,354,-5.2917,-5.8784,-5.4728,-6.5656,-6.8715,-6.6493,,,
NM_001477,GAGE12I,354,-5.2825,-5.8776,-5.4427,-6.5678,NA,-6.6493,,,
NM_001098406,GAGE12J,354,-5.2862,-5.8779,-5.4647,-6.5663,-6.8721,-6.6493,,,
NM_001127345,GAGE12B,354,-5.2917,-5.8784,-5.4728,-6.5656,-6.8715,-6.6493,,,
NM_001098418,GAGE12E,354,-5.2917,-5.8784,-5.4728,-6.5656,-6.8715,-6.6493,,,
NM_001098405,GAGE12F,354,-5.2773,-5.8776,-5.4427,-6.5678,-7.2016,-6.6493,,,
NM_001098409,GAGE12G,354,-5.2917,-5.8786,-5.4729,-6.5658,-6.8715,-6.6493,,,
NM_005314,GRPR,1155,-4.7736,-5.2950,-4.9506,-6.3363,-7.0615,-6.1357,,,
NM_139282,RHOXF1,555,-4.8917,-5.3887,-5.0887,-6.3125,-7.0561,-6.4540,,,
NM_001163278,ODZ1,8199,-3.9479,-4.5141,-4.1202,-5.3036,-5.8747,-5.2846,,,
NM_018390,PLCXD1,972,-4.6170,-5.0879,-4.8204,-6.2149,-6.6319,-6.2106,,,
NM_016656,RRAGB,1125,-4.7858,-5.4089,-4.9488,-6.1856,-6.2527,-6.1472,,,
NM_206915,NGFRAP1,336,-5.3115,-6.0214,-5.4519,-6.4464,-7.7247,-6.6720,,,
NM_030763,HMGN5,849,-5.4487,-6.0975,-5.6134,-6.9823,-6.6562,-6.2694,,,
NM_001039705,TRO,4296,-4.2722,-4.8115,-4.4408,-5.9257,-6.2539,-5.5652,,,
NM_006875,PIM2,936,-4.8180,-5.3819,-4.9886,-6.2441,-6.6589,-6.2270,,,
NM_024332,BRCC3,951,-4.9358,-5.4679,-5.1252,-6.1771,-8.0392,-6.2201,,,
NM_001493,GDI1,1344,-4.6013,-5.1219,-4.7876,-6.2193,-6.2549,-6.0699,,,
NM_018558,GABRQ,1899,-4.5024,-5.0386,-4.6830,-5.9302,-6.4481,-5.9198,,,
NM_004961,GABRE,1521,-4.6458,-5.2374,-4.7987,-6.2442,-6.4797,-6.0162,,,
NM_001128834,PLP1,834,-4.9641,-5.4917,-5.1539,-6.4822,-6.5633,-6.2771,,,
NM_001008537,KIAA2022,4551,-4.2771,-4.8496,-4.4375,-5.6835,-7.0597,-5.5402,,,
NM_000828,GRIA3,2685,-4.4077,-4.9628,-4.5862,-5.7827,-6.2104,-5.7694,,,
NM_003951,SLC25A14,978,-4.8135,-5.3887,-4.9892,-6.2091,-6.4034,-6.2080,,,
NM_152577,ZNF645,1278,-4.7139,-5.2861,-4.8821,-6.0031,-7.6422,-6.0918,,,
NM_017666,ZNF280C,2214,-4.5692,-5.1771,-4.7284,-6.0553,-6.1426,-5.8531,,,
NM_017752,TBC1D8B,3363,-4.4095,-5.0168,-4.5765,-5.7199,-6.0501,-5.6716,,,
NM_001171092,CLDN2,693,-5.0780,-5.6266,-5.2466,-6.5381,-7.7643,-6.3576,,,
NM_002364,MAGEB2,960,-4.9022,-5.4498,-5.0680,-6.4146,-7.6217,-6.2160,,,
NM_002363,MAGEB1,1044,-4.8024,-5.4025,-4.9479,-6.3079,-7.7956,-6.1796,,,
NM_030624,KLHL15,1815,-4.5777,-5.1205,-4.7506,-5.9797,-7.3575,-5.9394,,,
NM_021123,GAGE7,354,-5.2825,-5.8776,-5.4427,-6.5678,NA,-6.6493,,,
NM_000397,CYBB,1713,-4.6473,-5.2310,-4.8260,-5.9268,-6.2794,-5.9646,,,
NM_015185,ARHGEF9,1551,-4.6306,-5.1880,-4.8053,-6.1173,-6.3211,-6.0077,,,
NM_021804,ACE2,2418,-4.5343,-5.1184,-4.7131,-5.8682,-6.0607,-5.8149,,,
NM_000425,L1CAM,3774,-4.1584,-4.6685,-4.3510,-5.7112,-5.8405,-5.6215,,,
NM_153252,BRWD3,5409,-4.1551,-4.7821,-4.3175,-5.4436,-5.7687,-5.4652,,,
NM_001163323,CCDC120,1857,-4.6387,-5.2423,-4.7814,-6.3265,-6.6147,-5.9295,,,
NM_001166426,WDR13,1182,-4.6285,-5.1779,-4.7936,-6.3322,-6.4994,-6.1257,,,
NM_005448,BMP15,1179,-4.8091,-5.4231,-4.9625,-6.0995,-7.7032,-6.1268,,,
NM_001039590,USP9X,7713,-4.0079,-4.6082,-4.1763,-5.2994,-5.7262,-5.3111,,,
NM_024528,NKAP,1248,-4.6674,-5.2663,-4.8403,-5.9334,-6.3361,-6.1021,,,
NM_003492,TMEM187,786,-4.7456,-5.2092,-4.9425,-6.4802,-7.5989,-6.3029,,,
NM_004606,TAF1,5682,-4.0953,-4.7132,-4.2513,-5.4914,-5.7859,-5.4438,,,
NM_001170553,VSIG1,1272,-4.7716,-5.2808,-4.9693,-6.2647,-6.4198,-6.0938,,,
NM_171998,RAB39B,642,-4.9748,-5.5297,-5.1409,-6.4558,-7.3557,-6.3908,,,
NM_020665,TMEM27,669,-5.1509,-5.7498,-5.3092,-6.7306,-6.7569,-6.3729,,,
NM_152423,MUM1L1,2091,-4.6740,-5.2394,-4.8397,-6.0201,NA,-5.8780,,,
NM_001164617,GPC3,1812,-4.6467,-5.1873,-4.8302,-6.0231,-6.5063,-5.9402,,,
NM_001448,GPC4,1671,-4.5612,-5.1080,-4.7359,-6.0348,-6.4526,-5.9753,,,
NM_022567,NYX,1446,-4.7019,-5.1689,-4.8944,-6.5373,-7.6001,-6.0381,,,
NM_001039891,ZNF674,1746,-4.7069,-5.2760,-4.8738,-6.0263,NA,-5.9563,,,
NM_001129899,ZNF673,297,-5.4411,-5.9620,-5.6290,-7.0497,-7.0393,-6.7256,,,
NM_001099686,NXF2B,1881,-4.5350,-5.0795,-4.7283,-5.9449,-5.9976,-5.9239,,,
NM_004586,RPS6KA3,2223,-4.5637,-5.1875,-4.7359,-5.8092,-6.0593,-5.8514,,,
NM_014496,RPS6KA6,2238,-4.5542,-5.1543,-4.7292,-5.8771,-6.0435,-5.8485,,,
NM_002365,MAGEB3,1041,-4.8895,-5.5026,-5.0313,-6.3842,-7.7613,-6.1809,,,
NM_002814,PSMD10,681,-5.0672,-5.5963,-5.2481,-6.7015,-6.7598,-6.3652,,,
NM_173523,MAGEB6,1224,-4.7137,-5.2302,-4.8903,-6.2693,-7.6201,-6.1105,,,
NM_002367,MAGEB4,1041,-4.8504,-5.4445,-4.9970,-6.3853,-7.7085,-6.1809,,,
NM_005342,HMGB3,603,-5.0801,-5.6456,-5.2529,-6.7062,-6.6006,-6.4180,,,
NM_012310,KIF4A,3699,-4.3005,-4.8955,-4.4742,-5.6568,-5.8061,-5.6302,,,
NM_001017980,VMA21,306,-5.3982,-5.9222,-5.6014,-6.6546,-7.1985,-6.7126,,,
NM_001118886,GLRA2,1359,-4.7151,-5.2779,-4.8880,-6.1437,-6.5089,-6.0651,,,
NM_001172285,GLRA4,1029,-4.9063,-5.4979,-5.0653,-6.3936,-6.6498,-6.1859,,,
NM_144968,RIBC1,579,-5.0599,-5.7276,-5.2260,-6.1024,-7.0535,-6.4356,,,
NM_181672,OGT,3141,-4.3556,-4.9459,-4.5242,-5.7409,-5.9902,-5.7012,,,
NM_033215,PPP1R3F,2400,-4.5098,-4.9936,-4.6952,-6.3406,-6.9664,-5.8181,,,
NM_001114123,ELK1,1287,-4.6921,-5.1732,-4.8804,-6.5066,-6.8999,-6.0887,,,
NM_001166599,FAM122B,744,-4.9871,-5.5350,-5.1757,-6.4834,-6.4422,-6.3267,,,
NM_001170781,FAM122C,297,-5.7381,-6.1798,-5.9526,-7.5924,-7.5874,-6.7256,,,
NM_001129765,NSDHL,1122,-4.7726,-5.3049,-4.9537,-6.2914,-6.5682,-6.1483,,,
NM_001009609,SPANXN3,426,-5.3048,-5.8191,-5.4970,-6.7174,-7.3520,-6.5689,,,
NM_033495,KLHL13,1968,-4.5774,-5.1614,-4.7411,-5.9911,-6.4178,-5.9043,,,
NM_003069,SMARCA1,3165,-4.3470,-4.9721,-4.5139,-5.5643,-6.0211,-5.6979,,,
NM_001097594,XAGE1B,246,-5.4551,-5.9513,-5.6458,-6.9407,NA,-6.8074,,,
NM_001097597,XAGE1C,246,-5.4551,-5.9513,-5.6458,-6.9407,NA,-6.8074,,,
NM_020411,XAGE1D,246,-5.4551,-5.9513,-5.6458,-6.9407,NA,-6.8074,,,
NM_001097604,XAGE1E,246,-5.4519,-5.9513,-5.6458,-6.9407,-7.5856,-6.8074,,,
NM_000555,DCX,1326,-4.7108,-5.3015,-4.8720,-6.1158,-6.5808,-6.0758,,,
NM_173470,MMGT1,396,-5.2607,-5.8739,-5.4359,-6.4300,-6.9969,-6.6006,,,
NM_001164741,ARHGAP4,2961,-4.2816,-4.7931,-4.4665,-5.9464,-6.0574,-5.7269,,,
NM_013427,ARHGAP6,2925,-4.3583,-4.8465,-4.5587,-5.8820,-6.1885,-5.7322,,,
NM_001173454,PDHA1,1287,-4.7030,-5.2660,-4.8835,-6.0645,-6.3546,-6.0887,,,
NM_002024,FMR1,1899,-4.5984,-5.2150,-4.7571,-6.0218,-6.1816,-5.9198,,,
NM_004538,NAP1L3,1521,-4.7344,-5.2974,-4.8949,-6.2107,-7.7627,-6.0162,,,
NM_001167,XIAP,1494,-4.7587,-5.3752,-4.9214,-6.0016,-6.6559,-6.0240,,,
NM_004979,KCND1,1944,-4.4275,-4.9691,-4.5943,-6.0172,-6.6884,-5.9096,,,
NM_016024,RBMX2,969,-4.8231,-5.4224,-4.9873,-6.1401,-6.6781,-6.2120,,,
NM_001013736,FAM47C,3108,-4.2554,-4.8078,-4.4083,-6.0620,-7.6035,-5.7058,,,
NM_152631,FAM47B,1938,-4.4314,-4.9770,-4.5897,-6.1409,-7.6032,-5.9110,,,
NM_203408,FAM47A,2376,-4.3576,-4.9050,-4.5176,-5.9833,-7.5915,-5.8225,,,
NM_201286,USP51,2136,-4.5501,-5.0920,-4.7194,-6.0130,-7.7919,-5.8687,,,
NM_003372,VBP1,594,-5.2612,-5.8346,-5.4515,-6.5647,-6.7235,-6.4245,,,
NM_017848,FAM120C,3291,-4.3665,-4.9367,-4.5402,-5.7166,-6.1794,-5.6810,,,
NM_001017417,CT45A1,570,-5.0982,-5.7272,-5.2588,-6.2407,NA,-6.4424,,,
NM_152582,CT45A2,570,-5.1076,-5.7362,-5.2724,-6.3114,-6.9083,-6.4424,,,
NM_001172288,CT45A5,570,-5.1282,-5.7772,-5.2991,-6.2161,-6.9007,-6.4424,,,
NM_001017438,CT45A6,570,-5.1068,-5.7350,-5.2716,-6.3115,-6.9047,-6.4424,,,
NM_000451,SHOX,879,-4.7783,-5.2523,-4.9790,-6.3589,-6.8618,-6.2543,,,
NM_000194,HPRT1,657,-5.1357,-5.7547,-5.3104,-6.4784,-6.4974,-6.3807,,,
NM_001000,RPL39,156,-5.6801,-6.4120,-5.8413,-6.8178,-7.0517,-7.0052,,,
NM_152787,TAB3,2139,-4.5521,-5.1520,-4.7202,-5.7767,-6.5783,-5.8681,,,
NM_001039840,CHIC1,675,-5.4631,-5.9632,-5.6400,-7.1956,NA,-6.3690,,,
NM_001939,DRP2,2874,-4.4015,-4.9965,-4.5677,-5.8132,-6.0117,-5.7398,,,
NM_005120,MED12,6534,-4.0214,-4.6113,-4.1863,-5.4156,-5.7558,-5.3831,,,
NM_001171192,GDPD2,1773,-4.6482,-5.2197,-4.8326,-5.9456,-6.2237,-5.9496,,,
NM_001522,GUCY2F,3327,-4.3426,-4.9325,-4.5097,-5.7346,-6.0156,-5.6763,,,
NM_001190255,ZNF630,1932,-4.7156,-5.3199,-4.8620,-6.1658,-7.7012,-5.9123,,,
NM_003916,AP1S2,474,-5.2082,-5.8580,-5.3652,-6.4702,-6.8759,-6.5225,,,
NM_001024455,RGAG4,1710,-4.5176,-5.0621,-4.6854,-5.9806,NA,-5.9653,,,
NM_020769,RGAG1,4167,-4.2864,-4.8332,-4.4485,-5.8640,-7.3452,-5.5785,,,
NM_002183,IL3RA,1137,-4.6379,-5.1422,-4.8328,-6.1834,-6.3528,-6.1426,,,
NM_007156,ZXDA,2400,-4.4332,-4.8842,-4.6337,-6.2524,NA,-5.8181,,,
NM_032508,TMEM185A,1053,-4.8098,-5.3548,-5.0035,-6.0472,-6.6183,-6.1759,,,
NM_017677,MTMR8,2115,-4.5862,-5.2057,-4.7377,-6.0873,-6.2436,-5.8730,,,
NM_198451,FOXR2,936,-4.9631,-5.5402,-5.1280,-6.2792,-7.8151,-6.2270,,,
NM_003828,MTMR1,1998,-4.5525,-5.1080,-4.7406,-5.8464,-6.2205,-5.8977,,,
NM_198057,TSC22D3,603,-4.9808,-5.4999,-5.1657,-6.4509,-7.0300,-6.4180,,,
NM_001018113,FANCB,2580,-4.5400,-5.1130,-4.7030,-6.0023,-6.5202,-5.7867,,,
NM_007220,CA5B,954,-4.8368,-5.3781,-5.0199,-6.2676,-6.5710,-6.2188,,,
NM_001201539,ARSF,1773,-4.5289,-5.0439,-4.7243,-5.8994,-6.3967,-5.9496,,,
NM_003604,IRS4,3774,-4.1524,-4.6522,-4.3357,-5.7148,-7.5936,-5.6215,,,
NM_001168479,ARMCX5,1677,-4.7344,-5.3053,-4.8965,-6.1263,-7.6215,-5.9738,,,
NM_001011719,ARSH,1689,-4.5762,-5.1096,-4.7521,-6.1546,-6.4513,-5.9707,,,
NM_016608,ARMCX1,1362,-4.7373,-5.2573,-4.9135,-6.2597,-7.8157,-6.0641,,,
NM_002139,RBMX,1176,-4.7143,-5.3945,-4.8566,-5.9897,-6.5016,-6.1279,,,
NM_006013,RPL10,645,-4.9562,-5.6273,-5.0953,-6.3740,-6.6499,-6.3888,,,
NM_003491,NAA10,708,-4.9444,-5.4684,-5.1323,-6.5403,-6.5483,-6.3483,,,
NM_003179,SYP,942,-4.7435,-5.1862,-4.9695,-6.2261,-6.7125,-6.2243,,,
NM_001171689,AMMECR1,633,-5.0287,-5.6463,-5.1892,-6.4099,-6.6515,-6.3969,,,
NM_000117,EMD,765,-4.8877,-5.4061,-5.0693,-6.5538,-6.7006,-6.3147,,,
NM_152869,RGN,900,-4.8987,-5.4626,-5.0668,-6.3816,-6.7767,-6.2441,,,
NM_002025,AFF2,3936,-4.2857,-4.8518,-4.4543,-5.8367,-5.9526,-5.6033,,,
NM_002637,PHKA1,3672,-4.2960,-4.9109,-4.4691,-5.5493,-5.8244,-5.6334,,,
NM_000292,PHKA2,3708,-4.2065,-4.7229,-4.3999,-5.7179,-5.8313,-5.6292,,,
NM_003334,UBA1,3177,-4.2606,-4.8135,-4.4421,-5.7375,-5.8167,-5.6963,,,
NM_181777,UBE2A,234,-5.4767,-6.1982,-5.6040,-6.9850,-7.0389,-6.8291,,,
NM_001136234,FAM48B1,2664,-4.5255,-5.0417,-4.7061,-5.9791,NA,-5.7728,,,
NM_001136233,FAM48B2,2454,-4.5364,-5.0682,-4.7101,-5.9915,-7.6625,-5.8084,,,
NM_001142418,MORF4L2,867,-4.9706,-5.5250,-5.1336,-6.4820,-7.8422,-6.2603,,,
NM_004541,NDUFA1,213,-5.4232,-5.9439,-5.6096,-7.1069,-7.0554,-6.8699,,,
NM_001079858,GPR64,3054,-4.3936,-4.9347,-4.5782,-5.9180,-5.9424,-5.7134,,,
NM_002970,SAT1,516,-5.1365,-5.6904,-5.3164,-6.7094,-6.6520,-6.4857,,,
NM_004463,FGD1,2886,-4.3841,-4.9471,-4.5527,-5.8727,-6.1986,-5.7380,,,
NM_001007524,F8A3,1116,-5.0107,-5.4122,-5.2453,-6.7989,-7.6760,-6.1506,,,
NM_021637,TMEM35,504,-5.1205,-5.7044,-5.2784,-6.5780,-7.3645,-6.4959,,,
NM_182541,TMEM31,507,-5.1861,-5.7620,-5.3667,-6.3740,-7.3594,-6.4933,,,
NM_001007523,F8A2,1116,-5.0107,-5.4122,-5.2453,-6.7989,-7.6760,-6.1506,,,
NM_000307,POU3F4,1086,-4.6489,-5.0946,-4.8587,-6.2561,NA,-6.1625,,,
NM_052957,ACRC,2076,-4.4335,-4.8887,-4.6447,-6.1158,-6.3146,-5.8811,,,
NM_003254,TIMP1,624,-5.0060,-5.5691,-5.1721,-6.6121,-6.7545,-6.4031,,,
NM_152761,CXorf58,999,-4.8179,-5.4499,-4.9793,-6.1382,-6.3727,-6.1987,,,
NM_173695,CXorf59,1509,-4.7729,-5.3814,-4.9408,-6.0780,-6.3998,-6.0196,,,
NM_001170569,CXorf56,522,-5.1154,-5.7509,-5.2772,-6.4316,-6.6608,-6.4806,,,
NM_018015,CXorf57,2568,-4.4472,-5.0159,-4.6268,-5.7870,-6.0923,-5.7887,,,
NM_001015038,PAGE2B,336,-5.3756,-5.9521,-5.5494,-6.9301,-6.8882,-6.6720,,,
NM_207320,OTUD6A,867,-4.7251,-5.1973,-4.9146,-6.5128,NA,-6.2603,,,
NM_138702,MAGEC3,1932,-4.6232,-5.1716,-4.8025,-5.9959,-6.5450,-5.9123,,,
NM_138636,TLR8,3126,-4.3870,-4.9394,-4.5527,-5.8347,-7.3558,-5.7033,,,
NM_021796,PLAC1,639,-5.0877,-5.6128,-5.2641,-6.6166,-7.6068,-6.3928,,,
NM_001327,CTAG1B,543,-5.1098,-5.6057,-5.3015,-6.7076,-7.0806,-6.4635,,,
NM_001017930,DCAF8L1,1803,-4.5574,-5.1023,-4.7292,-5.9533,-7.7918,-5.9423,,,
NM_018698,NXT2,594,-5.1150,-5.7044,-5.2778,-6.6269,-6.7557,-6.4245,,,
NM_001551,IGBP1,1020,-4.8122,-5.3833,-4.9861,-6.1506,-6.6632,-6.1897,,,
NM_001013579,AWAT1,987,-4.8762,-5.4319,-5.0533,-6.3324,-6.5685,-6.2040,,,
NM_001002254,AWAT2,1002,-4.8866,-5.4955,-5.0425,-6.3183,-6.6587,-6.1974,,,
NM_004651,USP11,2892,-4.2814,-4.8186,-4.4630,-5.7717,-6.0076,-5.7371,,,
NM_173798,ZCCHC12,1209,-4.7298,-5.2965,-4.8880,-6.2262,-7.6175,-6.1159,,,
NM_001009614,SPANXN1,219,-5.5279,-6.0085,-5.7363,-7.0605,-7.3521,-6.8579,,,
NM_001727,BRS3,1200,-4.8106,-5.3656,-4.9823,-6.1979,-7.0580,-6.1191,,,
NM_001184749,SLITRK4,2514,-4.5017,-5.0348,-4.6808,-5.8596,-7.7629,-5.7979,,,
NM_032539,SLITRK2,2538,-4.4525,-4.9749,-4.6336,-5.8552,-7.7464,-5.7938,,,
NM_016542,MST4,1251,-4.7985,-5.3683,-4.9849,-6.1355,-6.2844,-6.1011,,,
NM_022117,TSPYL2,2082,-4.5325,-5.0606,-4.7084,-6.1043,-6.5718,-5.8798,,,
NM_021120,DLG3,2454,-4.4839,-5.0463,-4.6659,-5.8574,-6.0782,-5.8084,,,
NM_006240,PPEF1,1962,-4.5817,-5.1506,-4.7651,-5.8833,-6.1993,-5.9056,,,
NM_006743,RBM3,474,-5.1629,-5.7768,-5.3081,-6.9597,-6.8125,-6.5225,,,
NM_001669,ARSD,1782,-4.4996,-4.9617,-4.7099,-6.0708,-6.4504,-5.9474,,,
NM_000047,ARSE,1770,-4.4890,-4.9742,-4.6907,-5.9932,-6.3988,-5.9503,,,
NM_001080790,MAGEA9B,948,-4.8406,-5.3165,-5.0409,-6.3255,-7.7342,-6.2215,,,
NM_001242362,MAGED4B,2274,-4.3777,-4.8911,-4.5602,-5.9883,-6.3164,-5.8415,,,
NM_006520,DYNLT3,351,-5.3735,-5.9421,-5.5519,-6.9454,-6.8077,-6.6530,,,
NM_003886,AKAP4,2565,-4.5144,-5.0716,-4.6822,-5.9632,-6.6597,-5.7892,,,
NM_001178106,ZNF185,2166,-4.5101,-5.0462,-4.6799,-6.0043,NA,-5.8627,,,
NM_001178099,ZNF182,1920,-4.6664,-5.2436,-4.8341,-5.9706,-6.9655,-5.9150,,,
NM_181532,ERAS,702,-4.9698,-5.4716,-5.1473,-6.6576,NA,-6.3520,,,
NM_001077188,HS6ST2,1938,-4.5155,-5.0282,-4.6920,-6.0848,NA,-5.9110,,,
NM_014235,UBL4A,474,-5.2200,-5.7140,-5.4234,-6.6401,-7.1873,-6.5225,,,
NM_006978,RNF113A,1032,-4.6877,-5.2251,-4.8569,-6.1961,-7.9581,-6.1846,,,
NM_016607,ARMCX3,1140,-4.8442,-5.4386,-4.9880,-6.4552,-7.6199,-6.1414,,,
NM_005638,VAMP7,663,-5.0708,-5.6603,-5.2547,-6.3392,-6.5804,-6.3768,,,
NM_177949,ARMCX2,1899,-4.5717,-5.0951,-4.7384,-6.3325,-7.5938,-5.9198,,,
NM_020922,WNK3,5403,-4.1820,-4.7735,-4.3487,-5.5110,-5.9956,-5.4657,,,
NM_138737,HEPH,3639,-4.3539,-4.9636,-4.5181,-5.6481,-6.0992,-5.6373,,,
NM_007131,ZNF75D,1533,-4.7539,-5.3243,-4.9277,-6.0578,-6.7472,-6.0128,,,
NM_001042537,SLC9A6,2106,-4.4963,-5.0475,-4.6750,-6.0568,-6.0451,-5.8749,,,
NM_001257291,SLC9A7,2181,-4.4666,-4.9766,-4.6620,-6.0560,-6.0337,-5.8597,,,
NM_014735,PHF16,2472,-4.4881,-5.0647,-4.6546,-5.8742,-6.4236,-5.8053,,,
NM_001098408,GAGE12C,354,-5.2716,-5.8777,-5.4428,-6.5679,-6.8715,-6.6493,,,
NM_012216,MID2,2208,-4.5334,-5.1327,-4.6943,-5.8770,-6.4506,-5.8543,,,
NM_000381,MID1,2004,-4.4716,-5.0074,-4.6478,-5.9757,-6.4572,-5.8964,,,
NM_003662,PIR,873,-4.9389,-5.4963,-5.1211,-6.4246,-6.4477,-6.2573,,,
NM_001039582,PNCK,1281,-4.6477,-5.1621,-4.8340,-6.2307,-6.4530,-6.0908,,,
NM_001163257,PLXNB3,5799,-3.9997,-4.5009,-4.1871,-5.6873,-5.8423,-5.4350,,,
NM_001013627,NHSL2,3678,-4.5974,-5.1349,-4.7623,-6.2027,-7.6002,-5.6327,,,
NM_001171162,ZMYM3,4077,-4.2240,-4.8094,-4.3860,-5.6937,-5.9828,-5.5880,,,
NM_021140,KDM6A,4206,-4.2868,-4.8580,-4.4730,-5.5502,-5.8826,-5.5744,,,
NM_004114,FGF13,738,-4.9030,-5.4381,-5.0948,-6.2083,-6.7497,-6.3303,,,
NM_003868,FGF16,351,-5.2838,-5.8746,-5.4559,-6.4521,NA,-6.6530,,,
NM_006915,RP2,1053,-4.9156,-5.5092,-5.0717,-6.4046,-6.8192,-6.1759,,,
NM_001010888,ZC3H12B,2511,-4.4655,-5.0841,-4.6133,-5.7898,NA,-5.7985,,,
NM_058163,TSR2,576,-5.0601,-5.5795,-5.2505,-6.5884,-6.7583,-6.4379,,,
NM_000044,AR,2763,-4.4348,-4.9345,-4.6294,-5.8810,-6.5143,-5.7569,,,
NM_002578,PAK3,1635,-4.6919,-5.2935,-4.8611,-6.0466,-6.2495,-5.9848,,,
NM_005629,SLC6A8,1908,-4.5203,-5.0082,-4.7225,-6.0264,-6.3217,-5.9177,,,
NM_017856,GEMIN8,729,-4.8941,-5.4476,-5.0769,-6.2289,-6.6817,-6.3356,,,
NM_001162490,ARL13A,873,-4.9897,-5.5621,-5.1574,-6.2811,NA,-6.2573,,,
NM_138382,RIPPLY1,456,-5.2706,-5.7809,-5.4538,-6.7679,NA,-6.5393,,,
NM_015419,MXRA5,8487,-3.8820,-4.3927,-4.0607,-5.4490,-6.7016,-5.2696,,,
NM_152692,C1GALT1C1,957,-4.9746,-5.5808,-5.1223,-6.3963,-7.9580,-6.2174,,,
NM_000402,G6PD,1638,-4.4903,-5.0047,-4.6729,-6.1670,-6.2908,-5.9840,,,
NM_153488,MAGEA2B,945,-4.8546,-5.3448,-5.0502,-6.2950,-7.6670,-6.2229,,,
NM_198270,NHS,4893,-4.2010,-4.7550,-4.3658,-5.7032,-6.5451,-5.5087,,,
NM_173493,PASD1,2322,-4.5363,-5.0696,-4.7271,-5.9646,-6.1402,-5.8325,,,
NM_001142447,ATP1B4,1074,-4.8028,-5.3668,-4.9862,-6.2285,-6.2792,-6.1673,,,
NM_002186,IL9R,1566,-4.6537,-5.1782,-4.8413,-6.1145,-6.4356,-6.0035,,,
NM_000898,MAOB,1563,-4.6790,-5.2626,-4.8527,-6.0890,-6.2124,-6.0044,,,
NM_000240,MAOA,1584,-4.6493,-5.2037,-4.8261,-6.1833,-6.2440,-5.9986,,,
NM_002565,P2RY4,1098,-4.7307,-5.2968,-4.8881,-6.2453,-7.6994,-6.1577,,,
NM_013453,SPANXA1,294,-5.3003,-5.7946,-5.4988,-6.7762,-7.3515,-6.7300,,,
NM_145662,SPANXA2,294,-5.3003,-5.7946,-5.4988,-6.7762,-7.3515,-6.7300,,,
NM_144970,CXorf38,960,-4.8379,-5.3802,-5.0301,-6.0911,-6.7023,-6.2160,,,
NM_176819,CXorf36,1302,-4.7396,-5.2406,-4.9235,-6.3398,-7.1600,-6.0837,,,
NM_145799,SEPT6,1284,-4.6931,-5.2109,-4.8918,-6.1104,-6.3007,-6.0897,,,
NM_001130847,AIFM1,975,-4.8556,-5.4116,-5.0422,-6.1951,-6.4460,-6.2093,,,
NM_004299,ABCB7,2262,-4.5140,-5.0749,-4.6941,-5.8841,-6.1788,-5.8438,,,
NM_054021,GPR101,1527,-4.5775,-5.0894,-4.7516,-6.2523,-7.6581,-6.0145,,,
NM_001080485,ZNF275,990,-4.7282,-5.2036,-4.9339,-6.1332,-7.3832,-6.2027,,,
NM_001009616,SPANXN5,219,-5.6037,-6.1352,-5.7907,-7.1159,-7.3534,-6.8579,,,
NM_001009613,SPANXN4,300,-5.6851,-6.2269,-5.8504,-7.2172,NA,-6.7212,,,
NM_012084,GLUD2,1677,-4.5462,-5.0737,-4.7098,-6.3630,-7.6042,-5.9738,,,
NM_001145408,NONO,1416,-4.7011,-5.4021,-4.8420,-5.9647,-6.3456,-6.0472,,,
NM_016521,TFDP3,1218,-4.7678,-5.2460,-4.9597,-6.3989,NA,-6.1127,,,
NM_001171135,ZBED1,2085,-4.3260,-4.7815,-4.5272,-6.0311,-7.7374,-5.8792,,,
NM_203473,PORCN,1371,-4.6309,-5.1655,-4.8178,-6.0739,-6.3131,-6.0613,,,
NM_014481,APEX2,1557,-4.6165,-5.2026,-4.7663,-6.2603,-6.6668,-6.0060,,,
NM_021998,ZNF711,2286,-4.5637,-5.1495,-4.7289,-5.8942,-6.5789,-5.8392,,,
NM_130388,ASB12,957,-4.8517,-5.4199,-5.0081,-6.4058,-7.3504,-6.2174,,,
NM_021949,ATP2B3,3522,-4.1519,-4.6368,-4.3449,-5.8560,-6.1004,-5.6515,,,
NM_080832,PABPC5,1149,-4.7464,-5.3121,-4.9040,-6.2588,-7.8092,-6.1380,,,
NM_021946,BCORL1,5136,-4.0850,-4.5967,-4.2700,-5.5688,-6.3082,-5.4877,,,
NM_001184768,ARMCX6,903,-4.8960,-5.4417,-5.0644,-6.3721,-7.6566,-6.2426,,,
NM_024921,POF1B,1770,-4.6663,-5.2630,-4.8442,-5.9578,-6.1772,-5.9503,,,
NM_000202,IDS,1653,-4.5575,-5.0686,-4.7452,-6.0902,-6.4543,-5.9800,,,
NM_022661,SPANXC,294,-5.2796,-5.7682,-5.4790,-6.7825,-7.3606,-6.7300,,,
NM_016562,TLR7,3150,-4.4407,-4.9858,-4.6086,-5.9111,-7.3468,-5.7000,,,
NM_004469,FIGF,1065,-4.8375,-5.4344,-5.0122,-6.0707,-6.5736,-6.1710,,,
NM_002444,MSN,1734,-4.5890,-5.2127,-4.7423,-5.9925,-6.2973,-5.9593,,,
NM_005333,HCCS,807,-4.9055,-5.4690,-5.0891,-6.2717,-6.4670,-6.2914,,,
