ensembl_transcript_id	hgnc_symbol
ENST00000275767	TMEM140
ENST00000300584	TBC1D2B
ENST00000308284	SEC16B
ENST00000293889	CCDC78
ENST00000278243	PGAP2
ENST00000274793	PLA2G7
ENST00000307720	PPID
ENST00000300113	CHP2
ENST00000299367	C2
ENST00000300738	RRM1
ENST00000297261	SHH
ENST00000300737	STIM1
ENST00000281382	PIGF
ENST00000272133	CNIH3
ENST00000314124	TMEM40
ENST00000312349	FNDC9
ENST00000311946	NIPAL4
ENST00000305139	UGT1A6
ENST00000287936	HMGCR
ENST00000275820	NOM1
ENST00000300291	NUDT21
ENST00000305208	UGT1A1
ENST00000271332	CELSR2
ENST00000307003	C7orf33
ENST00000269383	TRIM65
ENST00000309352	MRPL38
ENST00000285208	RAB6B
ENST00000293217	ACOX1
ENST00000286091	PDIA4
ENST00000301607	EVPL
ENST00000307877	SRP68
ENST00000285871	CCDC146
ENST00000295324	CDC42EP3
ENST00000285805	TRIM74
ENST00000301944	NXNL1
ENST00000312165	NLRP6
ENST00000303225	FUT3
ENST00000275493	EGFR
ENST00000307017	USP38
ENST00000274031	SETD7
ENST00000272430	RTKN
ENST00000284073	MSI2
ENST00000290418	CCDC142
ENST00000306151	MUC17
ENST00000306085	TRIM56
ENST00000269701	AKAP8
ENST00000299752	CDH16
ENST00000289361	BTN3A1
ENST00000283921	HOXA10
ENST00000304511	TMEM126A
ENST00000303657	RFX2
ENST00000299759	RRAD
ENST00000310326	NSUN5
ENST00000301452	ACER1
ENST00000303334	CES3
ENST00000300441	ACSF2
ENST00000282074	SPC25
ENST00000274721	GFRA3
ENST00000284136	SEMA3D
ENST00000301454	SLC25A23
ENST00000306602	CXCL10
ENST00000306621	CXCL11
ENST00000314358	KDM3B
ENST00000302277	ZNF804A
ENST00000290871	TEPP
ENST00000304636	COL3A1
ENST00000281543	GUF1
ENST00000295448	GNPDA2
ENST00000289473	NCF1
ENST00000308251	KCNG4
ENST00000311745	RBFOX1
ENST00000281030	THRSP
ENST00000281031	NDUFC2
ENST00000301244	SPINT2
ENST00000296666	PRRC1
ENST00000301242	PPP1R14A
ENST00000299424	TAF10
ENST00000288937	MRPL17
ENST00000274673	FAM217A
ENST00000272937	HES6
ENST00000299441	DCHS1
ENST00000299626	ALG8
ENST00000301246	C19orf33
ENST00000271588	HMCN1
ENST00000287600	PDE6D
ENST00000284154	GRAP
ENST00000295463	ALPI
ENST00000297537	GBX1
ENST00000304546	ECEL1
ENST00000292894	THAP8
ENST00000310842	POMZP3
ENST00000272322	VPS54
ENST00000310357	GPRC6A
ENST00000283309	FRMD1
ENST00000309926	GPR148
ENST00000313663	C2CD3
ENST00000308360	PIGS
ENST00000308683	ZNF622
ENST00000302351	ENC1
ENST00000309451	MZT2A
ENST00000312371	AMZ1
ENST00000281441	TMEM45B
ENST00000309683	ZNF680
ENST00000307271	GIMAP8
ENST00000297142	NEUROD6
ENST00000289707	SLAMF8
ENST00000296674	RPS23
ENST00000302907	RPS9
ENST00000300870	ZNF267
ENST00000306315	ZNF608
ENST00000309950	DAPL1
ENST00000278742	ST14
ENST00000307063	PWWP2A
ENST00000274487	ADAMTS19
ENST00000274289	PLK2
ENST00000301146	CYP2A7
ENST00000309377	AKIP1
ENST00000295682	KRTCAP2
ENST00000292090	TLCD1
ENST00000295025	REL
ENST00000309166	NRIP3
ENST00000308713	SEZ6L2
ENST00000305899	OR10H2
ENST00000301765	VPS37C
ENST00000312403	PGA5
ENST00000301764	DDB1
ENST00000296280	MASP1
ENST00000291442	NR2F6
ENST00000296777	CARTPT
ENST00000301364	TSR1
ENST00000282077	PDK1
ENST00000272227	PDIA6
ENST00000290866	ACE
ENST00000293725	ZNF563
ENST00000310926	SLCO2A1
ENST00000301547	ZNF443
ENST00000302631	SCAMP3
ENST00000293695	SYCE2
ENST00000278826	TMEM138
ENST00000290158	KPNB1
ENST00000301761	SDHAF2
ENST00000310833	CD34
ENST00000270776	PGD
ENST00000278823	MTA2
ENST00000286574	WIF1
ENST00000308330	LEMD3
ENST00000290216	SCRN2
ENST00000307832	OR2Y1
ENST00000311104	GPR151
ENST00000296702	TCERG1
ENST00000278833	ROM1
ENST00000308177	PCDHGC3
ENST00000306593	PCDHGC4
ENST00000272427	EXOC6B
ENST00000294119	UBXN1
ENST00000305264	HDAC3
ENST00000302746	PDHB
ENST00000297164	RELL2
ENST00000294117	GNG3
ENST00000301785	HNRNPUL2
ENST00000304400	PAM
ENST00000280346	DLAT
ENST00000301399	ZNF577
ENST00000306960	CHRM1
ENST00000293471	ZNF613
ENST00000313552	ING5
ENST00000305444	OR7G3
ENST00000303786	PROKR1
ENST00000311085	DMXL1
ENST00000280350	PIH1D2
ENST00000296098	TRIM54
ENST00000299767	HSP90B1
ENST00000295702	SSR2
ENST00000287590	B3GNT7
ENST00000312465	FGF5
ENST00000305141	NMUR1
ENST00000312719	HS3ST5
ENST00000308744	NPFFR2
ENST00000298910	LRRK2
ENST00000300952	MIDN
ENST00000270357	RNPEPL1
ENST00000296412	ADH5
ENST00000295688	CCT3
ENST00000308982	ACAD9
ENST00000307503	AGXT
ENST00000270642	IGLON5
ENST00000313288	TACC3
ENST00000307395	GP9
ENST00000294338	PDZK1IP1
ENST00000302625	CDK5R2
ENST00000294339	TAL1
ENST00000295727	FEV
ENST00000295728	CRYBA2
ENST00000273541	ISY1
ENST00000300408	PHB
ENST00000295731	IHH
ENST00000286758	CXCL13
ENST00000279263	TM7SF2
ENST00000296137	FYCO1
ENST00000294818	LRRC52
ENST00000288757	C12orf43
ENST00000289528	ZFAND2B
ENST00000313503	OR8H2
ENST00000298852	PSMC3
ENST00000303372	TCTN2
ENST00000293777	MED11
ENST00000307388	OR52A5
ENST00000293778	CXCL16
ENST00000304771	MAP6
ENST00000302040	OR5A2
ENST00000270560	TM4SF5
ENST00000270586	PSMB6
ENST00000295759	GLB1L
ENST00000295718	PTPRN
ENST00000287474	FRRS1
ENST00000310232	CCDC13
ENST00000281087	ATP6V1G3
ENST00000283148	UXS1
ENST00000310914	IQCF1
ENST00000310463	CCDC74B
ENST00000301071	TUBA1A
ENST00000301072	TUBA1C
ENST00000281871	MZT2B
ENST00000312988	TUBA3E
ENST00000311224	CD84
ENST00000301310	ZNF582
ENST00000304030	ZNF439
ENST00000289749	NBL1
ENST00000303395	SCN1A
ENST00000280800	PLBD2
ENST00000303305	PA2G4
ENST00000301634	TK1
ENST00000283254	SCN3A
ENST00000301633	BIRC5
ENST00000303498	BTD
ENST00000283946	FBXO36
ENST00000295190	SLC16A14
ENST00000303212	NRTN
ENST00000282296	ZNF551
ENST00000311170	VN1R4
ENST00000284995	TSEN2
ENST00000275053	MMS22L
ENST00000308127	SSH3
ENST00000293330	HCRT
ENST00000293328	STAT5B
ENST00000307980	RAD9A
ENST00000308197	COQ10A
ENST00000275216	TAAR1
ENST00000301488	CDK2AP2
ENST00000294288	CABP2
ENST00000273610	UCN2
ENST00000273308	CNPY2
ENST00000275169	GPR6
ENST00000314128	STAT2
ENST00000294129	NCKIPSD
ENST00000306494	SLC22A25
ENST00000283943	TRIP12
ENST00000279178	SLC22A9
ENST00000269571	ERBB2
ENST00000301050	CACNB3
ENST00000308025	DDX23
ENST00000272425	NAT8
ENST00000311417	ZMAT3
ENST00000272424	TPRKB
ENST00000309739	RND1
ENST00000272444	DUSP11
ENST00000299427	TPP1
ENST00000308736	DHX37
ENST00000278840	FADS2
ENST00000302036	OGG1
ENST00000273183	STAC
ENST00000295542	DCST1
ENST00000299492	PPFIBP2
ENST00000312150	KRT25
ENST00000301656	KRT27
ENST00000306658	KRT28
ENST00000269576	KRT10
ENST00000309894	CSHL1
ENST00000272462	MALL
ENST00000310137	RBM14
ENST00000312492	HOXC5
ENST00000310343	ARHGAP32
ENST00000289902	FCER1G
ENST00000302506	CDC25A
ENST00000309052	LCLAT1
ENST00000314259	OR4C6
ENST00000279146	AIP
ENST00000293404	NAGS
ENST00000296438	FBXW12
ENST00000280571	RILPL2
ENST00000293414	ASB16
ENST00000314163	GPR89B
ENST00000270115	LRRC56
ENST00000295992	PCOLCE2
ENST00000269321	ARHGDIA
ENST00000295981	IL17RC
ENST00000272930	UBE2F
ENST00000296003	MTMR14
ENST00000273317	LIMD1
ENST00000296140	CCR1
ENST00000296135	LZTFL1
ENST00000309285	XCR1
ENST00000296142	RTP3
ENST00000311772	PPP1R8
ENST00000287820	PPARG
ENST00000301329	GLOD4
ENST00000312442	GLIPR1L1
ENST00000288167	IL17RB
ENST00000297307	SLC35G3
ENST00000299977	SLFN5
ENST00000284476	DISP1
ENST00000288139	CACNA1D
ENST00000301046	LALBA
ENST00000287647	FANCD2
ENST00000295269	SLC9A4
ENST00000289359	MITD1
ENST00000296181	ITGB5
ENST00000280706	LDHAL6A
ENST00000271843	JTB
ENST00000269391	RNF157
ENST00000302708	ALKBH3
ENST00000314011	ZNF436
ENST00000272395	TRIM43
ENST00000309758	HSPA6
ENST00000314138	RPL27A
ENST00000271450	FCGR2A
ENST00000299855	MMP3
ENST00000271331	PROK1
ENST00000287585	LHFPL4
ENST00000305108	NINJ2
ENST00000309675	OR10P1
ENST00000308020	PTDSS2
ENST00000310248	OR10AD1
ENST00000282486	MBNL1
ENST00000295755	RETNLB
ENST00000273173	SLC22A14
ENST00000306176	ZPLD1
ENST00000313005	BACE1
ENST00000308488	RSF1
ENST00000301964	TADA3
ENST00000296444	SHISA5
ENST00000282538	GADL1
ENST00000309212	MXRA8
ENST00000299164	ADAMTS15
ENST00000299454	OR10A5
ENST00000307033	OR4D5
ENST00000279783	OR8K1
ENST00000302124	OR8I2
ENST00000311352	OR52W1
ENST00000302622	OR6Q1
ENST00000280325	C11orf53
ENST00000307378	SLCO1A2
ENST00000303145	MDM1
ENST00000299459	OR2D2
ENST00000272348	SNRPG
ENST00000306842	OR8B12
ENST00000309154	OR6M1
ENST00000302538	ABR
ENST00000308696	PSMD1
ENST00000300127	OR4D6
ENST00000284061	DGKE
ENST00000295240	BBS5
ENST00000269373	FN3KRP
ENST00000294053	CLPB
ENST00000300784	FN3K
ENST00000299308	TMEM132B
ENST00000305883	KLF11
ENST00000312358	SPEG
ENST00000269394	ZNF750
ENST00000308378	WDR49
ENST00000304685	RGL1
ENST00000270879	FCN3
ENST00000272233	RHOB
ENST00000284719	OLA1
ENST00000272732	SCRN3
ENST00000300433	TMEM92
ENST00000311506	METTL2A
ENST00000303375	MRC2
ENST00000283713	VILL
ENST00000295087	ARL5A
ENST00000296266	IFT122
ENST00000296271	RHO
ENST00000309180	GPR171
ENST00000309170	P2RY14
ENST00000302632	P2RY12
ENST00000282466	IGSF10
ENST00000295704	RNF25
ENST00000295709	STK36
ENST00000271139	MOB3C
ENST00000307786	CALML6
ENST00000310991	TMEM52
ENST00000289429	CD1A
ENST00000295171	CCDC74A
ENST00000307275	HEXIM2
ENST00000270792	SH3BGRL3
ENST00000271064	TINAGL1
ENST00000293805	BCL6B
ENST00000308027	SLC16A13
ENST00000269299	ASGR1
ENST00000281701	NVL
ENST00000273075	DNPEP
ENST00000273062	CTDSP1
ENST00000271732	GOLPH3L
ENST00000302386	GABARAP
ENST00000284523	WNT3A
ENST00000272139	C1orf35
ENST00000284551	TRIM11
ENST00000304979	PPIH
ENST00000296387	CLDN19
ENST00000307201	ABHD15
ENST00000301057	TP53I13
ENST00000309777	TMEM234
ENST00000302759	BUB1
ENST00000294889	C1orf115
ENST00000313135	UTS2R
ENST00000304222	ADORA2B
ENST00000303790	KCNAB3
ENST00000284116	GDPD1
ENST00000312655	YPEL2
ENST00000310496	RFNG
ENST00000304760	SHE
ENST00000272371	OTOF
ENST00000306749	FASN
ENST00000295379	BMP10
ENST00000303714	ANTXR1
ENST00000306271	KRTAP1-1
ENST00000295057	LRRTM1
ENST00000295113	FRZB
ENST00000290524	RFX5
ENST00000301039	PROCA1
ENST00000294409	GMEB1
ENST00000305510	CNNM3
ENST00000305476	SEMA4C
ENST00000294725	KCNT2
ENST00000271651	CTSK
ENST00000291416	TRIM62
ENST00000294671	GBP7
ENST00000284031	DDAH1
ENST00000272645	POLR2D
ENST00000272647	AMMECR1L
ENST00000271971	CAPN9
ENST00000292211	UBE2Q1
ENST00000272317	RPS27A
ENST00000272452	SULT1C4
ENST00000286201	FZD7
ENST00000290663	MED8
ENST00000286175	PPIL3
ENST00000309955	CFLAR
ENST00000313146	ISG20L2
ENST00000286186	CASP10
ENST00000271526	PRCC
ENST00000282406	PLEKHH2
ENST00000272286	ABCG8
ENST00000287482	SASS6
ENST00000283646	RPIA
ENST00000282570	GMCL1
ENST00000303577	PCBP1
ENST00000312239	HP1BP3
ENST00000308618	EVX2
ENST00000271628	SF3B4
ENST00000313173	HOXD8
ENST00000304244	GPR25
ENST00000306324	HOXD4
ENST00000289371	EIF5B
ENST00000272638	UBXN4
ENST00000304786	SRP9
ENST00000272134	LEFTY1
ENST00000305123	IRS1
ENST00000304568	TM4SF20
ENST00000294413	RHCE
ENST00000295550	COL6A3
ENST00000271643	ADAMTSL4
ENST00000271234	FNBP1L
ENST00000287727	ZFYVE9
ENST00000303236	EIF2AK3
ENST00000294543	TMCO4
ENST00000295108	NEUROD1
ENST00000310015	SP3
ENST00000309519	B4GALT2
ENST00000294794	OLFML2B
ENST00000272847	PTH2R
ENST00000272217	ARL8A
ENST00000290583	CELF3
ENST00000280295	PPP1R1C
ENST00000308302	GOLT1A
ENST00000272203	PLEKHA6
ENST00000295321	IWS1
ENST00000311890	HSPB7
ENST00000271640	SETDB1
ENST00000291386	SSU72
ENST00000294638	LHX8
ENST00000304526	INSL5
ENST00000290122	CELA3A
ENST00000290167	WNT4
ENST00000271764	EIF2D
ENST00000271835	CRNN
ENST00000292169	S100A1
ENST00000321217	TGIF2LY
ENST00000316334	LNX2
ENST00000314759	SKA3
ENST00000320027	HSPH1
ENST00000334046	KRTAP19-6
ENST00000338625	SLC25A15
ENST00000330798	KRTAP20-2
ENST00000340473	GTF2F2
ENST00000315677	DLGAP1
ENST00000334055	KRTAP19-2
ENST00000329621	KRTAP8-1
ENST00000335327	WASF3
ENST00000333892	KRTAP21-2
ENST00000334352	USP16
ENST00000334068	KRTAP13-4
ENST00000340345	KRTAP24-1
ENST00000334897	KRTAP6-2
ENST00000334664	KRTAP20-1
ENST00000335093	KRTAP21-1
ENST00000327228	CETN1
ENST00000317257	SETDB2
ENST00000319481	OSBPL1A
ENST00000334067	KRTAP15-1
ENST00000343518	POTEH
ENST00000326291	PIBF1
ENST00000334058	KRTAP19-4
ENST00000334151	KRTAP19-5
ENST00000319363	IL17RA
ENST00000317615	PSMG2
ENST00000327606	MC2R
ENST00000338910	PSPC1
ENST00000318388	NDUFV2
ENST00000332378	KRTAP11-1
ENST00000334063	KRTAP19-3
ENST00000332585	OSBP2
ENST00000334391	DEFB128
ENST00000342308	TMEM230
ENST00000332271	PIWIL3
ENST00000331457	DRG1
ENST00000336726	HORMAD2
ENST00000341976	ZNF70
ENST00000315190	SERTM1
ENST00000335694	GGTLC1
ENST00000329319	YBEY
ENST00000330377	IGLL1
ENST00000343605	SLC35E4
ENST00000332509	PLA2G6
ENST00000334680	KRTAP22-1
ENST00000326695	RIT2
ENST00000340552	LIMK2
ENST00000338483	MAFF
ENST00000325157	ENTHD1
ENST00000317571	TTC39C
ENST00000323563	MRPS31
ENST00000317103	VCX2
ENST00000331035	IL3RA
ENST00000324000	ST8SIA3
ENST00000336934	STARD13
ENST00000327858	FBLN1
ENST00000329122	KRTAP6-1
ENST00000334651	DHRSX
ENST00000336714	SEC23B
ENST00000328656	KCNJ15
ENST00000327220	FAM9B
ENST00000337137	TBC1D22A
ENST00000321143	HCCS
ENST00000337743	TASP1
ENST00000321341	ME2
ENST00000330949	SOX1
ENST00000332556	LAMP1
ENST00000326000	WFDC9
ENST00000316157	LARP4B
ENST00000335769	WFDC10B
ENST00000339486	RIOK3
ENST00000327347	SEPHS1
ENST00000335288	ATP4B
ENST00000334295	TPGS2
ENST00000341197	TOX2
ENST00000342783	PROZ
ENST00000344293	TAF3
ENST00000323274	TYMS
ENST00000339775	BTG3
ENST00000339464	WNT7B
ENST00000332859	SUMO3
ENST00000327619	EYA2
ENST00000340648	RRP1B
ENST00000335678	GRK1
ENST00000334062	RASA3
ENST00000340116	ENOSF1
ENST00000319562	FARP1
ENST00000328046	KLHL15
ENST00000329357	FAM47B
ENST00000324817	MED14
ENST00000334889	RAX
ENST00000327968	DDX53
ENST00000336617	RNASEH2B
ENST00000335972	UBA1
ENST00000330501	ZNF397
ENST00000326132	RNF185
ENST00000334463	ERCC6L
ENST00000316333	UNCX
ENST00000334160	KRTAP23-1
ENST00000327423	PRR14L
ENST00000333407	FAM83F
ENST00000316495	ZFAND2A
ENST00000330817	ALG12
ENST00000344577	LIPI
ENST00000328933	SYNGR1
ENST00000340080	MIOS
ENST00000331573	PSMG1
ENST00000339140	FOXR2
ENST00000328306	SLC9A7
ENST00000340611	BRAT1
ENST00000333229	BRWD1
ENST00000342972	MAGEH1
ENST00000328914	FOXK1
ENST00000337227	RBBP9
ENST00000331163	PDGFB
ENST00000327726	CFD
ENST00000328619	PCP4
ENST00000339534	ZCCHC13
ENST00000319441	PCK1
ENST00000330333	BACE2
ENST00000317204	TOLLIP
ENST00000344417	C7orf26
ENST00000332512	RIPK4
ENST00000344646	ZFAND4
ENST00000327305	NETO1
ENST00000343632	GGA1
ENST00000338037	PLCB1
ENST00000319294	UBASH3A
ENST00000324262	CNDP2
ENST00000320152	PRTFDC1
ENST00000333256	TSSC4
ENST00000327773	GAS6
ENST00000329563	TSPO
ENST00000338821	ATP9A
ENST00000343849	CAV3
ENST00000343262	RPS2
ENST00000337343	DGKH
ENST00000322342	ZADH2
ENST00000329957	MOB2
ENST00000335272	PITPNB
ENST00000325464	MED16
ENST00000334619	CCKBR
ENST00000316375	C11orf42
ENST00000338694	TEKT1
ENST00000339600	NDUFA4
ENST00000319070	WFIKKN1
ENST00000330513	TGIF1
ENST00000328766	ARMCX2
ENST00000344111	COX19
ENST00000326873	STK11
ENST00000338121	GZF1
ENST00000344138	GRAP2
ENST00000320876	SMCHD1
ENST00000335790	LMO1
ENST00000316660	PMAIP1
ENST00000340541	VAPA
ENST00000331161	ENKUR
ENST00000333926	CISD1
ENST00000332853	VSTM4
ENST00000338448	PALM
ENST00000342444	ASCC1
ENST00000344532	RCBTB2
ENST00000319980	IFT88
ENST00000323944	STXBP6
ENST00000323997	ENO3
ENST00000342624	TMTC4
ENST00000342988	SMAD4
ENST00000330884	SULT4A1
ENST00000331299	SLC25A21
ENST00000326181	TRAF7
ENST00000342462	TMPPE
ENST00000316757	APBA3
ENST00000338957	ZC3H12B
ENST00000342743	TMEM215
ENST00000324765	DIAPH2
ENST00000341744	PMEPA1
ENST00000327678	SERHL2
ENST00000323084	TSPEAR
ENST00000334662	KRTAP10-8
ENST00000334670	KRTAP10-11
ENST00000318881	SYT9
ENST00000318833	ZFP3
ENST00000340446	FSCB
ENST00000327470	FANCF
ENST00000343279	FERMT2
ENST00000322357	ZBTB7A
ENST00000339450	ERMP1
ENST00000337491	SIRT6
ENST00000315869	TFE3
ENST00000325870	DMRTA1
ENST00000330938	PTTG1IP
ENST00000333503	PGP
ENST00000340356	SOX18
ENST00000323482	ACSS1
ENST00000338754	TPST2
ENST00000339077	KLHL7
ENST00000321662	GPR137C
ENST00000337414	ARHGAP6
ENST00000340578	RANBP3
ENST00000337843	C1QTNF6
ENST00000316694	SHMT1
ENST00000322716	EPM2AIP1
ENST00000319420	SHISA2
ENST00000337537	PPP2R5E
ENST00000320785	KIF1C
ENST00000333026	DGAT2L6
ENST00000316169	DEFB104B
ENST00000343164	SLC6A13
ENST00000340177	HRH3
ENST00000331302	RPH3AL
ENST00000336930	LUZP2
ENST00000335281	GNG2
ENST00000330714	MX2
ENST00000341394	CAPRIN1
ENST00000321731	C14orf39
ENST00000343242	MAFK
ENST00000337539	ADORA2A
ENST00000315596	PDS5B
ENST00000326010	UPB1
ENST00000317135	LRCH2
ENST00000327839	CLECL1
ENST00000340967	ACER2
ENST00000327720	SIX6
ENST00000325642	PPM1A
ENST00000339754	NECAP1
ENST00000316084	RPS4X
ENST00000317811	FJX1
ENST00000341776	JARID2
ENST00000317173	MSRA
ENST00000319264	LURAP1L
ENST00000339485	VMAC
ENST00000315330	CLEC1A
ENST00000343986	RPS21
ENST00000329312	CYLC1
ENST00000335238	OR4C12
ENST00000319136	APOL1
ENST00000331758	SS18L1
ENST00000329276	NOP56
ENST00000325192	C14orf28
ENST00000329913	GDF3
ENST00000327877	CXorf38
ENST00000343684	NKAPL
ENST00000334849	KRTAP19-7
ENST00000337385	KCNE1
ENST00000330590	DEFA5
ENST00000336164	KLRD1
ENST00000328655	PRSS55
ENST00000316754	RHOJ
ENST00000342136	IFNAR2
ENST00000320756	MAGOHB
ENST00000322893	KCNH5
ENST00000335473	MYO18B
ENST00000332431	TCEAL7
ENST00000317881	SLC25A5
ENST00000330688	RARB
ENST00000321919	GLYR1
ENST00000338352	OTUD6A
ENST00000335021	DEFB107A
ENST00000314787	PINX1
ENST00000333634	SH3BGR
ENST00000328199	ZNF662
ENST00000328596	TNFRSF18
ENST00000343484	TCEA2
ENST00000334136	HDAC6
ENST00000317216	EGR3
ENST00000331444	DGCR6
ENST00000342640	THEG
ENST00000325089	SLITRK5
ENST00000327040	PSD3
ENST00000336643	SLC39A9
ENST00000315087	ST8SIA5
ENST00000337938	EDN3
ENST00000329021	NFAM1
ENST00000334133	RFTN1
ENST00000320048	OR4X1
ENST00000323013	RRP7A
ENST00000328439	MYT1
ENST00000334571	COQ6
ENST00000318158	GRHPR
ENST00000324849	VPS37A
ENST00000317534	MRPS24
ENST00000333467	APOBEC3B
ENST00000327031	FLII
ENST00000341998	SLC24A2
ENST00000343788	SUGT1
ENST00000340652	VWC2
ENST00000335350	UNC5B
ENST00000336078	ZNF532
ENST00000339381	TAS1R3
ENST00000341184	MGAT3
ENST00000336431	GGT7
ENST00000334678	RPS19BP1
ENST00000318240	C18orf32
ENST00000322038	TSHZ1
ENST00000327451	SLC25A18
ENST00000331351	HS3ST4
ENST00000322897	NAPG
ENST00000315082	RHOT2
ENST00000343694	RBPJL
ENST00000328089	SPSB1
ENST00000317582	BCL2L13
ENST00000330828	C12orf60
ENST00000337508	NRIP2
ENST00000342206	IGBP1
ENST00000330133	MRPL54
ENST00000335605	OR5D14
ENST00000327946	GRID1
ENST00000319856	OR4C3
ENST00000327671	FUT10
ENST00000320477	CIDEA
ENST00000317702	TUBB6
ENST00000338560	TRPV2
ENST00000322989	RPS15A
ENST00000340650	NHLRC1
ENST00000321535	FBXO39
ENST00000335397	OR9Q1
ENST00000324501	PSEN1
ENST00000334731	C9orf85
ENST00000324344	DCUN1D3
ENST00000335625	GABRA5
ENST00000332539	PTGDR2
ENST00000319988	OR4S1
ENST00000318217	MYO1D
ENST00000323819	TRIM73
ENST00000331772	RNLS
ENST00000341191	ZNF823
ENST00000316403	CLU
ENST00000342374	SERINC3
ENST00000340855	IDS
ENST00000324607	MBOAT1
ENST00000343070	SCNN1B
ENST00000334266	TAS2R42
ENST00000343979	ZNF136
ENST00000317361	BID
ENST00000329342	MAGEA6
ENST00000341458	SGK2
ENST00000319760	OR4A5
ENST00000318184	OVCH1
ENST00000323169	ZNF491
ENST00000341700	GNA14
ENST00000342784	SYDE1
ENST00000340309	UBE2V1
ENST00000316836	PNMA1
ENST00000329101	NFATC1
ENST00000315616	RPUSD2
ENST00000342833	FOXD4L3
ENST00000340258	RASSF4
ENST00000342213	CLEC14A
ENST00000316059	ZFP91
ENST00000339364	PIK3AP1
ENST00000329773	MRGPRX2
ENST00000319357	STK17A
ENST00000327492	TOB2
ENST00000327857	DEFA3
ENST00000331079	PRMT3
ENST00000335186	DEFB106A
ENST00000336868	NXN
ENST00000326737	HARBI1
ENST00000344514	OR5W2
ENST00000328086	ZKSCAN2
ENST00000342526	AGMO
ENST00000320895	CLPTM1L
ENST00000319331	LRRN1
ENST00000328405	KCNH8
ENST00000330843	RAB11FIP1
ENST00000338825	EIF4EBP1
ENST00000335510	DEFB105B
ENST00000326558	SPAG11A
ENST00000322652	SUZ12
ENST00000331628	SYNDIG1L
ENST00000324642	SLC6A18
ENST00000338316	ADCY2
ENST00000340880	PGLYRP2
ENST00000316843	LLGL1
ENST00000342245	SMPD1
ENST00000330560	CDCA2
ENST00000344423	ZNF395
ENST00000339475	OTX2
ENST00000333190	ZNF804B
ENST00000334274	TCP11L1
ENST00000341435	NEK10
ENST00000339399	ANP32B
ENST00000316077	MAP7D3
ENST00000338056	RUNDC3B
ENST00000328078	GLUD2
ENST00000315758	MDH2
ENST00000336812	DHX15
ENST00000334746	BTBD7
ENST00000324989	CRMP1
ENST00000342219	ISM2
ENST00000319694	PRR15
ENST00000331803	UPP1
ENST00000334049	GNAL
ENST00000337190	MXD4
ENST00000330889	ADAP2
ENST00000318683	B3GNT3
ENST00000331821	RANBP1
ENST00000323373	NR2C2
ENST00000336655	TMEM217
ENST00000328111	DNMT3B
ENST00000315985	PPP2R2A
ENST00000340434	PTAR1
ENST00000337907	RERE
ENST00000334528	FMN1
ENST00000340369	XIRP1
ENST00000322107	OR10H4
ENST00000344099	ZNF14
ENST00000326624	ZBTB33
ENST00000324972	DYNC1I1
ENST00000317697	ASB8
ENST00000329399	PDLIM1
ENST00000337929	IL21R
ENST00000325307	HMGB3
ENST00000343516	CASKIN1
ENST00000329251	EEF1G
ENST00000328449	C1QTNF8
ENST00000335783	CENPQ
ENST00000326258	OR10A7
ENST00000341074	SERPINB4
ENST00000324616	C12orf40
ENST00000337435	NIPA1
ENST00000342144	COX8C
ENST00000318627	FIBIN
ENST00000329517	GNB1L
ENST00000343625	RASAL3
ENST00000328178	ZNF85
ENST00000342560	GDAP1L1
ENST00000341495	TREML4
ENST00000341469	TRIM14
ENST00000340722	TCL1B
ENST00000331173	CSTF2T
ENST00000336126	PCGF5
ENST00000344204	TRIO
ENST00000326047	KIF15
ENST00000335890	UXT
ENST00000318238	SAMD9L
ENST00000335117	ZNF486
ENST00000333891	PCLO
ENST00000331320	MTA1
ENST00000339139	CRISP2
ENST00000335496	SPATA21
ENST00000332408	SHC4
ENST00000342228	SLC20A2
ENST00000317089	DNAJA2
ENST00000331272	FBXW4
ENST00000336735	SEL1L
ENST00000323959	CSTF3
ENST00000338797	CRTC1
ENST00000327381	XKR4
ENST00000343769	ZNF93
ENST00000332296	PRAMEF1
ENST00000334398	TMLHE
ENST00000341170	TSTD2
ENST00000333486	UBA7
ENST00000336689	ASAP3
ENST00000337872	ZBTB49
ENST00000343823	ASH2L
ENST00000340381	TMEM201
ENST00000335999	NCKAP5L
ENST00000325885	ASB4
ENST00000337910	RHOBTB1
ENST00000328923	SHMT2
ENST00000324306	ZKSCAN1
ENST00000319273	TAC1
ENST00000331782	JAG2
ENST00000334828	PGAM1
ENST00000320394	IQCK
ENST00000331334	GLRX5
ENST00000324266	TRAPPC12
ENST00000315571	LDLRAD3
ENST00000330899	DNAJA1
ENST00000327435	ADI1
ENST00000329410	C16orf54
ENST00000326958	NPR3
ENST00000315423	TNIP2
ENST00000335877	PSMF1
ENST00000323584	PHKB
ENST00000330651	MAPK11
ENST00000320954	CRTAP
ENST00000330055	ADRA2C
ENST00000343933	CORO2A
ENST00000324096	MAP1S
ENST00000326279	LIN28A
ENST00000332411	KRT76
ENST00000334344	ARID2
ENST00000328795	OR4N4
ENST00000334325	SPATA12
ENST00000322927	ZNF335
ENST00000317568	FRMD8
ENST00000315212	RNASEH1
ENST00000323848	SRRM1
ENST00000318222	PKD2L1
ENST00000331366	CPNE8
ENST00000328823	WBP2NL
ENST00000331569	ZNF703
ENST00000340802	PFKM
ENST00000317995	CA8
